Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,2.03%,5.41%,6.86%,(1.22%),(2.81%)
Total Interest And Dividend Income,2.51%,8.73%,3.99%,(4.53%),(6.32%)
Gain (Loss) on Sale of Investments,,,,(61.52%),
Other Revenues,4.23%,7.29%,(2.49%),(8.37%),(4.56%)
Total Revenues,5.73%,(0.96%),17.53%,(4.73%),11.09%
Policy Benefits,3.81%,5.40%,5.02%,(11.48%),(13.10%)
Policy Acquisition / Underwriting Costs,(0.96%),2.57%,5.39%,5.34%,5.23%
Selling General & Admin Expenses,(5.56%),9.36%,45.58%,(6.77%),(7.17%)
Other Operating Expenses,(0.78%),4.78%,3.00%,6.49%,(1.42%)
Total Operating Expenses,2.56%,4.94%,5.42%,(7.50%),(9.27%)
Operating Income,139.61%,,,20.36%,"1,570.04%"
"Interest Expense, Total",(282.84%),(12.32%),-0.01%,(0.08%),(0.59%)
"EBT, Excl. Unusual Items",131.58%,,,21.27%,"2,455.48%"
"EBT, Incl. Unusual Items",136.25%,,,21.27%,"2,455.48%"
Income Tax Expense,,,,44.69%,
Earnings From Continuing Operations,98.34%,,,17.03%,"1,279.08%"
Net Income to Company,98.34%,,,17.03%,"1,279.08%"
Net Income,98.34%,,,17.03%,"1,279.08%"
NI to Common Incl Extra Items,98.34%,,,17.03%,"1,279.08%"
NI to Common Excl. Extra Items,98.34%,,,17.03%,"1,279.08%"
Revenue Per Share,5.60%,(0.98%),17.50%,(4.75%),11.08%
Basic EPS,98.42%,,,17.08%,"1,278.99%"
Basic EPS - Continuing Ops,98.42%,,,17.08%,"1,278.99%"
Basic Weighted Average Shares Outst.,0.12%,0.03%,0.03%,0.01%,0.01%
Diluted EPS,98.42%,,,17.08%,"1,278.44%"
Diluted EPS - Continuing Ops,98.42%,,,17.08%,"1,278.44%"
Diluted Weighted Average Shares Outst.,0.05%,0.01%,0.05%,(0.00%),(0.00%)
Normalized Basic EPS,131.32%,,,21.23%,"2,455.32%"
Normalized Diluted EPS,131.27%,,,21.23%,"2,455.53%"
Dividend Per Share,0.50%,0.50%,0.50%,0.50%,0.40%
Payout Ratio,(49.33%),,,(14.21%),(92.72%)
EBITDA,83.12%,(80.70%),917.06%,18.31%,660.65%
EBITA,128.20%,,,19.08%,"1,441.80%"
EBIT,139.61%,,,20.36%,"1,570.04%"
EBITDAR,74.02%,(75.87%),693.81%,17.68%,
Effective Tax Rate,,511.66%,,19.28%,
Normalized Net Income,131.58%,,,21.27%,"2,455.48%"
