Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3498.4,1302.8,971.7,852.8,590.0,566.8
Other Revenues,3639.7,4171.9,4694.9,4728.5,3931.4,3657.7
Total Revenues,7138.1,5474.7,5666.6,5581.3,4521.4,4224.5
Cost Of Revenues,5518.8,3997.6,4040.2,4323.4,3814.3,3163.7
Gross Profit,1619.3,1477.1,1626.4,1257.9,707.1,1060.8
Selling General & Admin Expenses,143.2,159.3,162.5,112.7,105.7,98.7
Depreciation & Amortization,75.9,89.5,92.5,86.8,56.3,46.8
Total Operating Expenses,564.1,248.8,255.0,199.5,162.0,145.5
Operating Income,1055.2,1228.3,1371.4,1058.4,545.1,915.3
Interest Expense,(218.2),(173.7),(156.4),(130.0),(108.5),(109.7)
Net Interest Expenses,(218.2),(173.7),(156.4),(130.0),(108.5),(109.7)
"EBT, Excl. Unusual Items",837.0,1054.6,1215.0,928.4,436.6,805.6
"EBT, Incl. Unusual Items",837.0,1062.5,1215.0,738.4,394.5,763.5
Income Tax Expense,319.4,293.3,269.5,165.8,99.5,212.3
Earnings From Continuing Operations,517.6,769.2,945.5,572.6,295.0,551.2
Earnings Of Discontinued Operations,,19.5,17.6,(294.6),(81.3),(81.3)
Net Income to Company,517.6,788.7,963.1,278.0,213.7,469.9
Minority Interest,(1.8),,,,,
Net Income,515.8,788.7,963.1,278.0,213.7,469.9
Preferred Dividend and Other Adjustments,83.5,,,9.6,,
NI to Common Incl Extra Items,432.3,788.7,963.1,268.4,213.7,469.9
NI to Common Excl. Extra Items,432.3,769.2,945.5,563.0,295.0,551.2
Revenue Per Share,$121.81,$98.29,$103.22,$111.63,$94.59,$87.42
Basic EPS,$7.38,$14.16,$17.54,$5.37,$4.47,$9.72
Basic EPS - Continuing Ops,$7.38,$13.81,$17.22,$11.26,$6.17,$11.41
Basic Weighted Average Shares Outst.,58.6,55.7,54.9,50.0,47.8,48.3
Diluted EPS,$7.34,$14.10,$17.49,$5.46,$4.46,$9.70
Diluted EPS - Continuing Ops,$7.34,$13.75,$17.17,$11.25,$6.16,$11.38
Diluted Weighted Average Shares Outst.,58.9,55.9,55.1,50.9,47.9,48.4
Normalized Basic EPS,$8.90,$11.83,$13.83,$11.61,$5.71,$10.42
Normalized Diluted EPS,$8.85,$11.79,$13.78,$11.40,$5.70,$10.40
Dividend Per Share,$0.52,$2.08,$2.28,$2.52,$1.26,$0.84
Payout Ratio,5.82%,14.64%,13.00%,45.83%,28.36%,8.73%
EBITDA,1462.4,1383.3,1525.5,1195.2,693.4,1058.8
EBITA,1364.7,1342.5,1484.3,1154.6,627.9,987.8
EBIT,1055.2,1228.3,1371.4,1058.4,545.1,915.3
EBITDAR,1573.7,1450.6,1573.0,1245.8,741.1,
Effective Tax Rate,38.2%,27.6%,22.2%,22.5%,25.2%,27.8%
Normalized Net Income,521.3,659.1,759.4,580.3,272.9,503.5
Interest on Long-Term Debt,125.6,156.6,220.2,235.4,165.9,
Foreign Sales,1407.8,1282.2,1045.3,993.0,753.7,
