Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2941.3,3300.2,3828.5,4314.8,4287.0,4344.4
Total Revenues,2941.3,3300.2,3828.5,4314.8,4287.0,4344.4
Cost Of Revenues,2449.7,2727.5,3146.6,3581.9,3480.2,3520.1
Gross Profit,491.6,572.7,681.9,732.9,806.9,824.3
Selling General & Admin Expenses,352.0,398.3,450.3,493.6,520.8,533.9
Depreciation & Amortization,16.6,18.2,22.8,28.7,31.2,31.6
Total Operating Expenses,385.3,440.8,493.6,546.3,612.2,631.0
Operating Income,106.3,131.9,188.3,186.6,194.7,193.3
Interest Expense,(2.4),(3.2),(4.7),(7.6),(8.0),(7.3)
Interest And Investment Income,1.3,3.4,8.0,10.7,2.6,1.3
Net Interest Expenses,(1.1),0.2,3.3,3.0,(5.4),(6.0)
"EBT, Excl. Unusual Items",105.2,132.1,191.7,189.6,189.3,187.3
"EBT, Incl. Unusual Items",105.2,130.1,182.4,189.6,189.3,187.3
Income Tax Expense,39.2,45.7,46.9,38.5,51.0,49.2
Earnings From Continuing Operations,66.0,84.4,135.4,151.1,138.2,138.1
Net Income to Company,66.0,84.4,135.4,151.1,138.2,138.1
Net Income,66.0,84.4,135.4,151.1,138.2,138.1
Preferred Dividend and Other Adjustments,1.5,1.5,1.9,1.8,0.8,0.5
NI to Common Incl Extra Items,64.5,82.9,133.5,149.3,137.5,137.6
NI to Common Excl. Extra Items,64.5,82.9,133.5,149.3,137.5,137.6
Revenue Per Share,$70.59,$80.36,$92.89,$107.37,$111.34,$113.26
Basic EPS,$1.55,$2.02,$3.24,$3.72,$3.57,$3.59
Basic EPS - Continuing Ops,$1.55,$2.02,$3.24,$3.72,$3.57,$3.59
Basic Weighted Average Shares Outst.,41.7,41.1,41.2,40.2,38.5,38.4
Diluted EPS,$1.54,$2.01,$3.22,$3.70,$3.54,$3.55
Diluted EPS - Continuing Ops,$1.54,$2.01,$3.22,$3.70,$3.54,$3.55
Diluted Weighted Average Shares Outst.,41.8,41.3,41.5,40.4,38.8,38.8
Normalized Basic EPS,$1.58,$2.01,$2.91,$2.95,$3.07,$3.05
Normalized Diluted EPS,$1.57,$2.00,$2.89,$2.94,$3.05,$3.02
Dividend Per Share,$0.49,$0.58,$0.80,$1.20,$1.60,$1.60
Payout Ratio,31.21%,28.52%,24.67%,32.18%,44.76%,44.74%
EBITDA,120.0,146.0,205.2,207.6,217.2,216.2
EBITA,106.3,131.9,188.3,186.6,194.7,193.3
EBIT,106.3,131.9,188.3,186.6,194.7,193.3
EBITDAR,135.0,161.4,220.6,223.5,234.5,
Effective Tax Rate,37.3%,35.1%,25.7%,20.3%,27.0%,26.3%
Normalized Net Income,65.7,82.6,119.8,118.5,118.3,117.1
Interest on Long-Term Debt,2.4,3.2,4.7,7.6,8.0,
R&D Expense From Footnotes,3.0,4.1,6.0,7.8,8.7,8.7
