Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1323.8,1273.9,978.6,983.6,804.4,771.8
Tenant Reimbursements,196.9,,,,,(1.9)
Other Revenue,48.2,65.6,54.6,25.3,101.1,76.7
Total Revenues,1781.9,1533.4,1234.7,1204.5,1027.5,949.3
Property Expenses,594.5,570.9,448.7,458.6,388.6,375.1
Selling General & Admin Exp.,99.8,100.5,92.6,100.9,91.8,95.1
Depreciation & Amortization,821.0,403.3,279.5,272.4,258.5,253.2
Other Operating Expenses,(94.0),,,,,
Total Operating Expenses,1421.3,1074.7,820.8,831.9,738.9,723.5
Operating Income,360.5,458.6,413.9,372.6,288.7,225.8
Total Interest Expense,(348.6),(275.1),(223.0),(206.3),(130.7),(117.8)
Interest and Investment Income,2.8,1.6,2.0,4.1,2.2,2.2
Net Interest Expenses,(345.8),(273.5),(221.1),(202.2),(128.5),(115.6)
Other Non Operating Income,(7.5),1.8,(1.1),(0.7),(0.5),(0.5)
"EBT, Excl. Unusual Items",7.3,186.9,191.7,169.7,159.7,109.7
Gain (Loss) on Sale of Assets,227.7,(105.3),(258.3),(23.8),155.1,72.8
Asset Writedown,,,,,(55.2),(55.2)
Other Unusual Items,,,(23.9),,(35.3),(24.1)
"EBT, Incl. Unusual Items",278.9,101.1,270.9,291.5,414.8,283.8
Earnings From Continuing Operations,278.9,101.1,270.9,291.5,414.8,283.8
Net Income to Company,278.9,101.1,270.9,291.5,414.8,283.8
Minority Interest,(17.8),11.7,(12.2),(10.1),(35.0),(27.1)
Net Income,261.1,112.8,258.6,281.3,379.8,256.7
Pref. Dividends and Other Adj.,26.8,26.8,27.4,27.6,25.5,24.6
NI to Common Incl Extra Items,234.3,86.0,231.3,253.8,354.3,232.1
NI to Common Excl. Extra Items,234.3,86.0,231.3,253.8,354.3,232.1
Revenue Per Share,$18.30,$16.01,$14.68,$15.17,$14.58,$13.79
Basic EPS,$2.41,$0.90,$2.75,$3.20,$5.03,$3.37
Basic EPS - Continuing Ops,$2.41,$0.90,$2.75,$3.20,$5.03,$3.37
Basic Weighted Average Shares Outst.,97.3,95.8,84.1,79.4,70.5,68.8
Diluted EPS,$2.40,$0.90,$2.75,$3.19,$5.01,$3.37
Diluted EPS - Continuing Ops,$2.40,$0.90,$2.75,$3.19,$5.01,$3.37
Diluted Weighted Average Shares Outst.,101.9,100.5,89.1,84.2,75.1,72.2
Normalized Basic EPS,($0.14),$1.34,$1.28,$1.21,$0.92,$0.60
Normalized Diluted EPS,($0.13),$1.28,$1.21,$1.14,$0.86,$0.57
Dividend Per Share,$3.03,$3.23,$3.38,$3.54,$3.04,$3.65
Payout Ratio,120.28%,295.76%,121.10%,108.90%,77.41%,
FFO,869.9,667.3,605.7,605.7,562.7,519.0
AFFO,869.9,667.3,605.7,605.7,562.7,
Funds Available for Distribution,869.9,667.3,605.7,605.7,562.7,(12.5)
EBITDA,982.6,839.8,691.4,640.5,541.3,474.5
EBITA,161.5,437.5,413.9,368.1,282.8,225.8
EBIT,360.5,458.6,413.9,372.6,288.7,225.8
EBITDAR,1015.8,873.1,724.4,673.7,570.3,
Normalized Net Income,(13.2),128.5,107.6,95.9,64.9,41.5
Interest Capitalized,24.1,26.0,34.2,55.4,75.2,
Interest on Long-Term Debt,372.6,301.1,257.2,261.7,205.8,
