Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,198.9,335.6,247.4,405.2,428.9,450.6
Total Revenues,198.9,335.6,247.4,405.2,428.9,450.6
Cost Of Revenues,38.4,71.4,68.0,94.0,104.1,102.0
Gross Profit,160.5,264.2,179.4,311.2,324.7,348.6
Selling General & Admin Expenses,32.5,46.8,47.0,59.6,61.3,62.3
R&D Expenses,42.7,49.1,53.7,71.3,83.9,87.7
Total Operating Expenses,91.8,117.9,122.7,152.9,167.2,172.0
Operating Income,68.8,146.2,56.7,158.3,157.5,176.6
Interest And Investment Income,2.1,3.3,7.7,10.8,5.1,3.1
Net Interest Expenses,2.1,3.3,7.7,10.8,5.1,3.1
Currency Exchange Gains (Loss),(1.9),,,,,
Other Non Operating Income (Expenses),,(0.0),(0.1),0.8,0.9,0.7
"EBT, Excl. Unusual Items",69.0,149.5,64.3,169.9,163.5,180.4
"EBT, Incl. Unusual Items",68.6,149.5,64.3,169.9,163.5,180.4
Income Tax Expense,20.5,45.7,5.5,31.6,30.2,33.5
Earnings From Continuing Operations,48.1,103.9,58.8,138.3,133.4,146.9
Net Income to Company,48.1,103.9,58.8,138.3,133.4,146.9
Net Income,48.1,103.9,58.8,138.3,133.4,146.9
Preferred Dividend and Other Adjustments,0.7,1.6,0.7,1.1,1.0,1.0
NI to Common Incl Extra Items,47.3,102.2,58.2,137.2,132.4,145.9
NI to Common Excl. Extra Items,47.3,102.2,58.2,137.2,132.4,145.9
Revenue Per Share,$4.29,$7.18,$5.28,$8.63,$9.09,$9.54
Basic EPS,$1.02,$2.19,$1.24,$2.92,$2.80,$3.09
Basic EPS - Continuing Ops,$1.02,$2.19,$1.24,$2.92,$2.80,$3.09
Basic Weighted Average Shares Outst.,46.4,46.7,46.8,47.0,47.2,47.2
Diluted EPS,$1.02,$2.18,$1.24,$2.92,$2.80,$3.08
Diluted EPS - Continuing Ops,$1.02,$2.18,$1.24,$2.92,$2.80,$3.08
Diluted Weighted Average Shares Outst.,46.5,46.8,46.9,47.0,47.2,47.3
Normalized Basic EPS,$0.93,$2.00,$0.86,$2.26,$2.17,$2.39
Normalized Diluted EPS,$0.93,$2.00,$0.86,$2.26,$2.16,$2.38
Dividend Per Share,,$0.12,$0.24,$0.40,$0.60,$0.65
Payout Ratio,,5.44%,19.23%,13.63%,21.33%,20.99%
EBITDA,89.5,173.1,87.3,192.8,194.7,214.4
EBITA,85.3,168.2,78.7,180.3,179.5,198.5
EBIT,68.8,146.2,56.7,158.3,157.5,176.6
EBITDAR,,174.1,89.0,194.6,196.8,
Effective Tax Rate,29.9%,30.5%,8.5%,18.6%,18.4%,18.6%
Normalized Net Income,43.1,93.5,40.2,106.2,102.2,112.8
R&D Expense From Footnotes,58.6,69.7,74.3,91.9,104.5,108.3
Foreign Sales,195.1,325.3,233.6,393.4,414.3,
