Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.23%,2.16%,0.86%,(1.66%),0.00%
Other Revenues,18.98%,36.08%,33.57%,0.12%,0.00%
Total Revenues,7.82%,4.04%,3.22%,(1.49%),0.00%
Cost Of Revenues,(1.55%),55.09%,4.34%,(2.91%),0.00%
Gross Profit,14.16%,(25.75%),1.86%,0.29%,0.00%
Selling General & Admin Expenses,11.51%,(40.67%),2.85%,(5.87%),0.00%
R&D Expenses,,,25.47%,25.51%,0.00%
Depreciation & Amortization,0.24%,(4.62%),2.80%,2.43%,0.00%
Other Operating Expense/(Income),0.00%,(35.29%),(34.78%),-6.45%,0.00%
Total Operating Expenses,10.85%,(29.49%),4.83%,0.33%,0.00%
Operating Income,29.47%,(10.96%),(7.45%),0.11%,0.00%
Interest Expense,-32.28%,(4.70%),-13.57%,-97.29%,0.00%
Interest And Investment Income,9.72%,46.61%,35.73%,(29.00%),0.00%
Net Interest Expenses,-43.16%,-16.26%,-56.75%,,0.00%
"EBT, Excl. Unusual Items",128.02%,(13.23%),(7.63%),14.34%,0.00%
"EBT, Incl. Unusual Items",264.36%,58.32%,(6.61%),(29.81%),0.00%
Income Tax Expense,"2,251.41%",(53.22%),(49.63%),(40.41%),0.00%
Earnings From Continuing Operations,(72.16%),"1,653.71%",9.81%,(27.96%),0.00%
Earnings Of Discontinued Operations,-81.04%,,,,
Net Income to Company,(71.31%),"1,764.27%",9.81%,(27.96%),0.00%
Minority Interest,,-30.11%,,,
Net Income,(85.22%),"2,825.61%",11.36%,(28.48%),0.00%
NI to Common Incl Extra Items,(85.22%),"2,825.61%",11.36%,(28.48%),0.00%
NI to Common Excl. Extra Items,(84.92%),"2,558.85%",11.36%,(28.48%),0.00%
Revenue Per Share,7.26%,2.23%,2.46%,(2.06%),0.00%
Basic EPS,(85.26%),"2,441.46%",10.92%,(28.63%),0.00%
Basic EPS - Continuing Ops,(84.64%),"2,441.46%",10.92%,(28.63%),0.00%
Basic Weighted Average Shares Outst.,0.50%,1.80%,0.73%,0.56%,0.00%
Diluted EPS,(85.26%),"2,400.00%",10.67%,(27.77%),0.00%
Diluted EPS - Continuing Ops,(84.64%),"2,400.00%",10.67%,(27.77%),0.00%
Diluted Weighted Average Shares Outst.,0.89%,1.63%,0.36%,0.29%,0.00%
Normalized Basic EPS,104.07%,(14.88%),(6.72%),13.78%,0.00%
Normalized Diluted EPS,101.17%,(13.79%),(6.18%),13.06%,0.00%
Dividend Per Share,0.00%,0.00%,25.00%,20.00%,0.00%
Payout Ratio,579.43%,(96.53%),7.42%,70.05%,0.00%
EBITDA,22.00%,(11.10%),(5.91%),1.82%,0.00%
EBITA,29.47%,(10.96%),(7.45%),0.11%,0.00%
EBIT,29.47%,(10.96%),(7.45%),0.11%,0.00%
EBITDAR,21.77%,,,7.41%,
Effective Tax Rate,545.48%,(70.45%),(46.08%),(15.09%),0.00%
Normalized Net Income,104.99%,(12.90%),(6.17%),13.64%,0.00%
Interest Capitalized,124.87%,(64.04%),(84.73%),(56.52%),
Interest on Long-Term Debt,(30.30%),,,,
R&D Expense From Footnotes,,,25.47%,25.51%,0.00%
