Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,49.09%,31.31%,25.45%,24.65%,24.60%
Total Revenues,28.32%,31.69%,25.75%,23.55%,23.79%
Property Expenses,26.69%,22.06%,22.03%,25.85%,25.98%
Selling General & Admin Exp.,17.35%,16.58%,20.27%,21.44%,20.71%
Depreciation & Amortization,26.15%,23.42%,23.55%,16.56%,17.69%
Total Operating Expenses,24.76%,21.83%,22.52%,20.39%,20.92%
Operating Income,44.83%,71.11%,34.94%,31.71%,31.12%
Total Interest Expense,(36.11%),(25.77%),(5.74%),(14.79%),(19.02%)
Net Interest Expenses,(36.11%),(25.77%),(5.74%),(14.79%),(19.02%)
"EBT, Excl. Unusual Items",62.21%,146.90%,59.80%,41.25%,37.57%
Gain (Loss) on Sale of Assets,70.18%,(41.76%),(5.37%),(16.44%),50.19%
"EBT, Incl. Unusual Items",61.15%,12.89%,35.96%,26.40%,40.42%
Earnings From Continuing Operations,61.15%,12.89%,35.96%,26.40%,40.42%
Net Income to Company,61.15%,12.89%,35.96%,26.40%,40.42%
Minority Interest,(31.73%),-12.45%,(133.76%),(122.16%),(126.32%)
Net Income,62.03%,13.50%,34.12%,23.27%,37.12%
Pref. Dividends and Other Adj.,175.05%,60.25%,14.20%,30.88%,18.32%
NI to Common Incl Extra Items,50.72%,4.97%,39.68%,21.54%,41.61%
NI to Common Excl. Extra Items,50.72%,4.97%,39.68%,21.54%,41.61%
Revenue Per Share,13.31%,7.82%,2.50%,8.81%,9.04%
Basic EPS,34.31%,(13.29%),12.95%,7.99%,24.73%
Basic EPS - Continuing Ops,34.31%,(13.29%),12.95%,7.99%,24.73%
Basic Weighted Average Shares Outst.,13.51%,21.95%,22.55%,13.60%,13.53%
Diluted EPS,33.33%,(14.58%),14.63%,7.99%,26.82%
Diluted EPS - Continuing Ops,33.33%,(14.58%),14.63%,7.99%,26.82%
Diluted Weighted Average Shares Outst.,13.71%,21.98%,22.29%,13.46%,13.38%
Normalized Basic EPS,53.77%,127.70%,30.60%,19.71%,14.59%
Normalized Diluted EPS,52.91%,126.37%,30.12%,19.41%,14.74%
Dividend Per Share,7.41%,10.34%,15.62%,16.22%,14.94%
Payout Ratio,(19.83%),23.23%,0.93%,7.25%,(4.34%)
FFO,31.38%,42.78%,33.40%,24.52%,24.25%
FFO Payout Ratio %,(7.20%),(6.90%),5.36%,6.25%,7.05%
AFFO,31.38%,42.78%,33.40%,24.52%,
Funds Available for Distribution,31.38%,42.78%,33.40%,24.52%,
EBITDA,28.86%,36.31%,28.02%,22.59%,23.37%
EBITA,27.51%,47.77%,29.94%,26.25%,26.21%
EBIT,44.83%,71.11%,34.94%,31.71%,31.12%
EBITDAR,28.63%,,,22.74%,
Normalized Net Income,68.06%,170.87%,56.20%,35.36%,30.09%
Interest Capitalized,2.48%,21.19%,88.02%,1.68%,
