Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.43%,4.02%,8.76%,(1.47%),(3.46%)
Total Revenues,4.43%,4.02%,8.76%,(1.47%),(3.46%)
Cost Of Revenues,14.51%,9.10%,22.79%,(1.86%),(5.66%)
Gross Profit,(6.14%),(2.48%),(11.31%),(0.70%),1.05%
Selling General & Admin Expenses,(0.04%),(22.66%),(11.98%),15.76%,12.76%
Depreciation & Amortization,(3.27%),(9.26%),4.46%,25.32%,18.68%
Total Operating Expenses,1.33%,(20.06%),(9.14%),15.88%,12.61%
Operating Income,(28.32%),71.37%,(15.56%),(35.65%),(25.04%)
Interest Expense,-4.25%,(11.85%),-21.43%,(28.65%),(30.13%)
Interest And Investment Income,112.77%,(18.66%),14.91%,(37.07%),(35.56%)
Net Interest Expenses,-15.46%,(19.21%),-27.41%,(45.76%),(45.19%)
Currency Exchange Gains (Loss),,,-72.16%,(101.21%),
Other Non Operating Income (Expenses),22.47%,(43.11%),(8.04%),58.91%,17.92%
"EBT, Excl. Unusual Items",(14.68%),83.19%,(13.99%),(42.45%),(28.15%)
"EBT, Incl. Unusual Items",(27.08%),76.98%,31.83%,(4.50%),169.29%
Income Tax Expense,,,89.25%,8.82%,658.20%
Earnings From Continuing Operations,78.50%,(10.28%),20.81%,(8.51%),110.33%
Net Income to Company,78.50%,(10.28%),20.81%,(8.51%),110.33%
Minority Interest,-48.73%,-54.61%,-88.12%,,
Net Income,79.16%,(10.21%),20.89%,(8.38%),109.55%
Preferred Dividend and Other Adjustments,37.17%,(41.14%),8.09%,(9.26%),61.95%
NI to Common Incl Extra Items,79.68%,(9.92%),20.97%,(8.38%),109.87%
NI to Common Excl. Extra Items,79.68%,(9.92%),20.97%,(8.38%),109.87%
Revenue Per Share,5.25%,7.59%,9.75%,1.63%,1.04%
Basic EPS,81.05%,(6.82%),22.07%,(5.50%),119.65%
Basic EPS - Continuing Ops,81.05%,(6.82%),22.07%,(5.50%),119.65%
Basic Weighted Average Shares Outst.,(0.77%),(3.32%),(0.90%),(3.05%),(4.45%)
Diluted EPS,80.86%,(6.87%),21.93%,(5.03%),120.18%
Diluted EPS - Continuing Ops,80.86%,(6.87%),21.93%,(5.03%),120.18%
Diluted Weighted Average Shares Outst.,(0.66%),(3.28%),(0.80%),(3.53%),(4.68%)
Normalized Basic EPS,(13.81%),89.97%,(13.14%),(40.43%),(25.29%)
Normalized Diluted EPS,(13.90%),89.96%,(13.24%),(40.12%),(25.11%)
Dividend Per Share,4.96%,4.72%,4.51%,4.32%,4.27%
Payout Ratio,(42.14%),12.49%,(14.56%),10.74%,(52.35%)
EBITDA,(18.38%),48.71%,(10.43%),(22.81%),(15.54%)
EBITA,(21.67%),62.45%,(12.43%),(29.56%),(20.57%)
EBIT,(28.32%),71.37%,(15.56%),(35.65%),(25.04%)
EBITDAR,(16.87%),,,(15.53%),
Effective Tax Rate,,,43.60%,13.95%,181.56%
Normalized Net Income,(14.47%),83.70%,(13.92%),(42.24%),(28.62%)
Interest Capitalized,(25.00%),166.67%,162.50%,,
Interest on Long-Term Debt,(4.48%),13.21%,(17.63%),20.17%,
Foreign Sales,2.08%,3.14%,5.18%,(7.09%),
