Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,488.8,560.9,782.4,1106.0,1555.4,1705.9
Total Revenues,488.8,560.9,782.4,1106.0,1555.4,1705.9
Cost Of Revenues,244.0,277.3,462.0,622.9,697.8,730.0
Gross Profit,244.8,283.6,320.4,483.1,857.6,975.9
Selling General & Admin Expenses,143.1,142.9,202.5,269.0,303.3,314.5
Total Operating Expenses,150.1,151.5,227.5,327.7,363.1,374.4
Operating Income,94.7,132.1,92.9,155.4,494.5,601.5
Interest Expense,(7.6),(6.6),(9.9),(38.4),(31.3),(31.2)
Net Interest Expenses,(7.6),(6.6),(9.9),(38.4),(31.3),(31.2)
Other Non Operating Income (Expenses),1.3,0.9,1.6,1.7,4.7,4.1
"EBT, Excl. Unusual Items",88.4,126.4,84.6,118.7,467.9,574.4
"EBT, Incl. Unusual Items",99.2,118.6,81.5,77.4,407.2,513.7
Income Tax Expense,36.7,36.0,18.8,22.9,102.1,126.4
Earnings From Continuing Operations,62.5,82.6,62.7,54.5,305.1,387.3
Earnings Of Discontinued Operations,(10.7),,,,,
Net Income to Company,51.8,82.6,62.7,54.5,305.1,387.3
Net Income,51.8,82.6,62.7,54.5,305.1,387.3
NI to Common Incl Extra Items,51.8,82.6,62.7,54.5,305.1,387.3
NI to Common Excl. Extra Items,62.5,82.6,62.7,54.5,305.1,387.3
Revenue Per Share,$12.16,$13.42,$15.62,$21.48,$29.51,$32.17
Basic EPS,$1.29,$1.98,$1.25,$1.06,$5.79,$7.30
Basic EPS - Continuing Ops,$1.55,$1.98,$1.25,$1.06,$5.79,$7.30
Basic Weighted Average Shares Outst.,40.2,41.8,50.1,51.5,52.7,53.0
Diluted EPS,$1.13,$1.71,$1.22,$1.04,$5.67,$7.12
Diluted EPS - Continuing Ops,$1.35,$1.71,$1.22,$1.04,$5.67,$7.12
Diluted Weighted Average Shares Outst.,49.3,50.3,51.4,52.4,53.8,54.4
Normalized Basic EPS,$1.37,$1.89,$1.06,$1.44,$5.55,$6.77
Normalized Diluted EPS,$1.12,$1.57,$1.03,$1.42,$5.44,$6.60
EBITDA,132.9,174.7,155.1,263.4,604.5,711.8
EBITA,101.7,140.7,117.9,214.1,554.3,661.4
EBIT,94.7,132.1,92.9,155.4,494.5,601.5
EBITDAR,134.3,176.3,158.4,,,
Effective Tax Rate,37.0%,30.4%,23.1%,29.6%,25.1%,24.6%
Normalized Net Income,55.3,79.0,52.9,74.2,292.4,359.0
Interest on Long-Term Debt,,,,0.6,1.1,
R&D Expense From Footnotes,106.9,97.4,142.8,226.2,234.5,244.3
Foreign Sales,,61.7,70.4,110.6,108.9,
