Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3642.6,3913.9,4277.3,4605.0,4644.4,4692.8
Total Revenues,3642.6,3913.9,4277.3,4605.0,4644.4,4692.8
Cost Of Revenues,2125.9,2303.9,2512.7,2740.9,2882.5,2896.8
Gross Profit,1516.7,1610.0,1764.6,1864.1,1761.9,1796.0
Selling General & Admin Expenses,204.7,245.2,298.2,329.3,236.7,239.7
Depreciation & Amortization,172.6,183.8,199.7,218.7,243.0,246.7
Other Operating Expense/(Income),488.2,531.6,585.1,623.6,634.4,637.1
Total Operating Expenses,865.5,960.6,1083.0,1171.6,1114.1,1123.5
Operating Income,651.2,649.4,681.6,692.5,647.8,672.5
Interest Expense,(172.1),(154.4),(147.3),(159.7),(184.2),(183.8)
Net Interest Expenses,(172.1),(154.4),(147.3),(159.7),(184.2),(183.8)
Other Non Operating Income (Expenses),2.9,4.1,2.2,11.3,8.4,11.7
"EBT, Excl. Unusual Items",491.8,507.1,545.2,550.8,475.5,504.1
"EBT, Incl. Unusual Items",482.0,496.4,493.2,562.3,472.6,504.0
Income Tax Expense,163.9,145.8,118.9,115.9,103.8,111.2
Earnings From Continuing Operations,318.1,350.6,374.3,446.4,368.8,392.8
Earnings Of Discontinued Operations,,(0.4),1.1,(0.6),,0.1
Net Income to Company,318.1,350.2,375.4,445.8,368.8,392.9
Minority Interest,(70.5),(79.1),(83.1),(87.1),(84.6),(88.4)
Net Income,247.6,271.1,292.3,358.7,284.2,304.5
Preferred Dividend and Other Adjustments,0.8,0.9,0.9,1.3,1.0,1.2
NI to Common Incl Extra Items,246.8,270.2,291.4,357.4,283.2,303.3
NI to Common Excl. Extra Items,246.8,270.6,290.3,358.0,283.2,303.2
Revenue Per Share,$40.88,$41.77,$43.69,$46.99,$47.10,$47.50
Basic EPS,$2.77,$2.88,$2.98,$3.65,$2.87,$3.07
Basic EPS - Continuing Ops,$2.77,$2.89,$2.97,$3.65,$2.87,$3.07
Basic Weighted Average Shares Outst.,89.1,93.7,97.9,98.0,98.6,98.8
Diluted EPS,$2.59,$2.84,$2.93,$3.61,$2.85,$3.05
Diluted EPS - Continuing Ops,$2.59,$2.84,$2.92,$3.61,$2.85,$3.05
Diluted Weighted Average Shares Outst.,99.5,99.3,99.8,99.4,99.8,100.0
Normalized Basic EPS,$2.66,$2.54,$2.63,$2.62,$2.16,$2.29
Normalized Diluted EPS,$2.38,$2.40,$2.58,$2.59,$2.13,$2.27
Dividend Per Share,$0.94,$0.98,$1.04,$1.10,$1.12,$1.12
Payout Ratio,33.84%,33.75%,34.49%,30.30%,39.37%,36.78%
EBITDA,823.8,833.2,881.3,911.2,890.8,919.2
EBITA,699.7,698.7,733.0,750.9,707.6,732.3
EBIT,651.2,649.4,681.6,692.5,647.8,672.5
EBITDAR,915.7,929.8,959.3,990.3,968.8,
Effective Tax Rate,34.0%,29.4%,24.1%,20.6%,22.0%,22.1%
Normalized Net Income,236.9,237.8,257.7,257.2,212.6,226.7
Interest Capitalized,2.0,3.7,6.0,8.3,6.0,
Interest on Long-Term Debt,,,,37.8,35.3,
