Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,25.67%,1.73%,(6.54%),(14.60%),(13.21%)
Other Revenue,(51.56%),15.12%,(3.52%),(60.42%),(11.76%)
Total Revenues,24.87%,1.75%,(6.40%),(14.85%),(13.28%)
Property Expenses,17.02%,22.85%,(9.62%),(6.39%),1.22%
Selling General & Admin Exp.,6.41%,13.99%,9.25%,27.37%,26.72%
Depreciation & Amortization,46.55%,20.83%,(5.34%),2.03%,(0.34%)
Total Operating Expenses,23.29%,21.01%,(5.85%),1.29%,4.22%
Operating Income,27.16%,(25.34%),(7.67%),(52.37%),(54.31%)
Total Interest Expense,(8.36%),(15.39%),(2.73%),(6.57%),(2.06%)
Interest and Investment Income,231.08%,270.82%,17.25%,(73.41%),(88.25%)
Net Interest Expenses,(5.41%),(4.75%),(0.59%),(20.31%),(15.92%)
"EBT, Excl. Unusual Items",40.77%,(39.43%),(14.36%),,
Gain (Loss) on Sale of Assets,(98.71%),"25,951.98%",33.93%,(43.57%),(87.44%)
Asset Writedown,,(61.57%),(368.15%),-88.40%,-86.35%
Other Unusual Items,,,,,0.00%
"EBT, Incl. Unusual Items",(25.43%),65.82%,(2.49%),(49.99%),(79.89%)
Income Tax Expense,,,(63.43%),,
Earnings From Continuing Operations,(24.52%),60.36%,(0.65%),(15.88%),(51.88%)
Net Income to Company,(24.52%),60.36%,(0.65%),(15.88%),(51.88%)
Minority Interest,(0.91%),(101.31%),-43.50%,-37.65%,-60.03%
Net Income,(26.15%),56.78%,4.16%,(14.55%),(51.47%)
Pref. Dividends and Other Adj.,35.96%,18.71%,(50.00%),(32.61%),(61.17%)
NI to Common Incl Extra Items,(26.22%),56.86%,4.25%,(14.53%),(51.46%)
NI to Common Excl. Extra Items,(26.22%),56.86%,4.25%,(14.53%),(51.46%)
Revenue Per Share,15.84%,(4.28%),(11.07%),(13.46%),(10.15%)
Basic EPS,(31.36%),48.69%,(0.67%),(12.70%),(49.71%)
Basic EPS - Continuing Ops,(31.36%),48.69%,(0.67%),(12.70%),(49.71%)
Basic Weighted Average Shares Outst.,7.82%,6.28%,5.17%,(1.69%),(3.48%)
Diluted EPS,(32.52%),50.82%,(0.79%),(12.75%),(48.64%)
Diluted EPS - Continuing Ops,(32.52%),50.82%,(0.79%),(12.75%),(48.64%)
Diluted Weighted Average Shares Outst.,18.63%,(3.67%),5.12%,(1.66%),(3.33%)
Normalized Basic EPS,34.16%,(54.97%),(8.55%),,
Normalized Diluted EPS,24.10%,(50.23%),(8.66%),,
Dividend Per Share,7.32%,0.00%,0.00%,(75.00%),(82.95%)
Payout Ratio,58.97%,(32.96%),1.68%,(70.63%),38.15%
FFO,,,,(6.46%),(7.32%)
FFO Payout Ratio %,,,,(73.16%),(27.66%)
FFO (Diluted),,,,(6.46%),(7.32%)
AFFO,,,,(6.46%),
Funds Available for Distribution,,,,(6.46%),
EBITDA,32.02%,(19.37%),1.05%,(27.69%),(29.60%)
EBITA,31.74%,(36.42%),1.91%,(49.65%),(54.31%)
EBIT,27.16%,(25.34%),(7.67%),(52.37%),(54.31%)
EBITDAR,30.77%,(18.30%),(7.08%),(27.82%),
Effective Tax Rate,,,(62.49%),,
Normalized Net Income,45.89%,(51.92%),(3.53%),,
Interest Capitalized,4.33%,(15.61%),(56.99%),(49.82%),
