Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6910.6,7967.4,9089.5,10030.6,8900.1,8796.7
Total Revenues,6910.6,7967.4,9089.5,10030.6,8900.1,8796.7
Cost Of Revenues,2204.1,2601.2,2950.9,3115.7,2703.4,2572.9
Gross Profit,4706.5,5366.2,6138.6,6914.9,6196.7,6223.8
Selling General & Admin Expenses,4034.2,4622.4,5206.8,5816.8,5272.6,5282.5
Depreciation & Amortization,141.8,167.2,186.1,202.4,226.4,224.4
Other Operating Expense/(Income),0.0,0.0,0.0,0.0,0.0,0.0
Total Operating Expenses,4176.0,4789.6,5392.9,6019.2,5499.0,5506.9
Operating Income,530.5,576.6,745.7,895.7,697.7,716.9
Interest Expense,(45.3),(56.2),(51.1),(56.4),(52.8),(48.6)
Net Interest Expenses,(45.3),(56.2),(51.1),(56.4),(52.8),(48.6)
Other Non Operating Income (Expenses),13.2,1.7,15.4,6.4,9.3,20.2
"EBT, Excl. Unusual Items",532.2,566.5,742.8,882.0,662.2,773.3
"EBT, Incl. Unusual Items",463.7,535.8,706.0,697.6,529.6,637.6
Income Tax Expense,117.8,256.3,214.3,159.7,106.9,130.1
Earnings From Continuing Operations,345.9,279.5,491.7,537.9,422.7,507.5
Net Income to Company,345.9,279.5,491.7,537.9,422.7,507.5
Minority Interest,(16.2),(3.1),(7.2),(2.6),(20.2),(7.3)
Net Income,329.7,276.4,484.5,535.3,402.5,500.2
Preferred Dividend and Other Adjustments,0.4,0.4,0.4,0.9,,
NI to Common Incl Extra Items,329.3,276.0,484.1,534.4,402.5,500.2
NI to Common Excl. Extra Items,329.3,276.0,484.1,534.4,402.5,500.2
Revenue Per Share,$153.05,$175.82,$199.69,$206.19,$172.21,$170.57
Basic EPS,$7.29,$6.09,$10.64,$10.99,$7.79,$9.70
Basic EPS - Continuing Ops,$7.29,$6.09,$10.64,$10.99,$7.79,$9.70
Basic Weighted Average Shares Outst.,45.2,45.3,45.5,48.6,51.7,51.6
Diluted EPS,$7.23,$6.03,$10.54,$10.87,$7.70,$9.58
Diluted EPS - Continuing Ops,$7.23,$6.03,$10.54,$10.87,$7.70,$9.58
Diluted Weighted Average Shares Outst.,45.5,45.8,45.9,49.2,52.3,52.2
Normalized Basic EPS,$7.01,$7.74,$10.04,$11.28,$7.62,$9.23
Normalized Diluted EPS,$6.95,$7.67,$9.95,$11.16,$7.53,$9.12
Dividend Per Share,$0.64,$0.72,$0.82,$0.86,,
Payout Ratio,8.92%,11.98%,7.80%,7.98%,,
EBITDA,672.3,743.8,931.8,1163.1,1015.2,1032.4
EBITA,530.5,576.6,745.7,1005.5,845.9,865.1
EBIT,530.5,576.6,745.7,895.7,697.7,716.9
EBITDAR,842.7,941.1,1127.1,1366.9,1238.5,
Effective Tax Rate,25.4%,47.8%,30.4%,22.9%,20.2%,20.4%
Normalized Net Income,316.4,351.0,457.1,548.7,393.7,476.0
Foreign Earnings,154.6,,,,,
Foreign Sales,5066.3,6881.1,7794.6,7928.3,7132.1,
