Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,665.6,702.7,720.0,736.0,736.9,727.9
Other Revenue,5.8,7.4,2.2,3.3,4.0,3.7
Total Revenues,671.4,710.1,722.3,739.3,740.9,731.6
Property Expenses,231.1,236.9,242.4,248.5,231.8,225.8
Selling General & Admin Exp.,38.2,39.6,40.0,44.1,32.5,31.6
Depreciation & Amortization,220.1,227.8,230.0,242.9,241.6,241.4
Total Operating Expenses,489.4,504.4,512.4,535.5,505.9,498.7
Operating Income,182.0,205.8,209.9,203.8,235.0,232.9
Total Interest Expense,(76.6),(69.1),(71.4),(81.6),(81.0),(79.5)
Interest and Investment Income,2.3,,,,,
Net Interest Expenses,(74.3),(69.1),(71.4),(81.6),(81.0),(79.5)
Other Non Operating Income,,2.3,1.9,2.2,2.0,2.2
"EBT, Excl. Unusual Items",107.7,139.0,140.4,124.3,156.0,155.6
Gain (Loss) on Sale of Assets,14.8,54.2,37.6,39.5,215.9,81.8
Asset Writedown,,(1.4),(0.4),(5.8),(1.8),(1.8)
Other Unusual Items,,,,(0.6),(3.7),(3.7)
"EBT, Incl. Unusual Items",122.5,191.7,177.6,141.7,357.9,223.4
Earnings From Continuing Operations,122.5,191.7,177.6,141.7,357.9,223.4
Earnings Of Discontinued Operations,418.6,,,,,
Net Income to Company,541.1,191.7,177.6,141.7,357.9,223.4
Minority Interest,(16.8),(6.3),(5.8),(4.8),(10.5),(7.0)
Net Income,524.3,185.4,171.8,136.9,347.4,216.4
Pref. Dividends and Other Adj.,2.5,2.5,2.5,2.5,2.5,2.5
NI to Common Incl Extra Items,521.8,182.9,169.3,134.4,344.9,213.9
NI to Common Excl. Extra Items,103.2,182.9,169.3,134.4,344.9,213.9
Revenue Per Share,$6.82,$6.92,$6.98,$7.13,$7.13,$7.04
Basic EPS,$5.30,$1.78,$1.64,$1.30,$3.32,$2.06
Basic EPS - Continuing Ops,$1.05,$1.78,$1.64,$1.30,$3.32,$2.06
Basic Weighted Average Shares Outst.,98.4,102.7,103.4,103.7,103.9,103.9
Diluted EPS,$5.30,$1.78,$1.64,$1.30,$3.32,$2.06
Diluted EPS - Continuing Ops,$1.05,$1.78,$1.64,$1.30,$3.32,$2.06
Diluted Weighted Average Shares Outst.,101.4,105.6,106.3,106.4,106.7,106.8
Normalized Basic EPS,$0.51,$0.78,$0.79,$0.70,$0.84,$0.87
Normalized Diluted EPS,$0.50,$0.76,$0.77,$0.69,$0.81,$0.85
Dividend Per Share,$1.72,$1.78,$1.86,$1.91,$1.92,$1.92
Payout Ratio,32.30%,98.88%,112.78%,145.65%,58.09%,93.32%
FFO,332.3,357.5,366.2,354.8,382.1,380.8
FFO Payout Ratio %,50.21%,50.58%,52.24%,55.51%,52.17%,52.38%
AFFO,332.3,357.5,366.2,354.8,382.1,
Funds Available for Distribution,332.3,357.5,366.2,354.8,382.1,
FFO Per Share (Diluted),$3.28,$3.39,$3.45,$3.33,$3.58,$3.57
FFO Shares (Diluted),101.4,105.6,106.3,106.4,106.7,106.8
Adjusted FFO Per Share (Diluted),$3.28,$3.39,$3.45,$3.33,$3.58,
EBITDA,353.4,389.5,399.5,404.5,437.8,435.6
EBITA,178.3,202.8,206.0,199.0,230.6,232.9
EBIT,182.0,205.8,209.9,203.8,235.0,232.9
EBITDAR,356.3,392.0,402.0,407.0,440.4,
Normalized Net Income,50.5,80.5,82.0,72.9,87.0,90.2
Interest Capitalized,8.2,8.8,6.7,5.6,8.3,
