Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2755.2,2945.0,3300.3,3412.2,3144.1,3093.7
Total Revenues,2755.2,2945.0,3300.3,3412.2,3144.1,3093.7
Cost Of Revenues,1932.9,2062.7,2305.6,2387.8,2166.9,2125.0
Gross Profit,822.4,882.3,994.8,1024.4,977.2,968.7
Selling General & Admin Expenses,420.3,456.6,502.3,489.6,464.2,457.7
Depreciation & Amortization,287.0,288.4,298.6,300.7,292.9,290.5
Other Operating Expense/(Income),10.2,9.5,9.8,10.1,11.1,11.4
Total Operating Expenses,717.5,754.5,810.8,800.4,768.2,759.7
Operating Income,104.9,127.8,184.0,224.0,209.1,209.0
Interest Expense,(84.3),(87.7),(84.1),(82.9),(76.6),(75.2)
Interest And Investment Income,0.8,1.9,3.0,4.2,3.5,2.9
Net Interest Expenses,(83.5),(85.8),(81.1),(78.7),(73.1),(72.3)
Other Non Operating Income (Expenses),6.2,(5.9),(4.5),3.2,(0.3),0.8
"EBT, Excl. Unusual Items",27.5,36.1,98.4,148.5,135.6,137.6
"EBT, Incl. Unusual Items",8.7,58.7,94.5,148.2,174.6,185.0
Income Tax Expense,48.6,(42.1),28.8,50.5,39.7,40.0
Earnings From Continuing Operations,(39.9),100.7,65.6,97.7,134.8,145.0
Net Income to Company,(39.9),100.7,65.6,97.7,134.8,145.0
Net Income,(39.9),100.7,65.6,97.7,134.8,145.0
NI to Common Incl Extra Items,(39.9),100.7,65.6,97.7,134.8,145.0
NI to Common Excl. Extra Items,(39.9),100.7,65.6,97.7,134.8,145.0
Revenue Per Share,$47.89,$51.60,$58.78,$61.10,$56.67,$56.02
Basic EPS,($0.69),$1.77,$1.17,$1.75,$2.43,$2.63
Basic EPS - Continuing Ops,($0.69),$1.77,$1.17,$1.75,$2.43,$2.63
Basic Weighted Average Shares Outst.,57.5,57.1,56.1,55.8,55.5,55.2
Diluted EPS,($0.69),$1.76,$1.16,$1.74,$2.42,$2.61
Diluted EPS - Continuing Ops,($0.69),$1.76,$1.16,$1.74,$2.42,$2.61
Diluted Weighted Average Shares Outst.,57.5,57.2,56.3,56.1,55.7,55.4
Normalized Basic EPS,$0.30,$0.40,$1.09,$1.66,$1.53,$1.56
Normalized Diluted EPS,$0.30,$0.39,$1.09,$1.65,$1.52,$1.55
EBITDA,391.9,416.2,482.6,524.7,502.0,499.5
EBITA,144.9,164.8,218.3,259.2,244.8,243.2
EBIT,104.9,127.8,184.0,224.0,209.1,209.0
EBITDAR,513.8,541.6,623.7,671.5,629.5,
Effective Tax Rate,557.5%,NM,30.5%,34.1%,22.8%,21.6%
Normalized Net Income,17.2,22.5,61.5,92.8,84.8,86.0
Interest Capitalized,5.5,,,,,
Interest on Long-Term Debt,89.8,87.7,84.1,82.9,76.6,
Foreign Sales,541.9,,504.2,471.4,404.5,
