Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,433.6,448.0,523.0,560.4,583.4,584.7
Total Revenues,433.6,448.0,523.0,560.4,583.4,584.7
Cost Of Revenues,109.2,124.8,142.9,145.1,142.7,144.7
Gross Profit,324.4,323.2,380.1,415.3,440.7,440.0
Selling General & Admin Expenses,82.6,84.4,97.8,93.2,90.1,91.9
R&D Expenses,16.1,15.2,22.4,14.3,12.0,12.3
Depreciation & Amortization,49.4,85.5,218.2,297.7,303.2,303.1
Total Operating Expenses,148.0,185.1,338.5,405.2,405.3,407.3
Operating Income,176.4,138.1,41.7,10.1,35.5,32.7
Interest Expense,0.0,0.0,(142.7),(125.0),(95.4),(91.7)
Interest And Investment Income,2.9,4.3,87.6,9.6,1.1,1.1
Net Interest Expenses,2.9,4.3,(55.1),(115.4),(94.3),(90.6)
Other Non Operating Income (Expenses),(1.1),(0.2),0.1,(1.1),0.0,(0.4)
"EBT, Excl. Unusual Items",178.2,142.2,(13.4),(106.4),(58.8),(58.4)
"EBT, Incl. Unusual Items",178.2,119.6,(20.6),(218.1),(89.0),(58.4)
Income Tax Expense,67.1,(114.3),(7.3),(56.1),(32.9),(28.8)
Earnings From Continuing Operations,111.0,233.9,(13.4),(162.0),(56.1),(29.5)
Net Income to Company,111.0,233.9,(13.4),(162.0),(56.1),(29.5)
Net Income,111.0,233.9,(13.4),(162.0),(56.1),(29.5)
Preferred Dividend and Other Adjustments,15.6,15.4,10.1,4.2,,
NI to Common Incl Extra Items,95.5,218.4,(23.5),(166.2),(56.1),(29.5)
NI to Common Excl. Extra Items,95.5,218.4,(23.5),(166.2),(56.1),(29.5)
Revenue Per Share,$4.52,$4.57,$4.80,$4.48,$4.37,$4.36
Basic EPS,$0.99,$2.23,($0.22),($1.33),($0.42),($0.22)
Basic EPS - Continuing Ops,$0.99,$2.23,($0.22),($1.33),($0.42),($0.22)
Basic Weighted Average Shares Outst.,96.0,97.9,109.0,125.2,133.5,134.1
Diluted EPS,$0.89,$1.82,($0.22),($1.33),($0.42),($0.22)
Diluted EPS - Continuing Ops,$0.89,$1.82,($0.22),($1.33),($0.42),($0.22)
Diluted Weighted Average Shares Outst.,124.9,128.1,109.0,125.2,133.5,134.1
Normalized Basic EPS,$1.16,$0.91,($0.08),($0.53),($0.28),($0.27)
Normalized Diluted EPS,$0.89,$0.69,($0.08),($0.53),($0.28),($0.27)
Payout Ratio,13.90%,1.65%,NM,NM,,
EBITDA,225.8,223.6,259.9,307.8,338.7,335.8
EBITA,177.2,139.7,43.3,11.7,37.0,34.2
EBIT,176.4,138.1,41.7,10.1,35.5,32.7
EBITDAR,228.9,228.3,265.0,312.9,344.3,
Effective Tax Rate,37.7%,NM,NM,NM,NM,NM
Normalized Net Income,111.4,88.9,(8.3),(66.5),(36.7),(36.5)
Interest Capitalized,106.4,114.4,,15.1,3.2,
Interest on Long-Term Debt,106.4,114.4,142.7,140.1,98.6,
R&D Expense From Footnotes,16.1,15.2,22.4,14.3,12.0,12.3
Foreign Sales,207.5,218.3,246.6,260.0,259.8,
