Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,4.21%,(1.01%),4.79%,(6.30%),(7.64%)
Other Revenue,82.69%,(60.23%),74.33%,(3.73%),(9.25%)
Total Revenues,0.84%,(2.94%),5.35%,(3.92%),(4.70%)
Property Expenses,,,,(17.52%),(22.68%)
Selling General & Admin Exp.,3.96%,33.19%,(8.88%),3.49%,4.26%
Depreciation & Amortization,7.69%,(2.19%),7.25%,9.36%,5.95%
Other Operating Expenses,,,(135.94%),,0.00%
Total Operating Expenses,69.79%,(30.97%),0.87%,14.76%,12.83%
Operating Income,(37.66%),39.70%,8.71%,(16.96%),(16.57%)
Total Interest Expense,(14.32%),(1.59%),(3.62%),(7.03%),(6.15%)
Interest and Investment Income,54.34%,,,,
Net Interest Expenses,(14.28%),(1.72%),(3.62%),(7.03%),(6.12%)
"EBT, Excl. Unusual Items",(59.29%),83.38%,15.59%,(32.12%),(27.41%)
Gain (Loss) on Sale of Assets,7.38%,(54.05%),124.82%,(65.68%),104.44%
Asset Writedown,(68.70%),-64.63%,(39.74%),(55.20%),(92.09%)
Other Unusual Items,(446.76%),,,,
"EBT, Incl. Unusual Items",(71.89%),174.50%,19.50%,(52.52%),(35.90%)
Income Tax Expense,131.17%,(7.33%),(5.51%),73.17%,53.69%
Earnings From Continuing Operations,(72.63%),180.13%,19.76%,(53.53%),(36.67%)
Net Income to Company,(72.63%),180.13%,19.76%,(53.53%),(36.67%)
Minority Interest,-73.51%,(174.01%),-12.04%,-61.03%,-41.71%
Net Income,(72.59%),180.40%,21.15%,(53.29%),(36.52%)
NI to Common Incl Extra Items,(72.59%),180.40%,21.15%,(53.29%),(36.52%)
NI to Common Excl. Extra Items,(72.59%),180.40%,21.15%,(53.29%),(36.52%)
Revenue Per Share,(2.26%),(4.09%),(1.08%),(9.92%),(8.86%)
Basic EPS,(73.41%),175.67%,13.37%,(56.28%),(39.28%)
Basic EPS - Continuing Ops,(73.41%),175.67%,13.37%,(56.28%),(39.28%)
Basic Weighted Average Shares Outst.,3.11%,1.29%,6.55%,6.72%,4.56%
Diluted EPS,(73.30%),174.78%,13.18%,(55.97%),(39.10%)
Diluted EPS - Continuing Ops,(73.30%),174.78%,13.18%,(55.97%),(39.10%)
Diluted Weighted Average Shares Outst.,2.56%,1.41%,5.92%,5.84%,4.00%
Normalized Basic EPS,(59.48%),76.41%,10.54%,(34.80%),(29.91%)
Normalized Diluted EPS,(59.27%),75.50%,11.26%,(34.12%),(29.53%)
Dividend Per Share,7.05%,2.33%,0.76%,0.75%,0.37%
Payout Ratio,304.71%,(62.49%),(11.92%),132.39%,66.70%
FFO,(32.69%),,,(13.13%),(19.45%)
FFO Payout Ratio %,64.79%,,,24.94%,31.38%
AFFO,(32.69%),,,(13.13%),
Funds Available for Distribution,(32.69%),,,(13.13%),
EBITDA,(23.48%),21.69%,8.92%,(8.64%),(10.20%)
EBITA,(38.23%),41.40%,9.88%,(18.67%),(16.57%)
EBIT,(37.66%),39.70%,8.71%,(16.96%),(16.57%)
EBITDAR,,,,(8.60%),
Effective Tax Rate,711.62%,(66.21%),(20.64%),265.41%,139.76%
Normalized Net Income,(58.27%),79.25%,17.51%,(30.62%),(26.72%)
Interest Capitalized,21.21%,38.75%,25.23%,(28.06%),
