Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3121.2,3599.4,4562.8,4028.3,4076.5,4440.0
Other Revenues,47.9,49.5,56.2,61.3,59.9,55.8
Total Revenues,3169.1,3648.9,4619.0,4089.6,4136.4,4495.9
Cost Of Revenues,2472.9,2867.7,3645.6,3207.8,3280.6,3566.2
Gross Profit,696.2,781.2,973.3,881.8,855.8,929.7
Selling General & Admin Expenses,407.4,468.0,566.2,488.6,508.4,533.1
Depreciation & Amortization,35.8,40.6,43.6,44.5,45.9,46.5
Other Operating Expense/(Income),33.2,29.5,32.8,38.3,33.0,31.5
Total Operating Expenses,476.4,538.0,642.6,571.3,587.3,611.1
Operating Income,219.8,243.2,330.8,310.5,268.5,318.5
Interest Expense,(3.8),(3.2),(3.4),(3.1),(4.0),(4.0)
Net Interest Expenses,(3.8),(3.2),(3.4),(3.1),(4.0),(4.0)
"EBT, Excl. Unusual Items",216.0,240.0,327.4,307.3,264.5,314.5
"EBT, Incl. Unusual Items",219.5,240.8,328.4,295.8,249.0,298.2
Income Tax Expense,82.1,63.8,73.2,68.1,56.9,69.7
Earnings From Continuing Operations,137.4,177.0,255.2,227.7,192.1,228.5
Net Income to Company,137.4,177.0,255.2,227.7,192.1,228.5
Minority Interest,,0.1,0.1,0.0,,
Net Income,137.4,177.1,255.3,227.7,192.1,228.5
NI to Common Incl Extra Items,137.4,177.1,255.3,227.7,192.1,228.5
NI to Common Excl. Extra Items,137.4,177.1,255.3,227.7,192.1,228.5
Revenue Per Share,$75.25,$87.01,$111.91,$102.79,$107.15,$117.15
Basic EPS,$3.26,$4.22,$6.19,$5.72,$4.98,$5.95
Basic EPS - Continuing Ops,$3.26,$4.22,$6.19,$5.72,$4.98,$5.95
Basic Weighted Average Shares Outst.,42.1,41.9,41.3,39.8,38.6,38.4
Diluted EPS,$3.25,$4.21,$6.18,$5.72,$4.98,$5.95
Diluted EPS - Continuing Ops,$3.25,$4.21,$6.18,$5.72,$4.98,$5.95
Diluted Weighted Average Shares Outst.,42.2,42.0,41.3,39.8,38.6,38.4
Normalized Basic EPS,$3.21,$3.58,$4.96,$4.83,$4.28,$5.12
Normalized Diluted EPS,$3.20,$3.57,$4.96,$4.83,$4.28,$5.12
Dividend Per Share,$0.34,$0.38,$0.63,$0.70,$0.79,$0.82
Payout Ratio,10.43%,9.00%,34.83%,12.25%,15.91%,12.74%
EBITDA,255.6,283.8,374.3,354.9,314.3,365.0
EBITA,219.8,243.2,330.8,310.5,268.5,318.5
EBIT,219.8,243.2,330.8,310.5,268.5,318.5
EBITDAR,253.9,282.3,373.5,355.4,312.7,
Effective Tax Rate,37.4%,26.5%,22.3%,23.0%,22.8%,23.4%
Normalized Net Income,135.0,150.1,204.7,192.1,165.3,196.6
Interest on Long-Term Debt,,,,,3.2,
Foreign Sales,,3646.4,4615.1,4084.6,4133.0,
