Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1742.9,1906.3,2384.2,2624.1,2718.0,2718.0
Total Revenues,1742.9,1906.3,2384.2,2624.1,2718.0,2718.0
Cost Of Revenues,1342.5,1445.2,1808.1,1942.9,1971.7,1971.7
Gross Profit,400.3,461.1,576.2,681.3,746.4,746.4
Selling General & Admin Expenses,278.7,294.2,367.2,391.6,390.4,390.4
Total Operating Expenses,278.7,294.2,367.2,391.6,390.4,390.4
Operating Income,121.6,166.9,209.0,289.6,355.9,355.9
Interest Expense,(5.6),(8.0),(28.7),(37.8),(32.5),(32.5)
Net Interest Expenses,(5.6),(8.0),(28.7),(37.8),(32.5),(32.5)
Other Non Operating Income (Expenses),0.3,0.3,0.6,2.1,0.7,0.7
"EBT, Excl. Unusual Items",116.3,159.1,180.8,253.9,324.2,324.2
"EBT, Incl. Unusual Items",116.3,128.0,180.8,253.8,323.1,323.1
Income Tax Expense,43.7,(30.1),46.1,62.8,76.1,76.1
Earnings From Continuing Operations,72.6,158.1,134.8,191.0,247.0,247.0
Net Income to Company,72.6,158.1,134.8,191.0,247.0,247.0
Net Income,72.6,158.1,134.8,191.0,247.0,247.0
NI to Common Incl Extra Items,72.6,158.1,134.8,191.0,247.0,247.0
NI to Common Excl. Extra Items,72.6,158.1,134.8,191.0,247.0,247.0
Revenue Per Share,$46.37,$53.10,$68.27,$77.62,$82.57,$82.57
Basic EPS,$1.93,$4.41,$3.86,$5.65,$7.50,$7.50
Basic EPS - Continuing Ops,$1.93,$4.41,$3.86,$5.65,$7.50,$7.50
Basic Weighted Average Shares Outst.,37.6,35.9,34.9,33.8,32.9,32.9
Diluted EPS,$1.92,$4.32,$3.78,$5.56,$7.42,$7.42
Diluted EPS - Continuing Ops,$1.92,$4.32,$3.78,$5.56,$7.42,$7.42
Diluted Weighted Average Shares Outst.,37.9,36.6,35.6,34.4,33.3,33.3
Normalized Basic EPS,$1.93,$2.77,$3.24,$4.69,$6.16,$6.16
Normalized Diluted EPS,$1.92,$2.72,$3.17,$4.62,$6.09,$6.09
EBITDA,133.6,183.3,248.4,342.3,418.4,418.4
EBITA,122.4,169.9,224.7,310.4,377.8,377.8
EBIT,121.6,166.9,209.0,289.6,355.9,355.9
EBITDAR,185.1,,,406.5,477.8,477.8
Effective Tax Rate,37.6%,NM,25.5%,24.7%,23.5%,23.5%
Normalized Net Income,72.7,99.5,113.0,158.7,202.6,202.6
Interest on Long-Term Debt,5.6,8.0,28.7,37.8,32.5,32.5
