Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2116.0,2097.9,2213.6,2204.0,1998.6,2026.6
Total Revenues,2116.0,2097.9,2213.6,2204.0,1998.6,2026.6
Cost Of Revenues,1280.2,1256.0,1337.5,1338.2,1249.2,1263.5
Gross Profit,835.8,841.9,876.1,865.8,749.4,763.1
Selling General & Admin Expenses,447.6,445.9,522.3,490.9,437.6,435.2
R&D Expenses,40.6,42.5,45.6,48.2,43.5,43.0
Total Operating Expenses,488.2,488.4,567.9,539.1,481.1,478.2
Operating Income,347.6,353.5,308.2,326.7,268.3,284.9
Interest Expense,(1.4),(0.2),(31.2),(44.7),(36.4),(34.6)
Net Interest Expenses,(1.4),(0.2),(31.2),(44.7),(36.4),(34.6)
Other Non Operating Income (Expenses),(5.6),(6.8),(0.6),(2.7),(3.2),(3.0)
"EBT, Excl. Unusual Items",340.6,346.5,276.4,279.3,228.7,247.3
"EBT, Incl. Unusual Items",315.0,313.3,268.7,257.4,(9.5),12.6
Income Tax Expense,55.9,(48.4),37.9,34.7,37.7,13.0
Earnings From Continuing Operations,259.1,361.7,230.8,222.7,(47.2),(0.4)
Net Income to Company,259.1,361.7,230.8,222.7,(47.2),(0.4)
Net Income,259.1,361.7,230.8,222.7,(47.2),(0.4)
NI to Common Incl Extra Items,259.1,361.7,230.8,222.7,(47.2),(0.4)
NI to Common Excl. Extra Items,259.1,361.7,230.8,222.7,(47.2),(0.4)
Revenue Per Share,$11.82,$11.72,$12.39,$12.84,$11.78,$11.99
Basic EPS,$1.45,$2.02,$1.29,$1.30,($0.28),($0.00)
Basic EPS - Continuing Ops,$1.45,$2.02,$1.29,$1.30,($0.28),($0.00)
Basic Weighted Average Shares Outst.,179.0,179.0,178.6,171.6,169.6,169.1
Diluted EPS,$1.43,$2.00,$1.28,$1.29,($0.28),($0.00)
Diluted EPS - Continuing Ops,$1.43,$2.00,$1.28,$1.29,($0.28),($0.00)
Diluted Weighted Average Shares Outst.,181.2,181.2,180.8,173.0,169.6,169.1
Normalized Basic EPS,$1.19,$1.21,$0.97,$1.02,$0.84,$0.91
Normalized Diluted EPS,$1.17,$1.20,$0.96,$1.01,$0.84,$0.91
Dividend Per Share,,,$0.53,$0.70,$0.70,$0.70
Payout Ratio,,,27.25%,54.20%,NM,NM
EBITDA,442.8,451.4,405.3,423.5,370.9,387.5
EBITA,408.4,414.9,369.1,388.1,332.5,349.0
EBIT,347.6,353.5,308.2,326.7,268.3,284.9
EBITDAR,457.2,469.0,421.1,443.3,391.2,
Effective Tax Rate,17.7%,NM,14.1%,13.5%,NM,103.2%
Normalized Net Income,212.9,216.6,172.8,174.6,142.9,154.6
R&D Expense From Footnotes,40.6,42.5,45.6,48.2,43.5,43.0
Foreign Sales,,,2213.6,2204.0,1998.6,
