Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,684.6,846.3,1125.0,1284.0,1011.2,943.1
Total Interest Income,703.4,879.3,1164.2,1365.3,1056.9,979.3
Interest On Deposits,37.2,79.9,185.1,293.5,146.1,103.9
Total Interest On Borrowings,26.4,38.1,64.2,92.1,42.0,34.8
Total Interest Expense,63.6,118.0,249.3,385.6,188.1,138.7
Net Interest Income,639.8,761.3,914.9,979.7,868.8,840.6
Service Charges On Deposits,10.3,12.4,12.8,11.3,11.6,13.0
Trust Income,4.3,6.2,8.1,8.8,10.0,10.4
Gain (Loss) on Sale of Invest. & Securities,,,,(0.3),,
Total Other Non Interest Income,43.6,58.1,73.0,77.9,105.9,112.8
Total Non Interest Income,60.8,74.3,78.0,77.4,185.5,212.8
Revenue Before Loan Losses,700.6,835.6,992.9,1057.2,1054.3,1053.4
Provision For Loan Losses,77.0,44.0,87.0,75.0,258.0,156.0
Total Revenues,623.6,791.6,905.9,982.2,796.3,897.4
Salaries And Other Employee Benefits,215.4,242.2,284.0,310.9,305.1,312.4
Occupancy Expense,9.5,25.8,30.3,29.1,30.5,30.0
Total Selling General & Admin Expenses,93.5,109.5,129.3,172.2,158.8,148.0
Total Other Non Interest Expense,38.7,58.4,64.6,61.5,86.3,81.6
Total Non Interest Expense,382.4,465.9,532.5,593.7,606.6,598.7
"EBT, Excl. Unusual Items",241.2,325.7,373.4,388.5,189.8,298.7
Restructuring Charges,,,,,(18.0),(18.0)
Asset Writedown,,,,(5.8),(56.2),(56.2)
Legal Settlements,,,,15.0,,
Other Unusual Items,,,,,(5.9),(5.9)
"EBT, Incl. Unusual Items",241.2,325.7,373.4,396.3,91.9,208.1
Income Tax Expense,86.1,128.6,80.0,84.3,25.7,53.2
Earnings From Continuing Operations,155.1,197.1,293.4,312.0,66.3,154.9
Net Income to Company,155.1,197.1,293.4,312.0,66.3,154.9
Net Income,155.1,197.1,293.4,312.0,66.3,154.9
Preferred Dividend and Other Adjustments,9.8,9.8,9.8,9.8,9.8,11.1
Net Income to Common Incl Extra Items,145.4,187.3,283.6,302.3,56.5,143.8
Net Income to Common Excl. Extra Items,145.4,187.3,283.6,302.3,56.5,143.8
Revenue Per Share,$13.49,$15.96,$18.14,$19.53,$15.79,$17.78
Basic EPS,$3.14,$3.78,$5.68,$6.01,$1.12,$2.85
Basic EPS - Continuing Ops,$3.14,$3.78,$5.68,$6.01,$1.12,$2.85
Basic Weighted Average Shares Outst.,46.2,49.6,49.9,50.3,50.4,50.5
Diluted EPS,$3.11,$3.73,$5.64,$5.99,$1.12,$2.83
Diluted EPS - Continuing Ops,$3.11,$3.73,$5.64,$5.99,$1.12,$2.83
Diluted Weighted Average Shares Outst.,46.8,50.3,50.3,50.4,50.6,50.7
Normalized Basic EPS,$3.26,$4.11,$4.67,$4.83,$2.35,$3.70
Normalized Diluted EPS,$3.22,$4.05,$4.64,$4.82,$2.34,$3.68
Payout Ratio,6.29%,4.95%,3.32%,3.12%,14.71%,7.16%
Effective Tax Rate,35.7%,39.5%,21.4%,21.3%,27.9%,25.6%
Normalized Net Income,150.7,203.6,233.3,242.8,118.6,186.7
Interest on Long-Term Debt,19.8,20.4,21.5,21.8,20.0,
