Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1383.2,1362.3,1386.8,1322.9,1332.0,1341.0
Total Revenues,1383.2,1362.3,1386.8,1322.9,1332.0,1341.0
Cost Of Revenues,905.7,883.9,920.7,908.1,907.2,912.5
Gross Profit,477.5,478.4,466.1,414.9,424.8,428.5
Selling General & Admin Expenses,266.5,274.1,262.8,259.2,253.1,253.6
Total Operating Expenses,266.5,274.1,262.8,259.2,253.1,253.6
Operating Income,211.0,204.3,203.4,155.7,171.7,174.9
Interest Expense,(18.3),(19.4),(21.9),(20.1),(14.8),(13.9)
Net Interest Expenses,(18.3),(19.4),(21.9),(20.1),(14.8),(13.9)
"EBT, Excl. Unusual Items",192.6,184.9,181.5,135.6,156.9,161.0
"EBT, Incl. Unusual Items",167.3,148.4,181.5,101.0,137.8,151.1
Income Tax Expense,44.4,58.8,24.2,19.0,28.4,30.7
Earnings From Continuing Operations,122.9,89.6,157.4,82.0,109.5,120.4
Earnings Of Discontinued Operations,3.3,,,,,
Net Income to Company,126.3,89.6,157.4,82.0,109.5,120.4
Net Income,126.3,89.6,157.4,82.0,109.5,120.4
NI to Common Incl Extra Items,126.3,89.6,157.4,82.0,109.5,120.4
NI to Common Excl. Extra Items,122.9,89.6,157.4,82.0,109.5,120.4
Revenue Per Share,$31.07,$31.12,$32.70,$31.30,$31.49,$31.71
Basic EPS,$2.84,$2.05,$3.71,$1.94,$2.59,$2.85
Basic EPS - Continuing Ops,$2.76,$2.05,$3.71,$1.94,$2.59,$2.85
Basic Weighted Average Shares Outst.,44.5,43.8,42.4,42.3,42.3,42.3
Diluted EPS,$2.81,$2.03,$3.70,$1.94,$2.59,$2.85
Diluted EPS - Continuing Ops,$2.74,$2.03,$3.70,$1.94,$2.59,$2.85
Diluted Weighted Average Shares Outst.,44.8,44.0,42.5,42.3,42.3,42.4
Normalized Basic EPS,$2.70,$2.64,$2.68,$2.01,$2.32,$2.38
Normalized Diluted EPS,$2.68,$2.63,$2.67,$2.00,$2.32,$2.38
Dividend Per Share,$1.11,$1.23,$1.35,$1.47,$1.56,$1.56
Payout Ratio,39.31%,60.31%,36.48%,75.80%,60.34%,54.91%
EBITDA,258.0,252.8,256.6,210.7,221.4,225.0
EBITA,212.3,205.9,205.7,158.6,173.2,176.4
EBIT,211.0,204.3,203.4,155.7,171.7,174.9
EBITDAR,270.4,264.9,270.1,221.9,232.0,
Effective Tax Rate,26.5%,39.6%,13.3%,18.8%,20.6%,20.3%
Normalized Net Income,120.4,115.6,113.5,84.8,98.1,100.6
Interest Capitalized,1.1,0.5,0.6,0.5,0.5,
R&D Expense From Footnotes,40.9,40.9,43.0,40.1,38.5,38.5
Foreign Sales,788.2,787.8,800.6,747.7,717.7,
