Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,843.7,961.3,1085.9,1184.1,1326.4,1376.8
Total Interest And Dividend Income,97.9,105.9,118.9,142.4,141.3,147.6
Gain (Loss) on Sale of Investments,4.1,1.3,(2.1),5.0,(5.0),6.8
Other Revenues,592.3,647.4,734.6,769.3,812.3,858.2
Total Revenues,1538.0,1716.0,1937.3,2100.8,2275.0,2389.5
Policy Benefits,367.7,416.0,457.6,493.8,615.6,664.5
Policy Acquisition / Underwriting Costs,198.4,230.5,264.2,279.6,256.5,254.1
Selling General & Admin Expenses,405.2,445.3,503.5,536.0,564.8,590.1
Other Operating Expenses,181.6,189.3,229.6,237.1,242.2,249.2
Total Operating Expenses,1152.8,1281.1,1455.0,1546.6,1679.0,1758.0
Operating Income,385.2,434.9,482.4,554.2,596.0,631.4
"Interest Expense, Total",(47.6),(55.4),(66.3),(77.1),(86.3),(87.9)
"EBT, Excl. Unusual Items",337.6,379.5,416.1,477.1,509.7,543.5
Other Unusual Items,,,,,(3.0),(3.0)
"EBT, Incl. Unusual Items",337.6,379.5,416.1,477.1,506.7,540.5
Income Tax Expense,118.2,29.3,92.0,110.7,120.6,128.9
Earnings From Continuing Operations,219.4,350.3,324.1,366.4,386.2,411.6
Net Income to Company,219.4,350.3,324.1,366.4,386.2,411.6
Net Income,219.4,350.3,324.1,366.4,386.2,411.6
Pref. Dividends and Other Adj.,1.8,2.5,1.9,1.7,1.7,1.8
NI to Common Incl Extra Items,217.6,347.7,322.2,364.7,384.5,409.8
NI to Common Excl. Extra Items,217.6,347.7,322.2,364.7,384.5,409.8
Revenue Per Share,$32.44,$37.63,$44.18,$49.81,$56.78,$60.27
Basic EPS,$4.59,$7.63,$7.35,$8.65,$9.60,$10.34
Basic EPS - Continuing Ops,$4.59,$7.63,$7.35,$8.65,$9.60,$10.34
Basic Weighted Average Shares Outst.,47.4,45.6,43.9,42.2,40.1,39.6
Diluted EPS,$4.59,$7.61,$7.33,$8.62,$9.57,$10.30
Diluted EPS - Continuing Ops,$4.59,$7.61,$7.33,$8.62,$9.57,$10.30
Diluted Weighted Average Shares Outst.,47.5,45.7,44.0,42.3,40.2,39.8
Normalized Basic EPS,$4.45,$5.20,$5.93,$7.07,$7.95,$8.57
Normalized Diluted EPS,$4.45,$5.19,$5.91,$7.05,$7.93,$8.54
Dividend Per Share,$0.72,$0.84,$1.09,$1.42,$1.67,$1.74
Payout Ratio,15.21%,10.23%,13.62%,15.73%,16.66%,
EBITDA,399.8,448.4,494.8,572.5,613.7,649.6
EBITA,388.6,438.3,485.8,557.0,596.0,631.4
EBIT,385.2,434.9,482.4,554.2,596.0,631.4
EBITDAR,406.8,455.9,,580.9,622.1,
Effective Tax Rate,35.0%,7.7%,22.1%,23.2%,23.8%,23.9%
Normalized Net Income,211.0,237.2,260.1,298.2,318.6,339.7
Interest on Long-Term Debt,18.9,26.9,37.5,48.4,57.5,
Foreign Sales,237.5,269.4,292.7,304.9,321.8,
