Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1678.9,1794.9,1834.1,1858.9,1688.2,1718.2
Total Revenues,1678.9,1794.9,1834.1,1858.9,1688.2,1718.2
Cost Of Revenues,1010.5,1100.3,1143.6,1170.6,1082.7,1086.0
Gross Profit,668.5,694.5,690.5,688.3,605.4,632.2
Selling General & Admin Expenses,62.5,71.4,75.2,85.1,89.3,89.3
R&D Expenses,94.2,99.7,107.1,114.7,115.9,114.0
Total Operating Expenses,156.7,171.2,182.3,199.8,205.2,203.2
Operating Income,511.7,523.4,508.1,488.5,400.2,428.9
Interest Expense,(2.1),(1.3),0.1,,(0.6),(0.6)
Interest And Investment Income,4.8,9.4,11.3,11.2,7.0,7.0
Net Interest Expenses,2.6,8.1,11.4,11.2,6.4,6.4
Other Non Operating Income (Expenses),(4.1),(0.6),0.5,0.2,3.8,3.1
"EBT, Excl. Unusual Items",510.2,530.9,520.0,499.9,410.4,438.4
"EBT, Incl. Unusual Items",510.6,531.8,522.0,500.4,411.8,439.8
Income Tax Expense,163.0,125.0,84.2,75.7,64.2,68.3
Earnings From Continuing Operations,347.6,406.8,437.9,424.7,347.6,371.5
Net Income to Company,347.6,406.8,437.9,424.7,347.6,371.5
Net Income,347.6,406.8,437.9,424.7,347.6,371.5
Preferred Dividend and Other Adjustments,,,,5.0,5.0,5.0
NI to Common Incl Extra Items,347.6,406.8,437.9,419.7,342.6,366.5
NI to Common Excl. Extra Items,347.6,406.8,437.9,419.7,342.6,366.5
Revenue Per Share,$5.82,$6.28,$6.85,$7.38,$6.96,$7.14
Basic EPS,$1.21,$1.42,$1.64,$1.67,$1.41,$1.52
Basic EPS - Continuing Ops,$1.21,$1.42,$1.64,$1.67,$1.41,$1.52
Basic Weighted Average Shares Outst.,288.4,285.9,267.8,251.8,242.6,240.8
Diluted EPS,$1.19,$1.41,$1.62,$1.66,$1.41,$1.51
Diluted EPS - Continuing Ops,$1.19,$1.41,$1.62,$1.66,$1.41,$1.51
Diluted Weighted Average Shares Outst.,291.1,288.2,269.9,253.3,243.7,243.2
Normalized Basic EPS,$1.11,$1.16,$1.21,$1.24,$1.06,$1.14
Normalized Diluted EPS,$1.10,$1.15,$1.20,$1.23,$1.05,$1.13
Dividend Per Share,$0.36,$0.39,$0.44,$0.46,$0.48,$0.48
Payout Ratio,29.09%,26.75%,26.62%,27.39%,33.72%,
EBITDA,600.3,622.9,610.3,593.2,504.9,533.5
EBITA,534.0,545.9,530.6,510.9,422.6,428.9
EBIT,511.7,523.4,508.1,488.5,400.2,428.9
Effective Tax Rate,31.9%,23.5%,16.1%,15.1%,15.6%,15.5%
Normalized Net Income,318.9,331.8,325.0,312.5,256.5,274.0
Interest on Long-Term Debt,,,,,0.6,
R&D Expense From Footnotes,94.2,99.7,107.1,114.7,115.9,114.0
Foreign Sales,,1190.6,1207.5,1240.6,1128.9,
