Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(12.31%),0.09%,14.91%,18.38%,20.41%
Total Revenues,(12.31%),0.09%,14.91%,18.38%,20.41%
Cost Of Revenues,(11.76%),0.16%,11.48%,15.32%,18.33%
Gross Profit,(13.07%),(0.03%),19.76%,22.40%,23.08%
Selling General & Admin Expenses,(6.79%),4.06%,14.72%,10.97%,13.77%
Other Operating Expense/(Income),(6.67%),,,,
Total Operating Expenses,(7.08%),6.68%,14.72%,10.97%,13.77%
Operating Income,(26.38%),(18.85%),38.37%,57.36%,46.08%
Interest Expense,(5.31%),(5.73%),-7.15%,-10.15%,-17.46%
Net Interest Expenses,(5.31%),(5.73%),-7.15%,-10.15%,-17.46%
Other Non Operating Income (Expenses),"1,650.00%",(90.00%),,-96.15%,
"EBT, Excl. Unusual Items",(30.53%),(28.20%),56.55%,77.97%,65.20%
"EBT, Incl. Unusual Items",(24.05%),(23.40%),60.91%,70.40%,77.34%
Income Tax Expense,(49.25%),13.24%,50.60%,37.35%,47.11%
Earnings From Continuing Operations,(13.03%),(32.75%),65.34%,83.33%,88.38%
Earnings Of Discontinued Operations,(151.22%),-42.39%,-92.13%,,0.00%
Net Income to Company,(23.95%),(30.63%),94.06%,84.69%,90.71%
Minority Interest,91.07%,(72.90%),(96.55%),,
Net Income,(20.57%),(33.62%),88.56%,84.06%,90.04%
NI to Common Incl Extra Items,(20.57%),(33.62%),88.56%,84.06%,90.04%
NI to Common Excl. Extra Items,(10.15%),(35.11%),61.37%,82.71%,87.71%
Revenue Per Share,(4.19%),(0.63%),14.72%,24.11%,27.02%
Basic EPS,(13.47%),(34.02%),88.97%,92.84%,100.47%
Basic EPS - Continuing Ops,(1.86%),(35.28%),62.16%,90.65%,98.02%
Basic Weighted Average Shares Outst.,(8.47%),0.74%,0.18%,(4.63%),(5.20%)
Diluted EPS,(13.59%),(33.44%),85.58%,92.94%,97.74%
Diluted EPS - Continuing Ops,(2.06%),(34.94%),59.26%,90.70%,95.33%
Diluted Weighted Average Shares Outst.,(8.53%),0.73%,0.54%,(4.20%),(4.13%)
Normalized Basic EPS,(20.61%),(31.37%),51.22%,86.10%,73.54%
Normalized Diluted EPS,(20.75%),(32.25%),51.87%,84.74%,71.60%
EBITDA,(20.58%),(13.09%),28.92%,47.10%,39.64%
EBITA,(25.56%),(18.10%),36.30%,55.19%,44.73%
EBIT,(26.38%),(18.85%),38.37%,57.36%,46.08%
EBITDAR,,,,42.01%,
Effective Tax Rate,(33.18%),47.86%,(6.40%),(19.41%),(17.05%)
Normalized Net Income,(27.33%),(31.30%),52.36%,77.24%,64.51%
Interest on Long-Term Debt,,,,48.94%,
R&D Expense From Footnotes,(18.73%),0.92%,5.02%,0.43%,0.43%
Foreign Sales,3.98%,3.71%,2.56%,(0.45%),
