Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,(3.72%),3.58%,5.79%,(0.69%),(2.01%)
Total Interest Income,(5.53%),6.79%,6.83%,(5.38%),(6.11%)
Interest On Deposits,34.36%,65.09%,39.79%,(42.29%),(57.35%)
Total Interest On Borrowings,2.77%,25.57%,13.66%,(4.92%),(7.47%)
Total Interest Expense,16.71%,45.65%,28.71%,(28.30%),(38.45%)
Net Interest Income,(12.22%),(8.76%),(7.14%),14.91%,22.15%
Total Mortgage Banking Activities,(29.12%),,,,
Gain (Loss) on Sale of Invest. & Securities,580.64%,,,(83.62%),(81.31%)
Total Other Non Interest Income,(13.74%),10.75%,(26.67%),(12.81%),(13.08%)
Total Non Interest Income,48.98%,(57.78%),(8.00%),(27.48%),(23.26%)
Revenue Before Loan Losses,(6.01%),(16.66%),(7.21%),11.48%,18.81%
Provision For Loan Losses,790.96%,(50.98%),(61.08%),775.83%,56.24%
Total Revenues,(8.34%),(15.68%),(6.32%),6.23%,17.74%
Salaries And Other Employee Benefits,2.88%,(13.26%),(3.90%),0.66%,1.01%
Amort. of Goodwill & Intang. Assets,(91.30%),,,,
Occupancy Expense,50.07%,1.16%,(39.59%),4.44%,19.30%
Total Selling General & Admin Expenses,(14.79%),(23.91%),8.81%,(2.42%),3.70%
Total Non Interest Expense,0.14%,(14.78%),(6.48%),(0.01%),4.04%
"EBT, Excl. Unusual Items",(15.23%),(16.54%),(6.16%),12.32%,31.11%
"EBT, Incl. Unusual Items",(14.01%),(16.54%),(6.16%),12.32%,31.11%
Income Tax Expense,(28.29%),(33.05%),(5.17%),(40.21%),0.08%
Earnings From Continuing Operations,(5.89%),(9.39%),(6.48%),29.38%,39.87%
Net Income to Company,(5.89%),(9.39%),(6.48%),29.38%,39.87%
Net Income,(5.89%),(9.39%),(6.48%),29.38%,39.87%
Preferred Dividend and Other Adjustments,642.42%,33.80%,(1.43%),3.94%,3.80%
Net Income to Common Incl Extra Items,(10.90%),(12.17%),(6.98%),32.02%,43.59%
Net Income to Common Excl. Extra Items,(10.90%),(12.17%),(6.98%),32.02%,43.59%
Revenue Per Share,(8.85%),(15.75%),(2.07%),7.01%,18.52%
Basic EPS,(10.96%),(12.28%),(2.66%),32.64%,44.54%
Basic EPS - Continuing Ops,(10.96%),(12.28%),(2.66%),32.64%,44.54%
Basic Weighted Average Shares Outst.,0.40%,0.04%,(4.50%),(0.60%),(0.66%)
Diluted EPS,(10.96%),(12.28%),(2.66%),32.47%,43.27%
Diluted EPS - Continuing Ops,(10.96%),(12.28%),(2.66%),32.47%,43.27%
Diluted Weighted Average Shares Outst.,0.40%,0.04%,(4.44%),(0.51%),(0.59%)
Normalized Basic EPS,(15.94%),(16.83%),(2.39%),13.45%,31.99%
Normalized Diluted EPS,(15.94%),(16.83%),(2.45%),13.28%,31.89%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,14.60%,13.18%,2.35%,(23.10%),
Effective Tax Rate,(16.60%),(19.77%),1.07%,(46.77%),(23.67%)
Normalized Net Income,(15.23%),(16.54%),(6.16%),12.32%,31.11%
Interest on Long-Term Debt,12.60%,32.60%,9.59%,(10.43%),
