Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1779.6,1638.1,1671.8,1783.3,1667.8,1564.2
Total Interest Income,1911.5,1835.6,1890.4,2016.8,1799.0,1673.5
Interest On Deposits,394.8,373.3,460.4,664.9,475.8,380.4
Total Interest On Borrowings,358.4,344.4,354.7,287.1,257.5,246.8
Total Interest Expense,753.2,717.7,815.1,952.0,733.3,627.2
Net Interest Income,1158.3,1117.9,1075.3,1064.8,1065.7,1046.3
Gain (Loss) on Sale of Assets,75.9,43.1,113.9,71.1,92.5,97.2
Gain (Loss) on Sale of Invest. & Securities,16.5,58.3,15.3,1.2,38.1,129.3
Total Other Non Interest Income,1100.8,1271.2,1253.6,1202.6,1220.8,1209.1
Total Non Interest Income,1193.2,1372.6,1382.8,1274.9,1351.4,1435.6
Revenue Before Loan Losses,2351.5,2490.5,2458.1,2339.7,2417.1,2481.9
Provision For Loan Losses,194.7,114.6,171.0,110.8,800.3,169.0
Total Revenues,2156.8,2375.9,2287.1,2228.9,1616.8,2312.9
Occupancy Expense,213.6,222.9,230.4,180.7,212.5,210.5
Total Selling General & Admin Expenses,323.7,338.5,358.7,387.8,420.4,413.7
Total Other Non Interest Expense,1148.1,1051.4,983.5,945.2,1069.2,1029.6
Total Non Interest Expense,1722.0,1654.7,1611.5,1558.5,1724.1,1678.3
"EBT, Excl. Unusual Items",434.8,721.2,675.6,670.4,(107.3),634.6
Restructuring Charges,(36.2),(53.0),,(15.1),(37.2),(37.2)
Impairment of Goodwill,(354.2),(255.6),,,(485.1),(140.4)
Asset Writedown,(11.0),(1.0),,(30.9),(17.9),(17.9)
Other Unusual Items,(12.5),(220.0),(38.6),(0.5),14.7,14.6
"EBT, Incl. Unusual Items",20.9,191.6,637.0,623.9,(703.4),393.3
Income Tax Expense,203.5,(67.8),164.9,94.5,(88.1),80.5
Earnings From Continuing Operations,(182.6),259.4,472.1,529.4,(615.3),312.8
Earnings Of Discontinued Operations,(665.4),208.8,(25.0),0.5,,
Net Income to Company,(848.0),468.2,447.1,529.9,(615.3),312.8
Net Income,(848.0),468.2,447.1,529.9,(615.3),312.8
Preferred Dividend and Other Adjustments,,9.8,18.9,18.9,31.1,30.1
Net Income to Common Incl Extra Items,(848.0),458.4,428.2,511.0,(646.4),282.7
Net Income to Common Excl. Extra Items,(182.6),249.6,453.2,510.5,(646.4),282.7
Revenue Per Share,$10.69,$14.64,$19.44,$23.10,$16.43,$23.46
Basic EPS,($4.20),$2.82,$3.64,$5.30,($6.57),$2.87
Basic EPS - Continuing Ops,($0.90),$1.54,$3.85,$5.29,($6.57),$2.87
Basic Weighted Average Shares Outst.,201.9,162.3,117.7,96.5,98.4,98.6
Diluted EPS,($4.20),$2.79,$3.61,$5.28,($6.57),$2.86
Diluted EPS - Continuing Ops,($0.90),$1.52,$3.82,$5.27,($6.57),$2.86
Diluted Weighted Average Shares Outst.,201.9,164.0,118.8,96.9,98.4,98.7
Normalized Basic EPS,$1.35,$2.78,$3.59,$4.34,($0.68),$4.02
Normalized Diluted EPS,$1.35,$2.75,$3.55,$4.32,($0.68),$4.02
Dividend Per Share,$0.60,$0.62,$0.91,$1.40,$1.40,$1.40
Payout Ratio,NM,24.28%,25.92%,27.68%,NM,54.48%
Effective Tax Rate,973.7%,NM,25.9%,15.1%,NM,20.5%
Normalized Net Income,271.8,450.8,422.3,419.0,(67.1),396.6
Interest on Long-Term Debt,,363.2,289.6,255.3,242.7,
Foreign Sales,338.1,161.1,192.5,47.5,87.5,
