Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(11.44%),3.76%,(1.59%),(12.60%),(7.60%)
Total Revenues,(11.44%),3.76%,(1.59%),(12.60%),(7.60%)
Cost Of Revenues,(8.50%),5.81%,1.21%,(10.13%),(4.86%)
Gross Profit,(15.45%),0.73%,(5.94%),(16.73%),(12.19%)
Selling General & Admin Expenses,(19.30%),5.67%,(2.33%),(9.71%),(9.23%)
R&D Expenses,(36.56%),3.15%,3.20%,13.71%,15.66%
Total Operating Expenses,(21.18%),1.67%,(1.23%),(6.30%),(6.29%)
Operating Income,(1.18%),(1.13%),(15.56%),(41.62%),(27.13%)
Interest Expense,-13.04%,-26.39%,-8.26%,(5.51%),(10.74%)
Net Interest Expenses,-13.04%,-26.39%,-8.26%,(5.51%),(10.74%)
"EBT, Excl. Unusual Items",4.74%,9.35%,(17.59%),(56.27%),(39.70%)
"EBT, Incl. Unusual Items",(22.52%),134.80%,(33.76%),(56.61%),(36.73%)
Income Tax Expense,(289.79%),,(32.44%),(72.43%),(54.82%)
Earnings From Continuing Operations,(19.62%),62.90%,(34.25%),(50.49%),(29.52%)
Earnings Of Discontinued Operations,,-34.05%,"(7,465.16%)",-77.51%,-83.66%
Net Income to Company,(27.26%),73.08%,,-85.39%,-96.35%
Minority Interest,0.00%,(48.74%),,-56.49%,-10.30%
Net Income,(27.18%),72.61%,,-85.37%,-96.30%
Preferred Dividend and Other Adjustments,126.41%,0.00%,(47.22%),,
NI to Common Incl Extra Items,(48.23%),116.14%,,-86.05%,-96.38%
NI to Common Excl. Extra Items,(39.57%),94.61%,(31.10%),(40.47%),(21.71%)
Revenue Per Share,(11.71%),7.69%,(5.15%),(17.63%),(9.47%)
Basic EPS,(48.30%),124.41%,,-86.85%,-96.46%
Basic EPS - Continuing Ops,(39.65%),102.17%,(33.50%),(43.86%),(23.30%)
Basic Weighted Average Shares Outst.,0.30%,(3.66%),3.76%,6.10%,2.07%
Diluted EPS,(48.25%),124.30%,,-86.85%,-96.46%
Diluted EPS - Continuing Ops,(39.62%),101.87%,(33.44%),(43.72%),(23.30%)
Diluted Weighted Average Shares Outst.,0.20%,(3.96%),3.56%,5.94%,2.07%
Normalized Basic EPS,4.53%,13.25%,(20.80%),(58.74%),(40.99%)
Normalized Diluted EPS,4.60%,13.63%,(20.72%),(58.73%),(40.99%)
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,270.51%,(42.35%),,,
EBITDA,(4.66%),(4.34%),(10.65%),(30.29%),(19.24%)
EBITA,(3.02%),(4.90%),(12.40%),(34.90%),(25.35%)
EBIT,(1.18%),(1.13%),(15.56%),(41.62%),(27.13%)
EBITDAR,,,,(29.15%),
Effective Tax Rate,,,2.00%,(36.45%),(28.60%)
Normalized Net Income,4.73%,9.18%,(17.88%),(56.27%),(39.76%)
Interest on Long-Term Debt,,,,(22.73%),
R&D Expense From Footnotes,(36.84%),3.25%,3.55%,15.00%,16.95%
Foreign Sales,(22.40%),15.24%,0.52%,(12.12%),
