Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(0.41%),(1.70%),7.96%,(10.24%),(9.21%)
Total Revenues,(0.41%),(1.70%),7.96%,(10.24%),(9.21%)
Cost Of Revenues,(1.50%),(0.47%),7.45%,(8.85%),(8.24%)
Gross Profit,2.41%,(4.77%),9.29%,(13.80%),(11.72%)
Selling General & Admin Expenses,(4.77%),(3.48%),23.90%,(6.01%),(9.53%)
R&D Expenses,5.33%,2.11%,4.55%,(11.86%),(15.27%)
Total Operating Expenses,(2.86%),(2.34%),19.75%,(7.10%),(10.63%)
Operating Income,12.34%,(8.73%),(8.95%),(29.15%),(14.47%)
Interest Expense,-4.12%,(3.07%),(17.26%),(10.66%),(5.45%)
Interest And Investment Income,(25.00%),66.67%,0.00%,60.00%,66.67%
Net Interest Expenses,-3.61%,(1.88%),(17.79%),(9.38%),(3.57%)
Currency Exchange Gains (Loss),-35.00%,0.00%,-11.54%,-39.13%,-15.79%
Other Non Operating Income (Expenses),0.00%,0.00%,(25.00%),-50.00%,(155.56%)
"EBT, Excl. Unusual Items",23.44%,(12.60%),(19.07%),(48.22%),(30.12%)
"EBT, Incl. Unusual Items",27.18%,(91.91%),774.36%,,
Income Tax Expense,163.04%,(69.83%),,-80.59%,-86.83%
Earnings From Continuing Operations,(16.38%),,,,(99.83%)
Earnings Of Discontinued Operations,-61.54%,(940.00%),-3.85%,(44.00%),(44.00%)
Net Income to Company,(14.23%),,,,
Minority Interest,-25.00%,-33.33%,,,
Net Income,(14.07%),,,,
Preferred Dividend and Other Adjustments,122.45%,(55.05%),124.49%,(71.82%),(71.84%)
NI to Common Incl Extra Items,(44.34%),,,,
NI to Common Excl. Extra Items,(45.30%),,,,
Revenue Per Share,2.62%,1.21%,4.68%,(14.64%),(12.47%)
Basic EPS,(42.67%),,,,
Basic EPS - Continuing Ops,(43.55%),,,,
Basic Weighted Average Shares Outst.,(2.95%),(2.87%),3.13%,5.16%,3.72%
Diluted EPS,(43.57%),,,,
Diluted EPS - Continuing Ops,(43.89%),,,,
Diluted Weighted Average Shares Outst.,(19.31%),(6.77%),22.64%,(11.57%),(12.48%)
Normalized Basic EPS,27.85%,(9.78%),(20.83%),(51.22%),(33.11%)
Normalized Diluted EPS,54.34%,(6.20%),(33.43%),(41.90%),(20.73%)
EBITDA,7.11%,(10.99%),(5.26%),(21.16%),(9.77%)
EBITA,9.27%,(11.15%),(7.78%),(26.18%),(13.74%)
EBIT,12.34%,(8.73%),(8.95%),(29.15%),(14.47%)
EBITDAR,,,(1.97%),(18.90%),
Effective Tax Rate,106.87%,272.79%,,,
Normalized Net Income,24.20%,(12.40%),(18.49%),(48.66%),(30.62%)
Interest on Long-Term Debt,,,,500.00%,
R&D Expense From Footnotes,11.88%,19.95%,(11.66%),6.85%,5.54%
Foreign Sales,(4.22%),1.12%,3.15%,(8.50%),
