Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,329.8,369.1,413.1,448.5,417.4,410.7
Total Interest Income,412.1,449.8,485.6,510.5,468.3,457.2
Interest On Deposits,12.7,22.7,53.9,79.2,37.5,27.8
Total Interest On Borrowings,11.8,19.5,12.3,4.7,4.3,4.7
Total Interest Expense,24.5,42.2,66.2,83.9,41.8,32.5
Net Interest Income,387.5,407.6,419.4,426.6,426.5,424.7
Service Charges On Deposits,45.3,44.0,43.7,42.6,32.3,29.6
Trust Income,30.5,30.3,30.3,30.7,31.6,31.5
Total Mortgage Banking Activities,28.2,29.9,34.7,29.8,125.8,119.1
Gain (Loss) on Sale of Invest. & Securities,(10.2),(9.5),(8.7),(7.6),(5.7),(6.1)
Total Other Non Interest Income,80.2,90.0,84.8,91.6,90.6,95.7
Total Non Interest Income,173.9,184.7,184.8,187.0,274.6,269.9
Revenue Before Loan Losses,561.5,592.2,604.3,613.6,701.1,694.6
Provision For Loan Losses,14.7,7.7,17.0,10.8,36.1,5.0
Total Revenues,546.8,584.5,587.3,602.8,665.0,689.6
Salaries And Other Employee Benefits,216.0,225.0,234.2,242.9,262.8,264.8
Occupancy Expense,25.0,25.8,26.7,26.1,26.5,27.0
Total Selling General & Admin Expenses,27.9,28.8,28.7,28.5,28.5,29.1
Total Other Non Interest Expense,114.7,114.8,123.7,127.5,149.5,135.6
Total Non Interest Expense,395.4,409.0,415.2,429.0,469.1,457.5
"EBT, Excl. Unusual Items",151.3,175.5,172.0,173.8,195.9,232.1
Restructuring Charges,(9.8),,,,(4.4),(4.4)
Asset Writedown,(0.8),(0.3),(0.2),,(1.7),(1.7)
Other Unusual Items,(1.3),(17.6),,,,
"EBT, Incl. Unusual Items",139.5,154.3,171.9,173.8,189.8,226.0
Income Tax Expense,31.1,48.7,22.3,23.3,29.8,36.2
Earnings From Continuing Operations,108.4,105.6,149.6,150.5,160.0,189.8
Net Income to Company,108.4,105.6,149.6,150.5,160.0,189.8
Net Income,108.4,105.6,149.6,150.5,160.0,189.8
Net Income to Common Incl Extra Items,108.4,105.6,149.6,150.5,160.0,189.8
Net Income to Common Excl. Extra Items,108.4,105.6,149.6,150.5,160.0,189.8
Revenue Per Share,$8.09,$8.63,$8.70,$9.33,$10.47,$10.87
Basic EPS,$1.60,$1.56,$2.22,$2.33,$2.52,$2.99
Basic EPS - Continuing Ops,$1.60,$1.56,$2.22,$2.33,$2.52,$2.99
Basic Weighted Average Shares Outst.,67.6,67.7,67.5,64.6,63.5,63.4
Diluted EPS,$1.60,$1.56,$2.21,$2.32,$2.51,$2.98
Diluted EPS - Continuing Ops,$1.60,$1.56,$2.21,$2.32,$2.51,$2.98
Diluted Weighted Average Shares Outst.,67.8,67.9,67.7,64.8,63.6,63.6
Normalized Basic EPS,$1.40,$1.62,$1.59,$1.68,$1.93,$2.29
Normalized Diluted EPS,$1.40,$1.62,$1.59,$1.68,$1.92,$2.28
Dividend Per Share,$0.92,$0.92,$0.92,$0.92,$0.92,$0.92
Payout Ratio,57.80%,59.45%,41.73%,39.75%,36.72%,
Effective Tax Rate,22.3%,31.6%,13.0%,13.4%,15.7%,16.0%
Normalized Net Income,94.6,109.7,107.5,108.6,122.4,145.1
Interest on Long-Term Debt,6.4,2.4,2.5,2.9,2.0,
