Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,35.10%,37.38%,39.28%,35.53%,51.56%
Total Revenues,35.10%,37.38%,39.28%,35.53%,51.56%
Cost Of Revenues,42.31%,29.05%,35.92%,32.55%,48.32%
Gross Profit,29.19%,44.91%,41.98%,37.82%,54.00%
Selling General & Admin Expenses,66.95%,27.53%,39.46%,24.68%,24.87%
R&D Expenses,17.91%,82.44%,22.94%,3.76%,12.47%
Total Operating Expenses,57.51%,35.45%,36.25%,21.02%,22.76%
Operating Income,(27.12%),85.56%,59.94%,82.74%,143.10%
Interest Expense,(70.94%),(4.16%),(38.50%),(30.57%),(16.33%)
Interest And Investment Income,7.23%,410.78%,180.95%,(67.30%),(92.82%)
Net Interest Expenses,(77.38%),-20.69%,-17.57%,(161.90%),(159.12%)
Other Non Operating Income (Expenses),-20.12%,,(29.01%),,
"EBT, Excl. Unusual Items",(51.47%),195.75%,76.26%,72.96%,137.66%
"EBT, Incl. Unusual Items",(38.01%),195.75%,22.00%,126.44%,210.31%
Income Tax Expense,,,(1.64%),,(33.56%)
Earnings From Continuing Operations,142.73%,(41.39%),28.85%,179.88%,243.33%
Net Income to Company,142.73%,(41.39%),28.85%,179.88%,243.33%
Net Income,142.73%,(41.39%),28.85%,179.88%,243.33%
NI to Common Incl Extra Items,142.73%,(41.39%),28.85%,179.88%,243.33%
NI to Common Excl. Extra Items,142.73%,(41.39%),28.85%,179.88%,243.33%
Revenue Per Share,18.78%,20.14%,26.19%,24.67%,43.49%
Basic EPS,111.88%,(48.69%),16.55%,159.15%,225.05%
Basic EPS - Continuing Ops,111.88%,(48.69%),16.55%,159.15%,225.05%
Basic Weighted Average Shares Outst.,13.88%,14.47%,10.46%,8.71%,5.63%
Diluted EPS,111.76%,(48.61%),18.92%,152.27%,217.56%
Diluted EPS - Continuing Ops,111.76%,(48.61%),18.92%,152.27%,217.56%
Diluted Weighted Average Shares Outst.,14.81%,16.15%,8.21%,9.52%,7.70%
Normalized Basic EPS,(57.69%),155.09%,57.58%,58.61%,125.00%
Normalized Diluted EPS,(57.15%),145.53%,65.49%,57.89%,120.68%
EBITDA,(0.15%),70.39%,49.49%,65.01%,101.93%
EBITA,(5.21%),81.08%,50.78%,66.87%,110.29%
EBIT,(27.12%),85.56%,59.94%,82.74%,143.10%
EBITDAR,,,,61.86%,
Effective Tax Rate,,,(19.37%),,(78.59%)
Normalized Net Income,(51.47%),195.75%,76.26%,72.96%,137.66%
Interest on Long-Term Debt,70.94%,4.16%,38.50%,30.57%,
R&D Expense From Footnotes,17.91%,82.44%,22.94%,3.76%,12.47%
Foreign Sales,,37.38%,39.28%,35.53%,
