Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,4146.0,4383.0,4908.0,4673.0,3298.0,3003.0
Total Interest Expense,2362.0,3015.0,3725.0,3446.0,2093.0,1595.0
Net Interest Income,1784.0,1368.0,1183.0,1227.0,1205.0,1408.0
Loan Servicing Revenue,304.0,290.0,274.0,240.0,214.0,209.0
Gain (Loss) On Sale Of Loans & Receiv.,,3.0,,16.0,,76.0
Other Revenue,435.0,550.0,466.0,513.0,269.0,437.0
Revenue Before Loan Losses,2523.0,2211.0,1923.0,1996.0,1688.0,2130.0
Provision For Loan Losses,429.0,426.0,370.0,258.0,155.0,(27.0)
Total Revenues,2094.0,1785.0,1553.0,1738.0,1533.0,2157.0
Salaries and Other Empl. Benefits,500.0,519.0,507.0,488.0,497.0,522.0
Amortization of Goodwill and Intangible Assets,29.0,23.0,47.0,26.0,22.0,22.0
Other Operating Expenses,451.0,447.0,477.0,496.0,467.0,450.0
Total Operating Expenses,980.0,989.0,1031.0,1010.0,986.0,994.0
Operating Income,1114.0,796.0,522.0,728.0,547.0,1163.0
"EBT, Excl. Unusual Items",1114.0,796.0,522.0,728.0,547.0,1163.0
Impairment of Goodwill,(7.0),,,,,
Other Unusual Items,1.0,(3.0),19.0,45.0,(6.0),(6.0)
"EBT, Incl. Unusual Items",1108.0,764.0,528.0,763.0,532.0,1147.0
Income Tax Expense,427.0,472.0,133.0,166.0,120.0,259.0
Earnings From Continuing Operations,681.0,292.0,395.0,597.0,412.0,888.0
Net Income to Company,681.0,292.0,395.0,597.0,412.0,888.0
Net Income,681.0,292.0,395.0,597.0,412.0,888.0
NI to Common Incl Extra Items,681.0,292.0,395.0,597.0,412.0,888.0
NI to Common Excl. Extra Items,681.0,292.0,395.0,597.0,412.0,888.0
Revenue Per Share,$6.63,$6.49,$5.97,$7.56,$7.94,$11.43
Basic EPS,$2.16,$1.06,$1.52,$2.60,$2.13,$4.70
Basic EPS - Continuing Ops,$2.16,$1.06,$1.52,$2.60,$2.13,$4.70
Basic Weighted Average Shares Outst.,316.0,275.0,260.0,230.0,193.0,188.8
Diluted EPS,$2.12,$1.04,$1.49,$2.56,$2.12,$4.65
Diluted EPS - Continuing Ops,$2.12,$1.04,$1.49,$2.56,$2.12,$4.65
Diluted Weighted Average Shares Outst.,322.0,281.0,264.0,233.0,195.0,191.3
Normalized Basic EPS,$2.20,$1.81,$1.25,$1.98,$1.77,$3.85
Normalized Diluted EPS,$2.16,$1.77,$1.24,$1.95,$1.75,$3.80
Dividend Per Share,$0.64,$0.64,$0.64,$0.64,$0.64,$0.64
Payout Ratio,29.52%,60.27%,42.03%,24.62%,29.85%,13.63%
Effective Tax Rate,38.5%,61.8%,25.2%,21.8%,22.6%,22.6%
Normalized Net Income,696.3,497.5,326.3,455.0,341.9,726.9
Interest Capitalized,2448.0,2260.0,2122.0,1866.0,1683.0,
