Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,25.06%,34.15%,(4.45%),(23.50%),(26.06%)
Total Revenues,25.06%,34.15%,(4.45%),(23.50%),(26.06%)
Cost Of Revenues,38.54%,38.69%,(4.41%),(26.86%),(27.05%)
Gross Profit,1.60%,23.38%,(4.56%),(14.52%),(23.61%)
Selling General & Admin Expenses,25.19%,33.66%,(8.54%),(6.84%),(17.48%)
Depreciation & Amortization,0.98%,10.89%,(2.37%),0.13%,(0.53%)
Other Operating Expense/(Income),28.30%,34.59%,6.83%,0.16%,(10.35%)
Total Operating Expenses,13.18%,23.50%,(4.97%),(3.40%),(10.32%)
Operating Income,(17.15%),23.12%,(3.65%),(38.85%),(56.67%)
Interest Expense,(21.38%),(118.22%),(19.50%),-12.96%,-15.62%
Net Interest Expenses,(21.38%),(118.22%),(19.50%),-12.96%,-15.62%
Other Non Operating Income (Expenses),-82.47%,,(72.46%),488.89%,99.41%
"EBT, Excl. Unusual Items",(20.10%),12.47%,(9.31%),(45.66%),(68.58%)
"EBT, Incl. Unusual Items",(67.94%),56.35%,66.28%,,
Income Tax Expense,,,33.41%,,-87.25%
Earnings From Continuing Operations,119.81%,(74.81%),80.86%,,
Net Income to Company,119.81%,(74.81%),80.86%,,
Minority Interest,-48.78%,-12.57%,(7.35%),(41.96%),(18.00%)
Net Income,121.48%,(74.95%),81.44%,,
Preferred Dividend and Other Adjustments,121.52%,(85.36%),13.89%,,
NI to Common Incl Extra Items,121.48%,(74.88%),81.72%,,
NI to Common Excl. Extra Items,121.48%,(74.88%),81.72%,,
Revenue Per Share,20.85%,24.58%,(4.76%),(23.70%),(26.24%)
Basic EPS,113.79%,(76.66%),81.39%,,
Basic EPS - Continuing Ops,113.79%,(76.66%),81.39%,,
Basic Weighted Average Shares Outst.,3.47%,7.68%,0.32%,0.27%,0.25%
Diluted EPS,114.40%,(76.71%),80.92%,,
Diluted EPS - Continuing Ops,114.40%,(76.71%),80.92%,,
Diluted Weighted Average Shares Outst.,3.46%,7.82%,0.37%,0.01%,0.25%
Normalized Basic EPS,(22.36%),4.46%,(9.61%),(46.22%),(69.30%)
Normalized Diluted EPS,(22.44%),4.23%,(9.85%),(46.22%),(69.30%)
EBITDA,(9.01%),17.03%,(3.05%),(20.32%),(29.00%)
EBITA,(12.57%),24.44%,(4.06%),(38.83%),(59.37%)
EBIT,(17.15%),23.12%,(3.65%),(38.85%),(56.67%)
EBITDAR,,,,(18.08%),
Effective Tax Rate,,,(19.77%),66.79%,
Normalized Net Income,(19.82%),12.63%,(9.39%),(46.17%),(69.22%)
Interest Capitalized,(41.80%),27.44%,(54.53%),,
Interest on Long-Term Debt,12.29%,111.45%,16.17%,(14.49%),
