Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1427.2,1539.6,1633.7,1652.7,1530.3,1627.4
Total Revenues,1427.2,1539.6,1633.7,1652.7,1530.3,1627.4
Operations And Maintenance,397.3,399.3,411.7,429.1,431.1,437.2
Depreciation & Amortization,143.8,151.9,160.1,180.4,194.9,199.6
Other Operating Expenses,617.0,689.0,782.3,753.8,605.8,694.7
Total Operating Expenses,1158.1,1240.2,1354.1,1363.4,1231.8,1331.5
Operating Income,269.1,299.5,279.6,289.4,298.4,295.9
"Interest Expense, Total",(43.7),(46.1),(51.3),(62.7),(62.5),(62.3)
Net Interest Expenses,(43.7),(46.1),(51.3),(62.7),(62.5),(62.3)
Other Non-Operating Inc. (Exp.),(0.0),2.7,(2.5),2.9,2.1,7.1
"EBT, Excl. Unusual Items",225.3,256.1,225.8,229.6,238.0,240.8
"EBT, Incl. Unusual Items",225.3,256.1,225.8,229.6,238.0,240.8
Income Tax Expense,85.2,93.1,53.5,42.9,41.6,40.5
Earnings From Continuing Operations,140.1,163.0,172.2,186.7,196.4,200.3
Net Income to Company,140.1,163.0,172.2,186.7,196.4,200.3
Net Income,140.1,163.0,172.2,186.7,196.4,200.3
NI to Common Incl Extra Items,140.1,163.0,172.2,186.7,196.4,200.3
NI to Common Excl. Extra Items,140.1,163.0,172.2,186.7,196.4,200.3
Revenue Per Share,$27.21,$29.31,$31.00,$31.25,$28.80,$30.58
Basic EPS,$2.67,$3.10,$3.27,$3.53,$3.70,$3.76
Basic EPS - Continuing Ops,$2.67,$3.10,$3.27,$3.53,$3.70,$3.76
Basic Weighted Average Shares Outst.,52.5,52.5,52.7,52.9,53.1,53.2
Diluted EPS,$2.65,$3.08,$3.25,$3.51,$3.68,$3.75
Diluted EPS - Continuing Ops,$2.65,$3.08,$3.25,$3.51,$3.68,$3.75
Diluted Weighted Average Shares Outst.,53.0,53.0,53.0,53.2,53.4,53.4
Normalized Basic EPS,$2.68,$3.05,$2.68,$2.71,$2.80,$2.83
Normalized Diluted EPS,$2.66,$3.02,$2.66,$2.70,$2.79,$2.82
Dividend Per Share,$1.40,$1.68,$1.84,$2.00,$2.16,$2.20
Payout Ratio,52.26%,53.96%,56.08%,56.45%,58.23%,58.27%
EBITDA,412.9,451.4,439.7,469.8,493.3,495.6
EBITA,269.1,299.5,279.6,289.4,298.4,295.9
EBIT,269.1,299.5,279.6,289.4,298.4,295.9
EBITDAR,421.5,460.1,447.9,478.3,501.7,
Effective Tax Rate,37.8%,36.4%,23.7%,18.7%,17.5%,16.8%
Normalized Net Income,140.8,160.1,141.1,143.5,148.7,150.5
Interest Capitalized,3.6,3.0,3.4,4.6,4.2,
