Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(14.62%),19.07%,(3.63%),(29.33%),(23.29%)
Total Revenues,(14.62%),19.07%,(3.63%),(29.33%),(23.29%)
Cost Of Revenues,(17.47%),17.48%,(2.53%),(26.79%),(22.50%)
Gross Profit,(1.13%),25.36%,(7.70%),(39.25%),(26.53%)
Selling General & Admin Expenses,(11.50%),11.90%,(10.36%),(15.41%),(22.52%)
R&D Expenses,(35.50%),13.67%,14.56%,(18.65%),(18.65%)
Total Operating Expenses,(14.80%),12.09%,(7.73%),(15.83%),(22.02%)
Operating Income,56.41%,55.82%,(7.66%),(77.89%),(37.55%)
Interest Expense,-34.12%,(8.33%),(20.74%),-25.03%,-23.12%
Interest And Investment Income,360.47%,(56.06%),(25.29%),(44.62%),(40.35%)
Net Interest Expenses,-51.48%,(35.23%),(26.99%),-23.46%,-21.85%
Currency Exchange Gains (Loss),"4,400.00%",(95.06%),(55.00%),,
Other Non Operating Income (Expenses),,(238.71%),-46.67%,,
"EBT, Excl. Unusual Items",266.01%,30.24%,(14.23%),(93.37%),(38.30%)
"EBT, Incl. Unusual Items",,75.70%,(13.79%),(95.56%),(42.85%)
Income Tax Expense,,(13.36%),(16.74%),(94.71%),(44.74%)
Earnings From Continuing Operations,,117.75%,(13.24%),(95.71%),(42.57%)
Earnings Of Discontinued Operations,4.73%,,(21.33%),-87.38%,-40.06%
Net Income to Company,,(11.66%),(52.15%),,(43.39%)
Net Income,,(11.66%),(52.15%),,(43.39%)
NI to Common Incl Extra Items,,(11.66%),(52.15%),,(43.39%)
NI to Common Excl. Extra Items,,117.75%,(13.24%),(95.71%),(42.57%)
Revenue Per Share,(0.73%),46.55%,2.20%,(27.81%),(21.38%)
Basic EPS,,8.49%,(49.33%),,(41.98%)
Basic EPS - Continuing Ops,,167.13%,(8.12%),(95.62%),(41.14%)
Basic Weighted Average Shares Outst.,(13.99%),(18.75%),(5.70%),(2.11%),(2.43%)
Diluted EPS,,8.49%,(48.85%),,(42.58%)
Diluted EPS - Continuing Ops,,168.38%,(7.01%),(95.57%),(41.68%)
Diluted Weighted Average Shares Outst.,(12.05%),(18.97%),(6.63%),(2.37%),(1.82%)
Normalized Basic EPS,317.00%,60.42%,(9.18%),(93.23%),(36.77%)
Normalized Diluted EPS,307.78%,60.50%,(8.16%),(93.22%),(37.16%)
Dividend Per Share,14.29%,25.00%,10.00%,(72.73%),(73.33%)
Payout Ratio,,15.12%,118.72%,,(54.18%)
EBITDA,34.14%,41.15%,(8.97%),(67.82%),(30.03%)
EBITA,57.62%,55.39%,(7.62%),(77.47%),(37.26%)
EBIT,56.41%,55.82%,(7.66%),(77.89%),(37.55%)
EBITDAR,25.57%,36.98%,(6.50%),(61.53%),
Effective Tax Rate,,(50.69%),(3.40%),19.07%,(3.31%)
Normalized Net Income,263.15%,30.24%,(14.23%),(93.37%),(38.30%)
R&D Expense From Footnotes,(35.50%),13.67%,14.56%,(18.65%),(18.65%)
Foreign Sales,(22.46%),25.00%,(3.03%),(28.09%),
