Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,28.17%,22.18%,26.37%,28.28%,29.64%
Total Revenues,28.17%,22.18%,26.37%,28.28%,29.64%
Cost Of Revenues,39.92%,18.12%,38.45%,18.38%,18.09%
Gross Profit,21.43%,24.87%,18.83%,35.49%,37.95%
Selling General & Admin Expenses,28.33%,11.68%,36.20%,36.04%,51.69%
R&D Expenses,77.64%,41.35%,31.05%,22.31%,38.64%
Total Operating Expenses,39.21%,20.03%,34.49%,31.60%,47.65%
Operating Income,(55.97%),91.41%,,,(450.69%)
Interest Expense,,,,(19.57%),(17.02%)
Interest And Investment Income,291.14%,19.17%,166.63%,(41.38%),(35.27%)
Net Interest Expenses,291.14%,19.17%,165.22%,(41.70%),(35.61%)
Currency Exchange Gains (Loss),,,,-33.33%,-33.33%
Other Non Operating Income (Expenses),,,,730.91%,730.91%
"EBT, Excl. Unusual Items",(46.79%),79.61%,(86.48%),192.60%,"(4,804.14%)"
"EBT, Incl. Unusual Items",(49.96%),78.31%,(92.63%),,"(1,923.40%)"
Income Tax Expense,(25.68%),,,,(82.75%)
Earnings From Continuing Operations,(69.90%),460.88%,(96.98%),,"(3,571.57%)"
Net Income to Company,(69.90%),460.88%,(96.98%),,"(3,571.57%)"
Net Income,(69.90%),460.88%,(96.98%),,"(3,571.57%)"
NI to Common Incl Extra Items,(69.90%),460.88%,(96.98%),,"(3,571.57%)"
NI to Common Excl. Extra Items,(69.90%),460.88%,(96.98%),,"(3,571.57%)"
Revenue Per Share,28.10%,14.25%,20.39%,22.88%,22.37%
Basic EPS,(70.07%),417.89%,(97.13%),,"(3,365.86%)"
Basic EPS - Continuing Ops,(70.07%),417.89%,(97.13%),,"(3,365.86%)"
Basic Weighted Average Shares Outst.,0.11%,6.95%,4.96%,4.38%,5.94%
Diluted EPS,(69.14%),400.00%,(98.00%),,"(2,827.25%)"
Diluted EPS - Continuing Ops,(69.14%),400.00%,(98.00%),,"(2,827.25%)"
Diluted Weighted Average Shares Outst.,0.68%,7.47%,3.62%,2.94%,5.94%
Normalized Basic EPS,(46.30%),66.82%,(86.98%),201.19%,"(4,529.47%)"
Normalized Diluted EPS,(47.47%),70.96%,(86.76%),201.19%,"(4,529.47%)"
EBITDA,(37.86%),69.76%,(81.40%),167.33%,
EBITA,(42.83%),73.80%,,,(776.50%)
EBIT,(55.97%),91.41%,,,(450.69%)
EBITDAR,,,,124.27%,
Effective Tax Rate,48.54%,,,26.50%,(90.97%)
Normalized Net Income,(46.79%),79.61%,(86.48%),192.60%,"(4,804.14%)"
R&D Expense From Footnotes,80.90%,38.80%,31.05%,22.31%,38.64%
Foreign Sales,,38.97%,0.00%,72.16%,
