Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,8.29%,16.33%,10.25%,(8.71%),0.00%
Total Interest Income,7.02%,12.21%,5.71%,(13.28%),0.00%
Interest On Deposits,9.77%,62.19%,44.43%,(31.49%),0.00%
Total Interest On Borrowings,(19.64%),16.62%,(20.62%),(36.41%),0.00%
Total Interest Expense,(9.73%),35.29%,11.32%,(33.28%),0.00%
Net Interest Income,9.11%,9.82%,4.99%,(10.58%),0.00%
Service Charges On Deposits,(0.97%),(0.60%),0.10%,(14.51%),0.00%
Gain (Loss) on Sale of Invest. & Securities,(32.15%),39.68%,(69.77%),(17.71%),0.00%
Total Other Non Interest Income,(5.27%),14.92%,4.80%,9.60%,0.00%
Total Non Interest Income,(6.78%),9.73%,(6.19%),(2.74%),0.00%
Revenue Before Loan Losses,4.05%,9.80%,1.80%,(8.52%),0.00%
Provision For Loan Losses,(43.50%),(45.53%),208.30%,140.83%,0.00%
Total Revenues,5.99%,11.00%,(0.41%),(13.46%),0.00%
Salaries And Other Employee Benefits,3.35%,4.29%,5.42%,(10.80%),0.00%
Amort. of Goodwill & Intang. Assets,(80.47%),,,,
Occupancy Expense,2.20%,2.34%,13.20%,1.32%,0.00%
Total Selling General & Admin Expenses,9.02%,(2.99%),8.70%,(18.27%),0.00%
Total Other Non Interest Expense,4.54%,6.18%,(10.19%),(6.67%),0.00%
Total Non Interest Expense,2.04%,4.00%,3.44%,(9.19%),0.00%
"EBT, Excl. Unusual Items",11.45%,19.87%,(4.63%),(18.54%),0.00%
Other Unusual Items,-18.13%,,,,
"EBT, Incl. Unusual Items",12.51%,22.98%,(4.63%),(18.54%),0.00%
Income Tax Expense,1.80%,(11.77%),(3.18%),(18.98%),0.00%
Earnings From Continuing Operations,17.55%,37.15%,(5.01%),(18.42%),0.00%
Net Income to Company,17.55%,37.15%,(5.01%),(18.42%),0.00%
Net Income,17.55%,37.15%,(5.01%),(18.42%),0.00%
Net Income to Common Incl Extra Items,17.55%,37.15%,(5.01%),(18.42%),0.00%
Net Income to Common Excl. Extra Items,17.55%,37.15%,(5.01%),(18.42%),0.00%
Revenue Per Share,5.88%,10.95%,0.60%,(11.06%),0.00%
Basic EPS,17.42%,37.24%,(4.21%),(16.11%),0.00%
Basic EPS - Continuing Ops,17.42%,37.24%,(4.21%),(16.11%),0.00%
Basic Weighted Average Shares Outst.,0.12%,0.09%,(0.95%),(2.67%),0.00%
Diluted EPS,16.83%,37.29%,(3.70%),(16.03%),0.00%
Diluted EPS - Continuing Ops,16.83%,37.29%,(3.70%),(16.03%),0.00%
Diluted Weighted Average Shares Outst.,0.70%,(0.22%),(1.42%),(2.79%),0.00%
Normalized Basic EPS,11.50%,19.87%,(3.82%),(16.26%),0.00%
Normalized Diluted EPS,10.85%,20.03%,(3.38%),(16.08%),0.00%
Dividend Per Share,10.00%,13.64%,40.00%,4.76%,0.00%
Payout Ratio,(6.26%),(17.05%),45.76%,24.83%,0.00%
Effective Tax Rate,(9.53%),(28.26%),1.54%,(0.54%),0.00%
Normalized Net Income,11.45%,19.87%,(4.63%),(18.54%),0.00%
Interest on Long-Term Debt,17.22%,29.62%,(7.93%),(40.45%),
