Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,197.9,230.8,278.9,321.6,363.0,373.5
Total Revenues,197.9,230.8,278.9,321.6,363.0,373.5
Cost Of Revenues,43.1,51.6,66.2,69.5,79.2,82.4
Gross Profit,154.8,179.2,212.7,252.1,283.7,291.0
Selling General & Admin Expenses,88.1,99.2,109.1,111.6,114.5,145.2
R&D Expenses,36.6,42.8,53.3,68.2,72.5,72.3
Total Operating Expenses,124.7,142.0,162.3,179.8,187.1,217.5
Operating Income,30.1,37.2,50.4,72.3,96.7,73.5
Interest Expense,(0.0),(0.0),(0.2),(0.1),(0.0),(0.0)
Interest And Investment Income,1.3,2.7,6.1,8.4,5.4,4.2
Net Interest Expenses,1.3,2.7,5.9,8.3,5.4,4.2
Currency Exchange Gains (Loss),(0.8),(0.4),(0.6),(0.4),0.3,0.2
Other Non Operating Income (Expenses),0.9,(0.0),(0.2),(0.1),(0.1),(0.2)
"EBT, Excl. Unusual Items",31.5,39.5,55.5,80.2,102.1,77.7
"EBT, Incl. Unusual Items",30.4,39.4,55.5,80.0,102.0,77.6
Income Tax Expense,11.2,(1.1),(1.8),10.6,10.5,4.5
Earnings From Continuing Operations,19.2,40.4,57.3,69.3,91.6,73.1
Net Income to Company,19.2,40.4,57.3,69.3,91.6,73.1
Net Income,19.2,40.4,57.3,69.3,91.6,73.1
NI to Common Incl Extra Items,19.2,40.4,57.3,69.3,91.6,73.1
NI to Common Excl. Extra Items,19.2,40.4,57.3,69.3,91.6,73.1
Revenue Per Share,$5.62,$6.16,$7.17,$8.23,$9.27,$9.53
Basic EPS,$0.55,$1.08,$1.47,$1.77,$2.34,$1.87
Basic EPS - Continuing Ops,$0.55,$1.08,$1.47,$1.77,$2.34,$1.87
Basic Weighted Average Shares Outst.,35.2,37.4,38.9,39.1,39.2,39.2
Diluted EPS,$0.50,$1.01,$1.37,$1.68,$2.24,$1.79
Diluted EPS - Continuing Ops,$0.50,$1.01,$1.37,$1.68,$2.24,$1.79
Diluted Weighted Average Shares Outst.,38.4,40.1,41.9,41.3,40.8,40.7
Normalized Basic EPS,$0.56,$0.66,$0.89,$1.28,$1.63,$1.24
Normalized Diluted EPS,$0.51,$0.62,$0.83,$1.21,$1.56,$1.19
EBITDA,47.1,57.9,79.3,103.5,129.5,107.7
EBITA,30.5,37.9,54.1,78.3,102.9,79.9
EBIT,30.1,37.2,50.4,72.3,96.7,73.5
EBITDAR,54.2,67.5,89.2,117.4,146.2,
Effective Tax Rate,36.8%,NM,NM,13.3%,10.3%,5.8%
Normalized Net Income,19.7,24.7,34.7,50.1,63.8,48.6
Interest on Long-Term Debt,0.0,0.0,0.2,0.1,0.0,
R&D Expense From Footnotes,36.6,42.8,53.3,68.2,72.5,72.3
Foreign Sales,58.2,68.1,93.0,115.1,132.5,
