Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3178.0,3346.2,1999.0,2128.1,2443.4,2492.9
Other Revenues,29.7,37.5,37.3,35.0,41.2,44.3
Total Revenues,3207.7,3383.7,2036.3,2163.2,2484.6,2537.2
Cost Of Revenues,1599.5,1707.6,1219.0,1445.0,1690.9,1732.1
Gross Profit,1608.2,1676.1,817.3,718.2,793.7,805.1
Selling General & Admin Expenses,1217.7,1251.7,537.1,362.0,373.4,365.6
Other Operating Expense/(Income),,(1.2),,,,
Total Operating Expenses,1217.7,1250.5,537.1,362.0,373.4,365.6
Operating Income,390.6,425.7,280.1,356.1,420.2,439.5
Interest Expense,(23.4),(20.5),,,(0.2),(0.7)
Interest And Investment Income,2.7,1.8,,,,
Net Interest Expenses,(20.7),(18.7),,,(0.2),(0.7)
Currency Exchange Gains (Loss),(3.7),2.1,,,,
Other Non Operating Income (Expenses),0.1,1.5,,,,
"EBT, Excl. Unusual Items",366.3,410.5,280.1,356.1,420.1,438.8
"EBT, Incl. Unusual Items",218.4,239.6,156.8,27.6,271.6,327.3
Income Tax Expense,79.1,(53.0),31.5,52.2,37.9,71.9
Earnings From Continuing Operations,139.3,292.5,125.3,(24.6),233.6,255.4
Earnings Of Discontinued Operations,,,70.9,56.1,(295.1),42.6
Net Income to Company,139.3,292.5,196.2,31.5,(61.5),298.0
Net Income,139.3,292.5,196.2,31.5,(61.5),298.0
NI to Common Incl Extra Items,139.3,292.5,196.2,31.5,(61.5),298.0
NI to Common Excl. Extra Items,139.3,292.5,125.3,(24.6),233.6,255.4
Revenue Per Share,$44.33,$47.77,$29.46,$32.13,$36.94,$37.59
Basic EPS,$1.93,$4.13,$2.84,$0.47,($0.91),$4.42
Basic EPS - Continuing Ops,$1.93,$4.13,$1.81,($0.37),$3.47,$3.78
Basic Weighted Average Shares Outst.,72.4,70.8,69.1,67.3,67.3,67.5
Diluted EPS,$1.91,$4.06,$2.77,$0.46,($0.91),$4.37
Diluted EPS - Continuing Ops,$1.91,$4.06,$1.77,($0.37),$3.43,$3.74
Diluted Weighted Average Shares Outst.,73.0,72.1,70.6,67.3,68.0,68.1
Normalized Basic EPS,$3.16,$3.62,$2.53,$3.31,$3.90,$4.06
Normalized Diluted EPS,$3.14,$3.56,$2.48,$3.31,$3.86,$4.03
Dividend Per Share,$0.10,$0.11,$0.13,$0.15,$0.17,$0.13
Payout Ratio,5.33%,2.72%,3.18%,29.99%,NM,3.73%
EBITDA,463.7,496.7,373.7,458.3,510.7,511.7
EBITA,419.3,453.4,302.4,378.4,442.4,461.5
EBIT,390.6,425.7,280.1,356.1,420.2,439.5
EBITDAR,684.0,601.0,387.5,474.2,526.9,
Effective Tax Rate,36.2%,NM,20.1%,189.1%,14.0%,22.0%
Normalized Net Income,228.9,256.6,175.1,222.6,262.5,274.2
Interest on Long-Term Debt,23.4,,,,0.2,
R&D Expense From Footnotes,9.2,11.5,0.6,2.9,3.4,3.4
Foreign Sales,12.4,18.3,,,,
