Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3562.3,3580.7,3485.9,3308.9,2675.5,2558.5
Total Revenues,3562.3,3580.7,3485.9,3308.9,2675.5,2558.5
Cost Of Revenues,2066.4,2117.1,2099.2,2128.1,1626.2,1534.4
Gross Profit,1495.9,1463.6,1386.7,1180.8,1049.3,1024.1
Selling General & Admin Expenses,777.1,840.2,1044.3,768.5,671.9,622.3
Total Operating Expenses,906.4,958.6,1044.3,913.7,796.8,745.1
Operating Income,589.5,505.0,342.4,267.1,252.5,279.0
Interest Expense,(97.8),(93.7),(106.0),(118.1),(81.9),(75.3)
Net Interest Expenses,(97.8),(93.7),(106.0),(118.1),(81.9),(75.3)
Other Non Operating Income (Expenses),(8.5),(6.6),(4.5),(6.2),(4.8),(3.0)
"EBT, Excl. Unusual Items",483.2,404.7,231.9,142.8,165.8,200.7
"EBT, Incl. Unusual Items",328.1,(107.9),(275.4),(362.8),(56.0),42.3
Income Tax Expense,120.2,(150.9),(29.8),(16.8),(0.1),52.1
Earnings From Continuing Operations,207.9,43.0,(245.6),(346.0),(55.9),(9.8)
Net Income to Company,207.9,43.0,(245.6),(346.0),(55.9),(9.8)
Minority Interest,(1.6),(0.6),0.9,(0.8),(1.4),(1.3)
Net Income,206.3,42.4,(244.7),(346.8),(57.3),(11.1)
Preferred Dividend and Other Adjustments,28.1,19.0,8.6,,,
NI to Common Incl Extra Items,178.2,23.4,(253.3),(346.8),(57.3),(11.1)
NI to Common Excl. Extra Items,178.2,23.4,(253.3),(346.8),(57.3),(11.1)
Revenue Per Share,$41.96,$41.98,$40.02,$36.36,$29.24,$27.94
Basic EPS,$2.10,$0.27,($2.91),($3.81),($0.63),($0.12)
Basic EPS - Continuing Ops,$2.10,$0.27,($2.91),($3.81),($0.63),($0.12)
Basic Weighted Average Shares Outst.,84.9,85.3,87.1,91.0,91.5,91.6
Diluted EPS,$2.08,$0.27,($2.91),($3.81),($0.63),($0.13)
Diluted EPS - Continuing Ops,$2.08,$0.27,($2.91),($3.81),($0.63),($0.13)
Diluted Weighted Average Shares Outst.,85.6,85.6,87.1,91.0,91.5,91.6
Normalized Basic EPS,$3.54,$2.96,$1.67,$0.97,$1.12,$1.36
Normalized Diluted EPS,$3.51,$2.95,$1.67,$0.97,$1.12,$1.36
Payout Ratio,19.10%,85.61%,NM,,,
EBITDA,842.0,754.5,598.3,539.9,486.0,507.9
EBITA,718.8,623.4,472.7,412.3,377.4,401.8
EBIT,589.5,505.0,342.4,267.1,252.5,279.0
EBITDAR,1023.6,,,657.1,600.2,
Effective Tax Rate,36.6%,NM,NM,NM,NM,123.2%
Normalized Net Income,300.4,252.3,145.8,88.5,102.2,124.1
Interest Capitalized,,1.6,2.9,5.4,1.8,
Interest on Long-Term Debt,,,,9.1,3.7,
Foreign Sales,904.9,863.8,800.3,722.1,608.2,
