Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1401.5,1526.6,1624.2,1649.9,1684.1,1725.0
Total Revenues,1401.5,1526.6,1624.2,1649.9,1684.1,1725.0
Cost Of Revenues,356.6,372.6,368.6,360.8,361.2,367.8
Gross Profit,1044.9,1154.0,1255.6,1289.1,1322.9,1357.2
Selling General & Admin Expenses,581.4,645.1,712.1,722.6,765.1,771.9
Depreciation & Amortization,26.4,27.3,28.8,29.4,31.0,31.8
Total Operating Expenses,669.2,757.0,813.6,828.1,876.1,887.8
Operating Income,375.7,396.9,442.0,461.0,446.8,469.4
Interest Expense,(0.5),(0.8),(0.6),(0.6),(0.6),(0.6)
Interest And Investment Income,4.3,7.1,13.4,16.6,6.6,4.3
Net Interest Expenses,3.8,6.3,12.8,16.0,6.0,3.7
"EBT, Excl. Unusual Items",505.6,555.8,614.5,628.8,569.9,593.7
"EBT, Incl. Unusual Items",508.5,557.0,614.2,631.4,568.7,596.8
Income Tax Expense,174.7,152.7,108.3,130.0,121.4,129.3
Earnings From Continuing Operations,333.8,404.4,505.9,501.4,447.3,467.5
Net Income to Company,333.8,404.4,505.9,501.4,447.3,467.5
Net Income,333.8,404.4,505.9,501.4,447.3,467.5
NI to Common Incl Extra Items,333.8,404.4,505.9,501.4,447.3,467.5
NI to Common Excl. Extra Items,333.8,404.4,505.9,501.4,447.3,467.5
Revenue Per Share,$8.69,$9.65,$10.37,$10.89,$11.48,$11.88
Basic EPS,$2.07,$2.56,$3.23,$3.31,$3.05,$3.22
Basic EPS - Continuing Ops,$2.07,$2.56,$3.23,$3.31,$3.05,$3.22
Basic Weighted Average Shares Outst.,161.4,158.2,156.6,151.5,146.7,145.1
Diluted EPS,$2.03,$2.49,$3.14,$3.24,$3.00,$3.17
Diluted EPS - Continuing Ops,$2.03,$2.49,$3.14,$3.24,$3.00,$3.17
Diluted Weighted Average Shares Outst.,164.4,162.3,161.2,154.9,149.0,147.2
Normalized Basic EPS,$1.96,$2.20,$2.45,$2.59,$2.43,$2.56
Normalized Diluted EPS,$1.92,$2.14,$2.38,$2.54,$2.39,$2.52
Dividend Per Share,$0.54,$0.58,$0.63,$0.68,$0.72,$0.72
Payout Ratio,25.37%,21.97%,18.64%,20.09%,23.23%,22.37%
EBITDA,402.5,426.0,479.8,494.3,481.7,505.2
EBITA,375.7,398.5,450.7,464.7,450.5,473.2
EBIT,375.7,396.9,442.0,461.0,446.8,469.4
EBITDAR,430.5,458.6,514.4,527.9,522.7,
Effective Tax Rate,34.4%,27.4%,17.6%,20.6%,21.3%,21.7%
Normalized Net Income,316.0,347.4,384.1,393.0,356.2,371.1
Interest on Long-Term Debt,0.5,0.8,0.6,0.6,0.6,
R&D Expense From Footnotes,129.0,140.7,154.8,171.2,195.2,196.3
Foreign Sales,209.9,228.2,276.0,264.1,256.9,
