Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1138.0,1364.4,1493.6,1490.5,1373.5,1452.6
Total Revenues,1138.0,1364.4,1493.6,1490.5,1373.5,1452.6
Cost Of Revenues,830.1,1037.8,1199.7,1153.7,1061.2,1119.5
Gross Profit,307.9,326.6,293.9,336.8,312.3,333.1
Selling General & Admin Expenses,120.0,167.4,163.6,168.1,171.8,174.4
Total Operating Expenses,120.0,167.4,163.6,168.1,171.8,174.4
Operating Income,187.9,159.2,130.3,168.7,140.5,158.7
Interest Expense,(34.1),(52.9),(62.5),(68.4),(71.2),(70.3)
Net Interest Expenses,(34.1),(52.9),(62.5),(68.4),(71.2),(70.3)
Currency Exchange Gains (Loss),(0.1),(7.1),5.8,(13.0),0.4,(19.7)
Other Non Operating Income (Expenses),2.0,2.7,3.0,1.7,0.1,0.1
"EBT, Excl. Unusual Items",154.3,102.7,77.6,89.7,71.2,70.2
"EBT, Incl. Unusual Items",197.3,102.7,77.6,84.6,71.2,70.2
Income Tax Expense,34.6,60.0,8.8,22.1,11.7,11.7
Earnings From Continuing Operations,162.7,42.7,68.8,62.5,59.5,58.5
Net Income to Company,162.7,42.7,68.8,62.5,59.5,(191.7)
Net Income,162.7,42.7,68.8,62.5,59.5,(191.7)
Preferred Dividend and Other Adjustments,0.8,0.5,0.5,1.1,1.3,1.3
NI to Common Incl Extra Items,161.9,42.2,68.3,61.4,58.2,(193.0)
NI to Common Excl. Extra Items,161.9,42.2,68.3,61.4,58.2,57.2
Revenue Per Share,$33.69,$40.34,$44.13,$43.99,$40.48,$42.79
Basic EPS,$4.79,$1.25,$2.02,$1.81,$1.72,($5.69)
Basic EPS - Continuing Ops,$4.79,$1.25,$2.02,$1.81,$1.72,$1.68
Basic Weighted Average Shares Outst.,33.8,33.8,33.8,33.9,33.9,33.9
Diluted EPS,$4.79,$1.25,$2.02,$1.81,$1.72,($5.69)
Diluted EPS - Continuing Ops,$4.79,$1.25,$2.02,$1.81,$1.72,$1.68
Diluted Weighted Average Shares Outst.,33.8,33.8,33.8,33.9,33.9,33.9
Normalized Basic EPS,$2.86,$1.90,$1.43,$1.65,$1.31,$1.29
Normalized Diluted EPS,$2.85,$1.90,$1.43,$1.65,$1.31,$1.29
Dividend Per Share,$2.78,$2.88,$2.88,$2.88,$2.88,$2.88
Payout Ratio,57.84%,228.34%,142.01%,156.96%,166.55%,NM
EBITDA,275.1,276.7,259.9,300.0,272.6,293.3
EBITA,194.9,175.4,145.3,182.3,151.2,169.4
EBIT,187.9,159.2,130.3,168.7,140.5,158.7
EBITDAR,295.5,298.7,,338.0,301.7,
Effective Tax Rate,17.5%,58.4%,11.3%,26.1%,16.4%,16.7%
Normalized Net Income,96.4,64.2,48.5,56.1,44.5,43.9
Interest on Long-Term Debt,34.1,,,0.6,0.6,
Foreign Sales,375.4,646.4,723.7,668.6,606.9,
