Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,5.44%,1.34%,(2.59%),21.02%,7.99%
Tenant Reimbursements,3.59%,9.89%,(7.66%),(95.76%),(94.37%)
Other Revenue,6.22%,6.40%,1.56%,(56.01%),(65.56%)
Total Revenues,6.09%,5.64%,0.94%,(45.37%),(54.17%)
Property Expenses,5.88%,8.82%,1.85%,(50.60%),(53.03%)
Selling General & Admin Exp.,26.53%,(16.38%),(47.89%),(7.27%),(12.63%)
Depreciation & Amortization,8.20%,4.25%,6.29%,16.45%,8.39%
Other Operating Expenses,,7.85%,57.98%,81.98%,39.25%
Total Operating Expenses,7.91%,6.07%,0.20%,(33.69%),(36.45%)
Operating Income,(1.69%),3.66%,4.50%,(99.38%),
Total Interest Expense,(12.15%),(7.51%),(15.32%),(36.14%),(31.80%)
Interest and Investment Income,45.14%,29.68%,(7.36%),(92.84%),(97.09%)
Net Interest Expenses,(11.68%),(7.10%),(15.83%),(38.46%),(33.24%)
"EBT, Excl. Unusual Items",(10.86%),0.58%,(6.19%),,
Gain (Loss) on Sale of Assets,,,,(98.58%),
Asset Writedown,,,,(41.89%),-28.21%
Other Unusual Items,-35.96%,(9.59%),"(5,181.88%)",(11.16%),(11.16%)
"EBT, Incl. Unusual Items",(6.72%),(11.77%),40.45%,,
Income Tax Expense,,,133.72%,516.22%,753.66%
Earnings From Continuing Operations,(3.57%),(13.67%),39.85%,,
Net Income to Company,(3.57%),(13.67%),39.85%,,
Net Income,(3.57%),(13.67%),39.85%,,
Pref. Dividends and Other Adj.,(45.18%),,,,
NI to Common Incl Extra Items,0.68%,(8.87%),39.85%,,
NI to Common Excl. Extra Items,0.68%,(8.87%),39.85%,,
Revenue Per Share,0.85%,5.61%,0.90%,(45.42%),(54.20%)
Basic EPS,(4.49%),(8.79%),39.90%,,
Basic EPS - Continuing Ops,(4.49%),(8.79%),39.90%,,
Basic Weighted Average Shares Outst.,5.18%,0.05%,0.05%,0.07%,0.07%
Diluted EPS,(4.62%),(8.87%),39.82%,,
Diluted EPS - Continuing Ops,(4.62%),(8.87%),39.82%,,
Diluted Weighted Average Shares Outst.,5.18%,0.05%,0.05%,0.05%,0.06%
Normalized Basic EPS,(15.21%),0.74%,(6.75%),,
Normalized Diluted EPS,(15.22%),0.72%,(6.77%),,
Dividend Per Share,1.96%,1.92%,1.89%,(98.15%),(98.16%)
Payout Ratio,7.38%,15.88%,(27.10%),,
FFO,3.81%,4.20%,0.47%,(63.66%),(62.33%)
FFO Payout Ratio %,4.28%,(2.13%),1.47%,(27.00%),
AFFO,3.81%,4.20%,0.47%,(63.66%),
Funds Available for Distribution,3.81%,4.20%,0.47%,(63.66%),
FFO Per Share (Basic),(1.39%),4.24%,0.27%,(63.78%),
FFO Shares (Basic),5.18%,0.05%,0.05%,0.07%,
FFO Per Share (Diluted),(1.39%),4.24%,0.27%,(63.78%),
FFO Shares (Diluted),5.18%,0.05%,0.05%,0.05%,
Adjusted FFO Per Share (Basic),(1.38%),4.16%,0.35%,(63.66%),
Adjusted FFO Per Share (Diluted),(1.40%),4.14%,0.33%,(63.66%),
EBITDA,3.06%,3.95%,5.41%,(40.33%),(59.95%)
EBITA,(1.55%),3.57%,4.28%,(87.31%),
EBIT,(1.69%),3.66%,4.50%,(99.38%),
Effective Tax Rate,,,66.22%,,
Normalized Net Income,(10.86%),0.58%,(6.19%),,
