Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.27%,(23.71%),36.50%,(11.48%),(2.63%)
Total Revenues,1.27%,(23.71%),36.50%,(11.48%),(2.63%)
Cost Of Revenues,5.57%,(22.59%),35.75%,(20.52%),(10.49%)
Gross Profit,(14.01%),(28.56%),40.04%,29.85%,27.13%
Selling General & Admin Expenses,(22.63%),(12.75%),16.18%,8.49%,(1.05%)
R&D Expenses,(29.01%),(4.63%),14.37%,(2.97%),(12.31%)
Total Operating Expenses,(13.89%),5.44%,(1.16%),2.64%,(2.25%)
Operating Income,(14.21%),(81.35%),401.62%,76.92%,64.96%
Interest Expense,(25.45%),(0.61%),(4.42%),-11.19%,-14.71%
Interest And Investment Income,41.72%,67.45%,(18.23%),(66.13%),(81.38%)
Net Interest Expenses,113.51%,240.75%,(35.57%),,
Currency Exchange Gains (Loss),-38.76%,,381.30%,,
Other Non Operating Income (Expenses),,,(38.06%),(29.30%),-47.02%
"EBT, Excl. Unusual Items",(35.38%),(62.07%),118.67%,55.58%,56.65%
"EBT, Incl. Unusual Items",,(28.40%),,,
Income Tax Expense,"1,505.72%",(99.07%),,"(1,857.92%)",
Earnings From Continuing Operations,-60.20%,,,,"1,092.81%"
Net Income to Company,-60.20%,,,,"1,092.81%"
Net Income,-60.20%,,,,"1,092.81%"
NI to Common Incl Extra Items,-60.20%,,,,"1,092.81%"
NI to Common Excl. Extra Items,-60.20%,,,,"1,092.81%"
Revenue Per Share,(0.17%),(24.00%),35.79%,(11.96%),(3.13%)
Basic EPS,-60.80%,,,,"1,086.70%"
Basic EPS - Continuing Ops,-60.80%,,,,"1,086.70%"
Basic Weighted Average Shares Outst.,1.42%,0.40%,0.54%,0.53%,0.51%
Diluted EPS,-60.74%,,,,"1,092.84%"
Diluted EPS - Continuing Ops,-60.74%,,,,"1,092.84%"
Diluted Weighted Average Shares Outst.,1.42%,1.71%,(0.76%),1.31%,1.10%
Normalized Basic EPS,(36.30%),(62.25%),117.93%,54.58%,55.85%
Normalized Diluted EPS,(36.30%),(62.74%),121.97%,53.40%,54.94%
EBITDA,(31.40%),(48.28%),138.04%,44.81%,42.35%
EBITA,(14.84%),(76.71%),308.81%,71.97%,61.92%
EBIT,(14.21%),(81.35%),401.62%,76.92%,64.96%
EBITDAR,(30.36%),(46.16%),131.65%,39.44%,
Effective Tax Rate,,(98.71%),95.32%,,(97.21%)
Normalized Net Income,(35.38%),(62.07%),118.67%,55.58%,56.65%
Interest Capitalized,(69.89%),244.62%,(55.58%),(30.58%),
R&D Expense From Footnotes,(29.01%),(4.63%),14.37%,(2.97%),(12.31%)
Foreign Sales,37.47%,14.75%,(47.37%),115.27%,
