Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,23.62%,32.93%,14.14%,(21.25%),(24.85%)
Total Interest Income,25.01%,32.40%,17.28%,(22.59%),(27.23%)
Interest On Deposits,114.89%,131.73%,58.57%,(50.22%),(63.74%)
Total Interest On Borrowings,44.16%,68.61%,43.35%,(54.41%),(59.86%)
Total Interest Expense,85.51%,111.35%,54.65%,(51.22%),(62.84%)
Net Interest Income,18.99%,20.17%,7.09%,(11.32%),(13.56%)
Service Charges On Deposits,20.22%,2.86%,(11.47%),2.65%,12.11%
Trust Income,44.17%,32.42%,8.12%,13.48%,12.06%
Total Other Non Interest Income,33.09%,25.78%,6.68%,35.91%,41.78%
Total Non Interest Income,22.17%,5.07%,(0.75%),139.56%,214.34%
Revenue Before Loan Losses,19.27%,18.83%,6.47%,(0.27%),1.28%
Provision For Loan Losses,(42.86%),97.73%,(13.79%),244.00%,3.31%
Total Revenues,26.94%,14.44%,8.42%,(18.92%),0.93%
Salaries And Other Employee Benefits,12.44%,17.24%,9.48%,(1.86%),0.96%
Occupancy Expense,171.10%,17.55%,(4.25%),4.85%,0.46%
Total Selling General & Admin Expenses,17.20%,18.06%,33.15%,(7.77%),(17.75%)
Total Other Non Interest Expense,50.67%,10.69%,(4.85%),40.34%,7.31%
Total Non Interest Expense,21.83%,14.31%,11.48%,2.17%,(2.82%)
"EBT, Excl. Unusual Items",35.04%,14.63%,4.05%,(51.15%),9.39%
Restructuring Charges,,,,,0.00%
Asset Writedown,,,,(867.84%),"(1,872,033.33%)"
Other Unusual Items,,,,,0.00%
"EBT, Incl. Unusual Items",35.04%,14.63%,6.15%,(76.80%),(23.17%)
Income Tax Expense,49.45%,(37.84%),5.42%,(69.56%),(7.08%)
Earnings From Continuing Operations,27.04%,48.88%,6.35%,(78.75%),(27.48%)
Net Income to Company,27.04%,48.88%,6.35%,(78.75%),(27.48%)
Net Income,27.04%,48.88%,6.35%,(78.75%),(27.48%)
Preferred Dividend and Other Adjustments,0.00%,0.00%,0.00%,0.00%,13.75%
Net Income to Common Incl Extra Items,28.85%,51.42%,6.57%,(81.29%),(29.46%)
Net Income to Common Excl. Extra Items,28.85%,51.42%,6.57%,(81.29%),(29.46%)
Revenue Per Share,18.34%,13.66%,7.67%,(19.15%),0.64%
Basic EPS,20.30%,50.26%,5.83%,(81.35%),(29.66%)
Basic EPS - Continuing Ops,20.30%,50.26%,5.83%,(81.35%),(29.66%)
Basic Weighted Average Shares Outst.,7.24%,0.70%,0.70%,0.29%,0.29%
Diluted EPS,19.94%,51.21%,6.21%,(81.30%),(29.85%)
Diluted EPS - Continuing Ops,19.94%,51.21%,6.21%,(81.30%),(29.85%)
Diluted Weighted Average Shares Outst.,7.47%,0.03%,0.29%,0.32%,0.55%
Normalized Basic EPS,25.93%,13.69%,3.39%,(51.31%),9.08%
Normalized Diluted EPS,25.79%,14.61%,3.79%,(51.35%),8.79%
Payout Ratio,(21.34%),(32.86%),(5.88%),371.42%,56.87%
Effective Tax Rate,10.67%,(45.78%),(0.70%),31.19%,20.94%
Normalized Net Income,35.04%,14.63%,4.05%,(51.15%),9.39%
Interest on Long-Term Debt,2.95%,5.52%,1.45%,(8.38%),
