Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4220.7,4342.0,4546.7,4770.4,5054.9,5182.9
Total Revenues,4220.7,4342.0,4546.7,4770.4,5054.9,5182.9
Cost Of Revenues,3186.1,3276.3,3426.4,3613.4,3832.1,3912.9
Gross Profit,1034.6,1065.7,1120.3,1157.0,1222.8,1270.0
Selling General & Admin Expenses,668.6,692.8,735.5,775.3,806.7,820.9
Depreciation & Amortization,14.9,16.8,16.7,18.8,20.0,20.0
Total Operating Expenses,688.6,714.8,757.6,799.8,832.6,843.1
Operating Income,345.9,350.8,362.7,357.2,390.3,426.9
Interest Expense,(3.7),(6.4),(2.7),(4.0),(1.2),(0.5)
Net Interest Expenses,(3.7),(6.4),(2.7),(4.0),(1.2),(0.5)
Currency Exchange Gains (Loss),(0.3),(0.8),0.1,(0.5),(0.5),(0.5)
"EBT, Excl. Unusual Items",341.9,347.5,369.3,362.9,399.8,437.1
"EBT, Incl. Unusual Items",341.9,347.5,369.3,362.9,399.8,437.1
Income Tax Expense,105.9,90.2,72.8,67.1,76.6,84.1
Earnings From Continuing Operations,236.0,257.3,296.5,295.8,323.2,353.1
Net Income to Company,236.0,257.3,296.5,295.8,323.2,353.1
Minority Interest,(53.2),(49.1),(53.6),(49.8),(53.6),(58.9)
Net Income,182.8,208.2,242.9,246.0,269.6,294.2
Preferred Dividend and Other Adjustments,14.8,17.4,19.8,20.4,23.1,23.1
NI to Common Incl Extra Items,168.0,190.8,223.1,225.5,246.4,271.0
NI to Common Excl. Extra Items,168.0,190.8,223.1,225.5,246.4,271.0
Revenue Per Share,$129.54,$132.28,$132.48,$137.69,$144.14,$147.47
Basic EPS,$5.16,$5.81,$6.50,$6.51,$7.03,$7.71
Basic EPS - Continuing Ops,$5.16,$5.81,$6.50,$6.51,$7.03,$7.71
Basic Weighted Average Shares Outst.,32.6,32.8,34.3,34.6,35.1,35.1
Diluted EPS,$5.15,$5.81,$6.49,$6.50,$7.01,$7.67
Diluted EPS - Continuing Ops,$5.15,$5.81,$6.49,$6.50,$7.01,$7.67
Diluted Weighted Average Shares Outst.,32.6,32.9,34.4,34.7,35.2,35.2
Normalized Basic EPS,$4.93,$5.12,$5.16,$5.11,$5.60,$6.10
Normalized Diluted EPS,$4.92,$5.12,$5.16,$5.10,$5.58,$6.08
Dividend Per Share,$3.60,$4.60,$5.60,$6.40,$6.93,$7.10
Payout Ratio,69.80%,78.83%,86.12%,98.15%,98.57%,92.80%
EBITDA,366.0,372.9,384.8,381.7,416.2,452.8
EBITA,351.2,356.1,368.0,362.9,396.2,432.8
EBIT,345.9,350.8,362.7,357.2,390.3,426.9
EBITDAR,449.3,,,466.3,505.7,
Effective Tax Rate,31.0%,26.0%,19.7%,18.5%,19.2%,19.2%
Normalized Net Income,160.5,168.1,177.2,177.0,196.3,214.3
Foreign Sales,407.5,566.2,565.6,586.2,519.7,
