Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,4702.7,4822.5,4792.6,5032.4,5747.0,6157.6
Total Interest And Dividend Income,118.0,158.6,227.6,312.6,215.6,218.8
Gain (Loss) on Sale of Investments,23.1,11.2,(56.5),66.4,105.0,236.6
Non-Insurance Activities Revenues,724.0,776.2,781.5,787.8,1013.4,1080.7
Other Revenues,8.2,3.8,2.7,2.8,5.7,5.7
Total Revenues,5575.8,5772.4,5747.8,6202.1,7086.7,7699.5
Policy Benefits,488.6,450.4,452.6,446.0,579.5,602.5
Policy Acquisition / Underwriting Costs,1801.6,1863.4,1799.8,1874.3,2184.4,2380.3
Depreciation & Amortization,99.0,122.8,125.9,129.0,149.0,155.8
Selling General & Admin Expenses,34.1,37.4,41.1,162.5,172.8,172.8
Other Operating Expenses,1021.7,1125.7,970.0,873.8,1074.5,1118.0
Total Operating Expenses,5066.1,5285.7,5097.3,5249.2,6051.0,6425.7
Operating Income,509.8,486.6,650.5,952.8,1035.7,1273.8
"Interest Expense, Total",(32.2),(36.0),(41.0),(47.8),(57.5),(61.9)
"EBT, Excl. Unusual Items",477.6,450.6,609.5,905.0,978.2,1211.9
Gain (Loss) on Sale of Assets,,,,,(54.9),(54.9)
Asset Writedown,,(5.3),,,,
"EBT, Incl. Unusual Items",477.6,445.3,609.5,905.0,923.3,1157.0
Income Tax Expense,134.1,23.5,133.6,195.2,222.8,285.9
Earnings From Continuing Operations,343.5,421.9,475.9,709.8,700.5,871.1
Net Income to Company,343.5,421.9,475.9,709.8,700.5,871.1
Minority Interest,(0.5),1.2,(1.4),(2.4),(4.1),(4.3)
Net Income,343.0,423.0,474.5,707.4,696.4,866.8
NI to Common Incl Extra Items,343.0,423.0,474.5,707.4,696.4,866.8
NI to Common Excl. Extra Items,343.0,423.0,474.5,707.4,696.4,866.8
Revenue Per Share,$50.44,$51.69,$51.04,$54.85,$62.86,$68.66
Basic EPS,$3.10,$3.79,$4.21,$6.26,$6.18,$7.73
Basic EPS - Continuing Ops,$3.10,$3.79,$4.21,$6.26,$6.18,$7.73
Basic Weighted Average Shares Outst.,110.5,111.7,112.6,113.1,112.7,112.1
Diluted EPS,$3.09,$3.76,$4.19,$6.22,$6.16,$7.72
Diluted EPS - Continuing Ops,$3.09,$3.76,$4.19,$6.22,$6.16,$7.72
Diluted Weighted Average Shares Outst.,111.2,112.4,113.3,113.7,113.0,112.4
Normalized Basic EPS,$2.70,$2.53,$3.37,$4.98,$5.39,$6.72
Normalized Diluted EPS,$2.68,$2.52,$3.35,$4.96,$5.37,$6.70
Dividend Per Share,$1.20,$1.44,$1.60,$1.68,$1.78,$1.80
Payout Ratio,38.35%,37.65%,37.62%,26.64%,28.53%,23.07%
EBITDA,608.8,609.4,776.4,1081.8,1184.7,1429.6
EBITA,525.2,509.4,680.9,981.2,1079.0,1322.7
EBIT,509.8,486.6,650.5,952.8,1035.7,1273.8
EBITDAR,700.2,700.4,865.8,1200.3,1303.8,
Effective Tax Rate,28.1%,5.3%,21.9%,21.6%,24.1%,24.7%
Normalized Net Income,298.0,282.8,379.6,563.2,607.3,753.2
Interest on Long-Term Debt,,,,0.2,0.2,
Foreign Sales,303.4,281.1,298.1,300.7,341.7,
