Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.67%,7.46%,2.79%,(66.44%),(72.03%)
Total Revenues,6.67%,7.46%,2.79%,(66.44%),(72.03%)
Cost Of Revenues,9.95%,(33.86%),4.34%,(67.56%),(65.14%)
Gross Profit,(0.11%),101.65%,1.64%,(65.58%),(75.59%)
Selling General & Admin Expenses,(7.70%),1.76%,14.94%,(9.20%),(28.04%)
R&D Expenses,,,16.98%,(12.88%),(34.99%)
Total Operating Expenses,(7.70%),207.41%,16.30%,(11.67%),(32.91%)
Operating Income,8.35%,1.30%,(40.59%),,
Interest Expense,-2.73%,(2.01%),-0.40%,(50.32%),(67.98%)
Net Interest Expenses,-2.73%,(2.01%),-0.40%,(50.32%),(67.98%)
Other Non Operating Income (Expenses),675.09%,,-42.87%,(37.42%),(64.06%)
"EBT, Excl. Unusual Items",24.86%,(13.74%),(56.17%),,"(1,164.36%)"
"EBT, Incl. Unusual Items",15.11%,5.51%,(49.89%),,"(1,129.35%)"
Income Tax Expense,47.77%,(55.10%),(38.55%),,(129.70%)
Earnings From Continuing Operations,3.39%,36.60%,(51.80%),,"(1,165.36%)"
Net Income to Company,0.29%,38.37%,(52.56%),,"(1,132.19%)"
Minority Interest,(16.82%),(0.31%),-22.91%,-69.65%,-76.44%
Net Income,(0.01%),39.17%,(53.01%),,"(1,090.52%)"
Preferred Dividend and Other Adjustments,,,,,70.87%
NI to Common Incl Extra Items,(0.01%),39.17%,(53.01%),,"(1,102.32%)"
NI to Common Excl. Extra Items,3.14%,37.36%,(52.24%),,"(1,133.64%)"
Revenue Per Share,6.96%,8.07%,3.19%,(68.26%),(74.54%)
Basic EPS,0.68%,39.36%,(52.97%),,(994.49%)
Basic EPS - Continuing Ops,3.87%,38.64%,(52.06%),,"(1,023.00%)"
Basic Weighted Average Shares Outst.,(0.24%),(0.60%),(0.39%),5.72%,9.85%
Diluted EPS,1.52%,39.80%,(52.98%),,(989.71%)
Diluted EPS - Continuing Ops,4.76%,37.50%,(52.07%),,"(1,017.96%)"
Diluted Weighted Average Shares Outst.,(1.57%),(0.29%),(0.47%),4.94%,9.85%
Normalized Basic EPS,25.19%,(13.76%),(56.78%),,(984.84%)
Normalized Diluted EPS,27.66%,(13.63%),(56.61%),,(984.84%)
Dividend Per Share,7.69%,0.00%,0.00%,(75.00%),(100.00%)
Payout Ratio,7.30%,(28.51%),112.04%,,-99.38%
EBITDA,0.06%,(2.05%),(33.00%),,
EBITA,(0.63%),(3.12%),(36.80%),,
EBIT,8.35%,1.30%,(40.59%),,
EBITDAR,0.86%,(2.23%),(32.05%),,
Effective Tax Rate,28.39%,(57.45%),22.63%,(82.84%),(81.32%)
Normalized Net Income,25.02%,(13.99%),(56.86%),,"(1,091.72%)"
Interest Capitalized,(19.77%),(20.81%),(42.37%),(50.68%),
Interest on Long-Term Debt,,,,"6,225.83%",
R&D Expense From Footnotes,398.86%,25.13%,16.98%,(10.00%),(32.69%)
Foreign Sales,6.71%,11.63%,5.89%,(73.87%),
