Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3161.0,3146.0,2984.0,2945.0,2548.0,2651.0
Total Revenues,3161.0,3146.0,2984.0,2945.0,2548.0,2651.0
Cost Of Revenues,2705.0,2655.0,2573.0,2619.0,2303.0,2386.0
Gross Profit,456.0,491.0,411.0,326.0,245.0,265.0
Selling General & Admin Expenses,210.0,211.0,188.0,205.0,183.0,174.0
Total Operating Expenses,212.0,214.0,190.0,211.0,184.0,175.0
Operating Income,244.0,277.0,221.0,115.0,61.0,90.0
Interest Expense,(18.0),(21.0),(14.0),(13.0),(16.0),(16.0)
Interest And Investment Income,6.0,5.0,7.0,4.0,5.0,5.0
Net Interest Expenses,(12.0),(16.0),(7.0),(9.0),(11.0),(11.0)
"EBT, Excl. Unusual Items",234.0,268.0,227.0,112.0,56.0,84.0
"EBT, Incl. Unusual Items",161.0,223.0,216.0,106.0,(20.0),42.0
Income Tax Expense,30.0,48.0,43.0,24.0,28.0,35.0
Earnings From Continuing Operations,131.0,175.0,173.0,82.0,(48.0),7.0
Earnings Of Discontinued Operations,(40.0),17.0,1.0,(1.0),,
Net Income to Company,91.0,192.0,174.0,81.0,(48.0),7.0
Minority Interest,(16.0),(16.0),(10.0),(11.0),(8.0),(12.0)
Net Income,75.0,176.0,164.0,70.0,(56.0),(5.0)
NI to Common Incl Extra Items,75.0,176.0,164.0,70.0,(56.0),(5.0)
NI to Common Excl. Extra Items,115.0,159.0,163.0,71.0,(56.0),(5.0)
Revenue Per Share,$90.31,$99.56,$101.15,$104.80,$91.33,$95.02
Basic EPS,$2.14,$5.57,$5.56,$2.49,($2.01),($0.18)
Basic EPS - Continuing Ops,$3.29,$5.03,$5.53,$2.53,($2.01),($0.18)
Basic Weighted Average Shares Outst.,35.0,31.6,29.5,28.1,27.9,27.9
Diluted EPS,$2.12,$5.47,$5.52,$2.48,($2.01),($0.19)
Diluted EPS - Continuing Ops,$3.25,$4.94,$5.49,$2.52,($2.01),($0.19)
Diluted Weighted Average Shares Outst.,35.4,32.2,29.7,28.2,27.9,27.9
Normalized Basic EPS,$3.72,$4.79,$4.47,$2.10,$0.97,$1.45
Normalized Diluted EPS,$3.68,$4.70,$4.44,$2.09,$0.97,$1.45
EBITDA,324.0,360.0,305.0,206.0,156.0,187.0
EBITA,259.0,290.0,236.0,131.0,75.0,104.0
EBIT,244.0,277.0,221.0,115.0,61.0,90.0
EBITDAR,359.0,,,243.0,194.0,
Effective Tax Rate,18.6%,21.5%,19.9%,22.6%,NM,83.3%
Normalized Net Income,130.3,151.5,131.9,59.0,27.0,40.5
R&D Expense From Footnotes,399.0,386.0,432.0,440.0,335.0,315.0
Foreign Sales,2562.0,2577.0,2210.0,2194.0,1924.0,
