Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1329.3,1474.7,1653.3,1646.0,1650.1,1730.7
Total Revenues,1329.3,1474.7,1653.3,1646.0,1650.1,1730.7
Cost Of Revenues,618.4,679.5,770.8,786.3,795.2,827.0
Gross Profit,710.9,795.2,882.5,859.8,854.9,903.6
Selling General & Admin Expenses,345.1,363.2,391.0,372.7,360.8,367.6
R&D Expenses,59.6,59.2,63.1,67.6,72.2,74.7
Total Operating Expenses,404.7,422.5,454.1,440.3,433.0,442.3
Operating Income,306.2,372.7,428.4,419.5,421.9,461.3
Interest Expense,(17.6),(16.2),(14.4),(13.1),(11.3),(11.2)
Net Interest Expenses,(17.6),(16.2),(14.4),(13.1),(11.3),(11.2)
Currency Exchange Gains (Loss),(1.0),2.0,(3.0),(2.0),(2.0),(2.0)
Other Non Operating Income (Expenses),1.1,0.6,(0.3),1.5,1.2,5.4
"EBT, Excl. Unusual Items",288.7,359.1,410.8,405.9,409.9,453.5
"EBT, Incl. Unusual Items",96.7,347.1,410.8,405.9,374.7,418.3
Income Tax Expense,56.0,94.7,69.7,62.0,44.2,55.0
Earnings From Continuing Operations,40.7,252.4,341.1,343.9,330.5,363.3
Net Income to Company,40.7,252.4,341.1,343.9,330.5,363.3
Net Income,40.7,252.4,341.1,343.9,330.5,363.3
NI to Common Incl Extra Items,40.7,252.4,341.1,343.9,330.5,363.3
NI to Common Excl. Extra Items,40.7,252.4,341.1,343.9,330.5,363.3
Revenue Per Share,$7.97,$8.78,$9.88,$9.89,$9.85,$10.32
Basic EPS,$0.24,$1.50,$2.04,$2.06,$1.97,$2.17
Basic EPS - Continuing Ops,$0.24,$1.50,$2.04,$2.06,$1.97,$2.17
Basic Weighted Average Shares Outst.,166.9,167.9,167.4,166.5,167.5,167.7
Diluted EPS,$0.24,$1.45,$1.97,$2.00,$1.92,$2.11
Diluted EPS - Continuing Ops,$0.24,$1.45,$1.97,$2.00,$1.92,$2.11
Diluted Weighted Average Shares Outst.,170.9,174.3,173.2,171.6,172.0,172.3
Normalized Basic EPS,$1.08,$1.34,$1.53,$1.52,$1.53,$1.69
Normalized Diluted EPS,$1.06,$1.29,$1.48,$1.48,$1.49,$1.64
Dividend Per Share,$0.45,$0.49,$0.56,$0.66,$0.71,$0.73
Payout Ratio,180.54%,31.88%,26.05%,30.96%,35.40%,32.83%
EBITDA,354.5,418.3,476.2,468.4,477.3,518.1
EBITA,324.0,387.5,444.0,435.0,438.6,478.2
EBIT,306.2,372.7,428.4,419.5,421.9,461.3
EBITDAR,362.3,,,,488.4,
Effective Tax Rate,57.9%,27.3%,17.0%,15.3%,11.8%,13.1%
Normalized Net Income,180.4,224.4,256.7,253.7,256.2,283.4
R&D Expense From Footnotes,59.6,59.2,63.1,67.6,72.2,74.7
Foreign Sales,643.3,731.7,847.3,805.0,767.1,
