Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.59%,13.00%,8.33%,5.74%,0.00%
Total Revenues,3.59%,13.00%,8.33%,5.74%,0.00%
Operations And Maintenance,2.83%,3.47%,4.37%,(3.78%),0.00%
Depreciation & Amortization,(13.21%),(0.69%),21.68%,9.49%,0.00%
Other Operating Expenses,5.70%,19.15%,8.22%,6.09%,0.00%
Total Operating Expenses,2.67%,14.14%,8.93%,4.95%,0.00%
Operating Income,10.34%,5.20%,3.93%,11.81%,0.00%
"Interest Expense, Total",(5.98%),(23.84%),(12.99%),(2.06%),0.00%
Interest and Investment Income,50.73%,119.16%,4.06%,(36.83%),0.00%
Net Interest Expenses,(4.83%),(20.31%),(13.59%),(4.46%),0.00%
Allow. For Equity Funds Used For Const.,,,14.72%,13.53%,0.00%
Other Non-Operating Inc. (Exp.),36.13%,,,(67.53%),0.00%
"EBT, Excl. Unusual Items",13.00%,(4.36%),8.97%,10.26%,0.00%
"EBT, Incl. Unusual Items",11.88%,(6.06%),12.05%,11.76%,0.00%
Income Tax Expense,(17.05%),(5.23%),(9.18%),17.37%,0.00%
Earnings From Continuing Operations,26.71%,(6.34%),19.26%,10.31%,0.00%
Net Income to Company,26.71%,(6.34%),19.26%,10.31%,0.00%
Minority Interest,-90.04%,,,(145.70%),0.00%
Net Income,27.49%,(5.97%),17.37%,8.60%,0.00%
NI to Common Incl Extra Items,27.49%,(5.97%),17.37%,8.60%,0.00%
NI to Common Excl. Extra Items,27.49%,(5.97%),17.37%,8.60%,0.00%
Revenue Per Share,2.52%,9.67%,(1.31%),2.42%,0.00%
Basic EPS,26.29%,(8.70%),6.88%,5.30%,0.00%
Basic EPS - Continuing Ops,26.29%,(8.70%),6.88%,5.30%,0.00%
Basic Weighted Average Shares Outst.,1.04%,3.03%,9.77%,3.23%,0.00%
Diluted EPS,27.04%,(8.91%),7.07%,5.08%,0.00%
Diluted EPS - Continuing Ops,27.04%,(8.91%),7.07%,5.08%,0.00%
Diluted Weighted Average Shares Outst.,0.37%,3.09%,9.77%,3.25%,0.00%
Normalized Basic EPS,12.44%,(6.82%),(2.78%),4.74%,0.00%
Normalized Diluted EPS,13.13%,(6.93%),(2.59%),4.60%,0.00%
Dividend Per Share,9.94%,5.93%,4.61%,4.40%,0.00%
Payout Ratio,(13.27%),15.70%,(1.29%),(0.48%),0.00%
EBITDA,(1.30%),2.64%,11.39%,10.75%,0.00%
EBITA,9.88%,5.74%,4.44%,11.23%,0.00%
EBIT,10.34%,5.20%,3.93%,11.81%,0.00%
EBITDAR,0.21%,,,11.06%,
Effective Tax Rate,(25.86%),0.87%,(18.95%),5.00%,0.00%
Normalized Net Income,13.73%,(3.91%),6.80%,8.07%,0.00%
Interest Capitalized,41.79%,95.92%,39.64%,(29.75%),
Interest on Long-Term Debt,,,,8.82%,
Foreign Sales,(0.11%),5.74%,5.28%,6.67%,
