Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,731.6,788.5,848.6,900.4,913.2,908.8
Total Revenues,731.6,788.5,848.6,900.4,913.2,908.8
Cost Of Revenues,339.2,361.9,380.8,417.2,422.9,421.4
Gross Profit,392.4,426.6,467.8,483.2,490.4,487.4
Selling General & Admin Expenses,229.8,264.4,292.7,334.0,326.6,334.2
R&D Expenses,89.9,89.9,98.8,106.2,100.1,104.3
Total Operating Expenses,322.5,357.6,396.4,445.4,429.6,441.3
Operating Income,69.9,69.0,71.4,37.8,60.7,46.1
Interest Expense,(10.6),(12.1),(15.9),(20.6),(17.3),(18.2)
Interest And Investment Income,0.6,1.0,2.0,2.8,1.7,1.3
Net Interest Expenses,(10.0),(11.1),(13.9),(17.8),(15.6),(17.0)
Currency Exchange Gains (Loss),(0.9),1.6,(0.9),,(1.1),(1.1)
Other Non Operating Income (Expenses),0.0,0.0,(0.0),1.3,1.1,(0.6)
"EBT, Excl. Unusual Items",59.1,59.4,56.6,21.2,45.1,27.4
"EBT, Incl. Unusual Items",57.4,58.3,44.6,10.6,21.6,16.8
Income Tax Expense,11.9,(15.3),(0.2),(1.3),13.9,13.9
Earnings From Continuing Operations,45.4,73.6,44.8,11.9,7.7,2.9
Net Income to Company,45.4,73.6,44.8,11.9,7.7,2.9
Net Income,45.4,73.6,44.8,11.9,7.7,2.9
NI to Common Incl Extra Items,45.4,73.6,44.8,11.9,7.7,2.9
NI to Common Excl. Extra Items,45.4,73.6,44.8,11.9,7.7,2.9
Revenue Per Share,$15.86,$16.90,$17.98,$18.88,$18.95,$18.93
Basic EPS,$0.98,$1.58,$0.95,$0.25,$0.16,$0.06
Basic EPS - Continuing Ops,$0.98,$1.58,$0.95,$0.25,$0.16,$0.06
Basic Weighted Average Shares Outst.,46.1,46.7,47.2,47.7,48.2,48.0
Diluted EPS,$0.96,$1.54,$0.93,$0.25,$0.16,$0.06
Diluted EPS - Continuing Ops,$0.96,$1.54,$0.93,$0.25,$0.16,$0.06
Diluted Weighted Average Shares Outst.,47.3,47.8,48.0,48.3,48.7,48.4
Normalized Basic EPS,$0.80,$0.80,$0.75,$0.28,$0.59,$0.36
Normalized Diluted EPS,$0.78,$0.78,$0.74,$0.27,$0.58,$0.35
Dividend Per Share,$0.48,$0.48,$0.48,$0.48,$0.12,$0.00
Payout Ratio,50.24%,31.33%,51.99%,198.24%,77.23%,0.00%
EBITDA,132.1,130.1,134.4,102.7,121.8,105.8
EBITA,112.3,112.3,118.5,87.8,102.6,87.8
EBIT,69.9,69.0,71.4,37.8,60.7,46.1
EBITDAR,143.8,146.2,156.6,131.1,164.1,
Effective Tax Rate,20.8%,NM,NM,NM,64.3%,82.7%
Normalized Net Income,36.9,37.1,35.4,13.2,28.2,17.1
R&D Expense From Footnotes,98.2,102.7,115.4,126.9,136.1,140.3
Foreign Sales,70.5,81.6,121.2,125.1,141.0,
