Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9.17%,9.65%,27.10%,(35.01%),(30.58%)
Other Revenues,9.08%,5.14%,17.82%,(24.40%),(1.84%)
Total Revenues,9.16%,9.41%,26.63%,(34.50%),(29.19%)
Cost Of Revenues,8.66%,7.82%,18.86%,(43.15%),(45.63%)
Gross Profit,9.56%,10.64%,32.50%,(28.64%),(17.70%)
Selling General & Admin Expenses,13.99%,9.78%,34.04%,(20.23%),(22.96%)
Depreciation & Amortization,10.85%,5.73%,20.26%,1.61%,0.82%
Other Operating Expense/(Income),(0.94%),21.86%,37.31%,(28.71%),(26.85%)
Total Operating Expenses,7.84%,12.99%,32.45%,(19.43%),(19.94%)
Operating Income,14.95%,3.76%,32.64%,(58.05%),(9.31%)
Interest Expense,-18.61%,(17.95%),(16.30%),-2.94%,(3.75%)
Interest And Investment Income,(38.60%),104.68%,(50.07%),2.26%,(10.09%)
Net Interest Expenses,-18.33%,(17.03%),(17.53%),-2.98%,(3.88%)
Other Non Operating Income (Expenses),,50.00%,(58.70%),"4,371.93%",392.50%
"EBT, Excl. Unusual Items",94.80%,(9.39%),51.89%,,(25.46%)
"EBT, Incl. Unusual Items","2,102.79%",(9.40%),30.38%,,
Income Tax Expense,,"1,194.74%",10.31%,,
Earnings From Continuing Operations,(19.12%),(31.72%),37.43%,,
Earnings Of Discontinued Operations,(89.93%),(98.38%),,,
Net Income to Company,(54.93%),(39.25%),37.02%,,
Net Income,(54.93%),(39.25%),37.02%,,
NI to Common Incl Extra Items,(54.93%),(39.25%),37.02%,,
NI to Common Excl. Extra Items,(19.12%),(31.72%),37.43%,,
Revenue Per Share,8.72%,9.97%,27.66%,(34.52%),(29.15%)
Basic EPS,(55.11%),(39.05%),37.54%,,
Basic EPS - Continuing Ops,(19.26%),(31.33%),38.92%,,
Basic Weighted Average Shares Outst.,0.39%,(0.48%),(0.81%),0.04%,(0.06%)
Diluted EPS,(55.21%),(38.84%),38.00%,,
Diluted EPS - Continuing Ops,(19.44%),(31.03%),38.00%,,
Diluted Weighted Average Shares Outst.,0.38%,(0.48%),(0.98%),(0.38%),0.01%
Normalized Basic EPS,95.12%,(9.28%),53.62%,,(25.41%)
Normalized Diluted EPS,93.99%,(8.84%),52.98%,,(25.47%)
Dividend Per Share,,53.33%,17.39%,,
Payout Ratio,,260.66%,(14.58%),,
EBITDA,13.33%,4.52%,27.78%,(36.02%),(4.28%)
EBITA,13.64%,3.45%,35.24%,(56.56%),(15.38%)
EBIT,14.95%,3.76%,32.64%,(58.05%),(9.31%)
EBITDAR,6.23%,8.16%,50.26%,(30.34%),
Effective Tax Rate,,"1,329.37%",(15.37%),(3.52%),35.99%
Normalized Net Income,94.80%,(9.39%),51.89%,,(25.46%)
Interest on Long-Term Debt,(27.36%),17.25%,20.75%,(6.11%),
