Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1339.7,1419.3,1498.6,1240.5,1169.1,1196.7
Total Revenues,1339.7,1419.3,1498.6,1240.5,1169.1,1196.7
Fuel & Purchased Power,339.9,396.9,407.5,390.7,358.6,390.0
Operations And Maintenance,340.9,344.1,340.5,264.3,252.0,257.3
Depreciation & Amortization,195.8,177.5,205.6,202.0,217.8,222.4
Other Operating Expenses,249.0,271.7,341.2,196.0,181.2,185.7
Total Operating Expenses,1125.6,1190.2,1294.8,1053.0,1009.6,1055.4
Operating Income,214.1,229.1,203.8,187.5,159.5,141.3
"Interest Expense, Total",(70.3),(67.8),(67.9),(64.9),(65.6),(67.0)
Interest and Investment Income,,1.8,0.5,4.4,1.6,1.6
Net Interest Expenses,(70.3),(66.0),(67.4),(60.5),(64.0),(65.4)
Allow. For Equity Funds Used For Const.,,1.2,1.2,2.3,1.9,1.9
Other Non-Operating Inc. (Exp.),3.0,(0.1),0.6,2.2,2.2,4.5
"EBT, Excl. Unusual Items",165.3,186.7,155.7,153.2,121.7,104.0
Impairment of Goodwill,(3.3),,,,,
Gain (Loss) on Sale of Assets,,(0.5),0.9,25.7,0.4,0.4
Other Unusual Items,13.6,0.7,2.0,,,
"EBT, Incl. Unusual Items",175.6,186.9,158.6,178.9,122.1,104.4
Income Tax Expense,19.8,14.7,(15.5),(6.6),(39.5),(36.1)
Earnings From Continuing Operations,155.8,172.2,174.1,185.5,161.6,140.5
Net Income to Company,155.8,172.2,174.1,185.5,161.6,140.5
Minority Interest,(0.5),,,0.1,12.6,19.2
Net Income,155.3,172.2,174.1,185.6,174.2,159.7
NI to Common Incl Extra Items,155.3,172.2,174.1,185.6,174.2,159.7
NI to Common Excl. Extra Items,155.3,172.2,174.1,185.6,174.2,159.7
Revenue Per Share,$27.17,$27.94,$29.21,$24.04,$22.53,$23.01
Basic EPS,$3.15,$3.39,$3.39,$3.60,$3.36,$3.07
Basic EPS - Continuing Ops,$3.15,$3.39,$3.39,$3.60,$3.36,$3.07
Basic Weighted Average Shares Outst.,49.3,50.8,51.3,51.6,51.9,52.0
Diluted EPS,$3.14,$3.38,$3.38,$3.59,$3.35,$3.06
Diluted EPS - Continuing Ops,$3.14,$3.38,$3.38,$3.59,$3.35,$3.06
Diluted Weighted Average Shares Outst.,49.5,51.0,51.5,51.7,51.9,52.0
Normalized Basic EPS,$2.09,$2.30,$1.90,$1.86,$1.71,$1.62
Normalized Diluted EPS,$2.08,$2.29,$1.89,$1.85,$1.71,$1.62
Dividend Per Share,$2.08,$2.14,$2.24,$2.35,$2.47,$2.47
Payout Ratio,66.13%,63.12%,66.05%,65.41%,73.59%,80.84%
EBITDA,392.7,387.6,389.9,388.2,376.3,362.9
EBITA,197.0,205.5,180.2,178.5,150.8,141.3
EBIT,214.1,229.1,203.8,187.5,159.5,141.3
EBITDAR,409.8,,,397.6,384.6,
Effective Tax Rate,11.3%,7.9%,NM,NM,NM,NM
Normalized Net Income,102.8,116.7,97.3,95.9,88.7,84.2
