Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13.52%,10.42%,5.35%,11.56%,14.73%
Total Revenues,13.52%,10.42%,5.35%,11.56%,14.73%
Cost Of Revenues,18.38%,12.16%,7.67%,7.32%,11.32%
Gross Profit,8.17%,8.32%,2.47%,17.12%,19.05%
Selling General & Admin Expenses,15.43%,4.21%,0.50%,1.37%,6.23%
R&D Expenses,2.96%,(9.58%),9.29%,7.97%,7.96%
Total Operating Expenses,13.29%,2.06%,1.72%,2.35%,6.49%
Operating Income,(1.65%),22.17%,3.85%,43.83%,39.58%
Interest Expense,(2.62%),-9.60%,(96.99%),(10.40%),-59.67%
Interest And Investment Income,(46.84%),41.91%,(14.88%),(17.49%),(15.88%)
Net Interest Expenses,(51.47%),-27.46%,(172.87%),(16.30%),-64.16%
Currency Exchange Gains (Loss),,(84.68%),,-32.56%,-32.16%
"EBT, Excl. Unusual Items",0.01%,21.79%,2.44%,44.62%,41.94%
"EBT, Incl. Unusual Items",3.97%,19.19%,3.62%,39.92%,37.48%
Income Tax Expense,5.36%,(12.17%),(2.46%),40.99%,44.01%
Earnings From Continuing Operations,3.21%,36.73%,5.80%,39.57%,35.38%
Net Income to Company,3.21%,36.73%,5.80%,39.57%,35.38%
Net Income,3.21%,36.73%,5.80%,39.57%,35.38%
NI to Common Incl Extra Items,3.21%,36.73%,5.80%,39.57%,35.38%
NI to Common Excl. Extra Items,3.21%,36.73%,5.80%,39.57%,35.38%
Revenue Per Share,14.94%,13.43%,8.85%,14.16%,17.39%
Basic EPS,4.30%,40.52%,9.31%,42.61%,38.53%
Basic EPS - Continuing Ops,4.30%,40.52%,9.31%,42.61%,38.53%
Basic Weighted Average Shares Outst.,(1.24%),(2.68%),(3.20%),(2.29%),(2.27%)
Diluted EPS,4.30%,40.21%,9.56%,43.29%,38.98%
Diluted EPS - Continuing Ops,4.30%,40.21%,9.56%,43.29%,38.98%
Diluted Weighted Average Shares Outst.,(1.08%),(2.58%),(3.48%),(2.40%),(2.28%)
Normalized Basic EPS,1.00%,25.01%,5.60%,47.88%,45.24%
Normalized Diluted EPS,0.96%,24.82%,6.09%,48.04%,45.25%
Dividend Per Share,15.71%,7.41%,4.60%,1.10%,0.00%
Payout Ratio,9.54%,(21.11%),(4.76%),(27.99%),
EBITDA,2.07%,21.12%,2.65%,36.12%,33.20%
EBITA,(1.58%),21.16%,3.44%,42.84%,35.58%
EBIT,(1.65%),22.17%,3.85%,43.83%,39.58%
EBITDAR,,,,34.88%,
Effective Tax Rate,1.32%,(26.31%),(5.87%),0.76%,4.75%
Normalized Net Income,0.01%,21.79%,2.44%,44.62%,41.94%
Interest Capitalized,260.00%,122.22%,(10.00%),255.56%,
Interest on Long-Term Debt,,,,155.66%,
R&D Expense From Footnotes,2.96%,(9.58%),13.98%,7.87%,7.87%
Foreign Sales,37.99%,(0.24%),(1.60%),3.54%,
