Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,908.3,972.4,1133.6,1292.9,1216.1,1248.2
Total Revenues,908.3,972.4,1133.6,1292.9,1216.1,1248.2
Cost Of Revenues,633.9,643.4,716.8,802.5,750.6,771.1
Gross Profit,274.4,329.0,416.8,490.4,465.5,477.1
Selling General & Admin Expenses,96.4,106.5,132.5,163.3,149.8,151.3
R&D Expenses,17.6,19.8,21.5,19.7,22.6,23.0
Total Operating Expenses,114.0,126.3,154.0,183.0,172.4,174.3
Operating Income,160.4,202.7,262.8,307.4,293.1,302.8
Interest Expense,(19.3),(18.1),(33.2),(54.6),(47.1),(47.7)
Interest And Investment Income,1.4,2.3,3.4,7.7,4.9,4.0
Net Interest Expenses,(17.9),(15.8),(29.8),(46.9),(42.2),(43.7)
Currency Exchange Gains (Loss),2.9,(1.2),(2.0),(0.2),5.8,4.8
Other Non Operating Income (Expenses),0.3,0.8,2.6,4.7,(0.2),0.3
"EBT, Excl. Unusual Items",145.7,186.5,233.6,265.0,256.5,264.2
"EBT, Incl. Unusual Items",87.0,174.8,221.8,227.9,235.1,241.7
Income Tax Expense,42.6,29.6,40.0,44.2,53.7,56.9
Earnings From Continuing Operations,44.4,145.2,181.8,183.7,181.4,184.8
Net Income to Company,44.4,145.2,181.8,183.7,181.4,184.8
Minority Interest,(9.2),(18.7),(12.7),,,
Net Income,35.2,126.5,169.1,183.7,181.4,184.8
NI to Common Incl Extra Items,35.2,126.5,169.1,183.7,181.4,184.8
NI to Common Excl. Extra Items,35.2,126.5,169.1,183.7,181.4,184.8
Revenue Per Share,$21.57,$23.08,$26.97,$30.93,$29.42,$30.43
Basic EPS,$0.84,$3.00,$4.02,$4.39,$4.39,$4.51
Basic EPS - Continuing Ops,$0.84,$3.00,$4.02,$4.39,$4.39,$4.51
Basic Weighted Average Shares Outst.,42.1,42.1,42.0,41.8,41.3,41.0
Diluted EPS,$0.83,$2.97,$3.97,$4.35,$4.37,$4.49
Diluted EPS - Continuing Ops,$0.83,$2.97,$3.97,$4.35,$4.37,$4.49
Diluted Weighted Average Shares Outst.,42.3,42.5,42.6,42.2,41.5,41.2
Normalized Basic EPS,$1.94,$2.32,$3.17,$3.96,$3.88,$4.03
Normalized Diluted EPS,$1.94,$2.30,$3.13,$3.92,$3.86,$4.00
EBITDA,199.2,243.1,319.8,392.4,393.3,405.7
EBITA,163.1,205.1,275.1,336.1,325.7,335.5
EBIT,160.4,202.7,262.8,307.4,293.1,302.8
EBITDAR,216.6,,,416.3,414.6,
Effective Tax Rate,49.0%,16.9%,18.0%,19.4%,22.8%,23.5%
Normalized Net Income,81.9,97.9,133.3,165.6,160.3,165.1
Interest Capitalized,1.7,0.3,1.1,1.6,0.8,
Interest on Long-Term Debt,13.8,18.4,34.3,56.2,47.9,
R&D Expense From Footnotes,17.6,19.8,21.5,19.7,22.6,23.0
Foreign Sales,310.5,972.4,1133.6,1292.9,1216.1,
