Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,14.65%,(6.59%),(7.97%),12.90%,22.59%
Total Interest And Dividend Income,84.21%,78.57%,5.60%,(42.42%),(53.13%)
Other Revenues,(3.34%),(21.88%),,,0.00%
Total Revenues,14.23%,(6.69%),(9.94%),12.45%,22.08%
Policy Benefits,15.56%,(11.34%),(8.14%),13.77%,23.35%
Depreciation & Amortization,(1.44%),(27.74%),(10.10%),(1.12%),20.24%
Selling General & Admin Expenses,14.92%,(16.87%),(3.75%),11.93%,22.01%
Other Operating Expenses,20.00%,(9.76%),(98.65%),416.67%,400.00%
Total Operating Expenses,15.43%,(11.83%),(10.09%),13.77%,23.57%
Operating Income,(51.31%),659.06%,(7.69%),(6.90%),(0.48%)
"Interest Expense, Total",(16.83%),-2.54%,-24.35%,(17.24%),(30.59%)
"EBT, Excl. Unusual Items",(48.29%),863.21%,(6.27%),(9.09%),(3.25%)
Other Unusual Items,,(57.14%),,,
"EBT, Incl. Unusual Items",,,(2.70%),(1.13%),4.97%
Income Tax Expense,,,(19.52%),22.55%,16.94%
Earnings From Continuing Operations,,,4.24%,(8.68%),0.84%
Net Income to Company,,,4.24%,(8.68%),0.84%
Net Income,,,4.24%,(8.68%),0.84%
NI to Common Incl Extra Items,,,4.24%,(8.68%),0.84%
NI to Common Excl. Extra Items,,,4.24%,(8.68%),0.84%
Revenue Per Share,12.21%,(13.87%),(11.54%),18.55%,29.08%
Basic EPS,,,2.41%,(3.74%),6.62%
Basic EPS - Continuing Ops,,,2.41%,(3.74%),6.62%
Basic Weighted Average Shares Outst.,1.81%,8.33%,1.80%,(5.14%),(5.43%)
Diluted EPS,,,8.11%,(2.09%),6.95%
Diluted EPS - Continuing Ops,,,8.11%,(2.09%),6.95%
Diluted Weighted Average Shares Outst.,0.36%,18.09%,(3.60%),(6.70%),(5.72%)
Normalized Basic EPS,(49.15%),792.64%,(7.89%),(4.20%),2.30%
Normalized Diluted EPS,(48.48%),718.93%,(2.75%),(2.60%),2.62%
EBITDA,(42.04%),435.14%,(7.41%),(7.09%),0.64%
EBITA,(46.75%),540.00%,(7.81%),(7.06%),(0.76%)
EBIT,(51.31%),659.06%,(7.69%),(6.90%),(0.48%)
EBITDAR,(33.56%),320.88%,(9.28%),(7.41%),
Effective Tax Rate,(78.11%),,(17.29%),23.94%,11.39%
Normalized Net Income,(48.29%),863.21%,(6.27%),(9.09%),(3.25%)
Interest on Long-Term Debt,16.83%,,,0.00%,
