Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,537.3,563.2,517.8,472.4,422.3,432.6
Other Revenue,12.3,10.0,13.3,14.2,11.6,11.3
Total Revenues,549.6,573.2,531.1,486.6,433.9,443.9
Property Expenses,165.2,184.9,159.8,155.4,153.6,155.5
Selling General & Admin Exp.,26.6,28.1,25.0,35.9,37.4,45.7
Depreciation & Amortization,162.5,167.1,161.8,135.7,149.9,151.8
Other Operating Expenses,0.7,0.4,(0.4),(0.1),(1.1),(1.1)
Total Operating Expenses,355.0,380.5,346.3,327.0,339.8,351.9
Operating Income,194.5,192.7,184.9,159.7,94.1,92.1
Total Interest Expense,(86.0),(80.3),(63.3),(57.9),(61.6),(63.7)
Interest and Investment Income,2.6,7.9,2.4,1.5,,0.2
Net Interest Expenses,(83.4),(72.4),(61.0),(56.4),(61.6),(63.5)
Other Non Operating Income,1.0,,,9.7,6.4,13.8
"EBT, Excl. Unusual Items",132.7,147.3,149.0,133.8,78.2,58.6
Gain (Loss) on Sale of Assets,100.7,218.6,207.9,189.9,65.4,61.0
Asset Writedown,(0.1),(15.3),(10.1),(0.1),(24.2),(24.4)
Other Unusual Items,2.0,,,,,
"EBT, Incl. Unusual Items",283.7,350.7,346.7,323.6,119.4,95.1
Income Tax Expense,6.9,(0.0),1.4,1.0,0.5,0.5
Earnings From Continuing Operations,276.8,350.7,345.3,322.6,119.0,94.6
Net Income to Company,276.8,350.7,345.3,322.6,119.0,94.6
Minority Interest,(37.9),(15.4),(17.7),(7.1),(6.8),(7.0)
Net Income,238.9,335.3,327.6,315.4,112.1,87.6
NI to Common Incl Extra Items,238.9,335.3,327.6,315.4,112.1,87.6
NI to Common Excl. Extra Items,238.9,335.3,327.6,315.4,112.1,87.6
Revenue Per Share,$4.36,$4.49,$4.16,$3.81,$3.41,$3.50
Basic EPS,$1.90,$2.62,$2.57,$2.47,$0.88,$0.69
Basic EPS - Continuing Ops,$1.90,$2.62,$2.57,$2.47,$0.88,$0.69
Basic Weighted Average Shares Outst.,126.0,127.8,127.7,127.8,127.3,127.0
Diluted EPS,$1.87,$2.60,$2.55,$2.44,$0.88,$0.69
Diluted EPS - Continuing Ops,$1.87,$2.60,$2.55,$2.44,$0.88,$0.69
Diluted Weighted Average Shares Outst.,128.6,130.1,128.4,130.1,128.2,127.9
Normalized Basic EPS,$0.36,$0.60,$0.59,$0.60,$0.33,$0.23
Normalized Diluted EPS,$0.35,$0.59,$0.59,$0.59,$0.33,$0.23
Dividend Per Share,$1.46,$1.54,$1.58,$1.58,$0.94,$0.84
Payout Ratio,77.47%,58.98%,61.90%,64.45%,107.00%,
FFO,291.7,308.5,307.9,271.6,212.2,217.0
FFO Payout Ratio %,63.47%,64.10%,65.85%,74.85%,56.55%,
FFO (Diluted),293.7,311.6,307.9,273.7,213.9,218.7
AFFO,291.7,308.5,307.9,271.6,212.2,
Funds Available for Distribution,291.7,308.5,307.9,271.6,212.2,
FFO Per Share (Basic),$2.31,$2.41,$2.41,$2.12,$1.67,$1.71
FFO Shares (Basic),126.0,127.8,127.7,127.8,127.3,127.0
FFO Per Share (Diluted),$2.28,$2.40,$2.40,$2.10,$1.65,$1.69
FFO Shares (Diluted),128.6,130.1,128.4,130.1,129.6,129.3
Adjusted FFO Per Share (Basic),$2.31,$2.41,$2.41,$2.12,$1.67,
Adjusted FFO Per Share (Diluted),$2.27,$2.37,$2.40,$2.09,$1.64,
EBITDA,354.0,355.0,333.2,290.4,235.8,232.6
EBITA,209.4,208.9,201.2,169.7,105.3,92.1
EBIT,194.5,192.7,184.9,159.7,94.1,92.1
EBITDAR,330.0,330.8,313.5,266.7,212.9,
Effective Tax Rate,2.4%,NM,0.4%,0.3%,0.4%,0.5%
Normalized Net Income,45.0,76.6,75.4,76.5,42.0,29.6
Interest Capitalized,2.7,4.9,7.9,13.6,8.2,
Interest on Long-Term Debt,,,,5.2,4.8,
