Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,751.3,922.7,1218.2,1131.3,1900.0,2323.5
Other Revenues,,87.8,,,,
Total Revenues,751.3,1010.5,1218.2,1131.3,1900.0,2323.5
Cost Of Revenues,546.6,684.1,796.5,750.6,1476.9,1818.9
Gross Profit,204.7,326.4,421.7,380.7,423.1,504.6
Selling General & Admin Expenses,199.7,221.8,263.8,262.6,393.8,459.2
Total Operating Expenses,199.7,221.8,263.8,262.6,393.8,459.2
Operating Income,5.0,104.6,157.9,118.1,29.3,45.4
Interest Expense,(0.5),(0.9),(27.6),(39.3),(51.7),(56.7)
Net Interest Expenses,(0.5),(0.9),(27.6),(39.3),(51.7),(56.7)
Currency Exchange Gains (Loss),,,,,,(0.7)
Other Non Operating Income (Expenses),(8.3),(9.4),(3.4),(1.3),2.0,3.1
"EBT, Excl. Unusual Items",(3.8),94.3,126.8,77.5,(20.4),(8.9)
"EBT, Incl. Unusual Items",(18.9),88.4,121.4,59.2,(762.7),(95.5)
Income Tax Expense,(8.0),(22.2),28.2,6.2,(20.4),9.4
Earnings From Continuing Operations,(10.9),110.5,93.2,53.0,(742.4),(104.9)
Net Income to Company,(10.9),110.5,93.2,53.0,(742.4),(104.9)
Minority Interest,(1.9),(0.9),(0.5),(0.8),(1.6),0.4
Net Income,(12.8),109.6,92.7,52.2,(743.9),(104.4)
NI to Common Incl Extra Items,(12.8),109.6,92.7,52.2,(743.9),(104.4)
NI to Common Excl. Extra Items,(12.8),109.6,92.7,52.2,(743.9),(104.4)
Revenue Per Share,$9.71,$13.07,$15.75,$14.61,$12.81,$12.97
Basic EPS,($0.16),$1.42,$1.20,$0.67,($5.01),($0.58)
Basic EPS - Continuing Ops,($0.16),$1.42,$1.20,$0.67,($5.01),($0.58)
Basic Weighted Average Shares Outst.,77.3,77.3,77.3,77.4,148.4,179.1
Diluted EPS,($0.16),$1.41,$1.19,$0.67,($5.01),($0.58)
Diluted EPS - Continuing Ops,($0.16),$1.41,$1.19,$0.67,($5.01),($0.58)
Diluted Weighted Average Shares Outst.,77.3,77.9,77.7,77.6,148.4,179.1
Normalized Basic EPS,($0.05),$0.75,$1.02,$0.62,($0.10),($0.03)
Normalized Diluted EPS,($0.05),$0.75,$1.01,$0.61,($0.10),($0.03)
EBITDA,117.1,217.5,282.3,238.1,243.7,290.9
EBITA,61.0,158.3,209.8,169.5,101.0,126.1
EBIT,5.0,104.6,157.9,118.1,29.3,45.4
EBITDAR,133.8,233.1,,253.9,284.9,
Effective Tax Rate,NM,NM,23.2%,10.5%,NM,NM
Normalized Net Income,(4.2),58.0,78.8,47.7,(14.3),(5.1)
Interest on Long-Term Debt,,,,0.4,0.6,
R&D Expense From Footnotes,128.6,131.4,140.0,132.3,169.9,169.9
Foreign Sales,192.1,239.6,259.0,270.3,935.2,
