Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9878.6,10767.9,10937.8,11409.2,12091.9,12290.4
Total Revenues,9878.6,10767.9,10937.8,11409.2,12091.9,12290.4
Cost Of Revenues,8774.6,9296.2,10094.3,10338.8,11253.7,11368.1
Gross Profit,1104.0,1471.6,843.5,1070.4,838.2,922.3
Selling General & Admin Expenses,310.8,389.5,343.0,379.9,408.5,418.7
Total Operating Expenses,310.8,389.5,343.0,379.9,408.5,418.7
Operating Income,793.2,1082.1,500.5,690.5,429.7,503.6
Interest Expense,(75.6),(107.2),(162.8),(132.6),(126.1),(123.8)
Interest And Investment Income,2.3,7.7,13.8,14.3,7.3,8.0
Net Interest Expenses,(73.3),(99.5),(149.0),(118.4),(118.8),(115.8)
Currency Exchange Gains (Loss),(4.1),2.7,(17.2),(6.9),(0.8),(21.7)
Other Non Operating Income (Expenses),9.3,6.5,2.7,(3.3),6.5,(19.6)
"EBT, Excl. Unusual Items",725.1,991.8,337.0,561.9,316.7,346.6
"EBT, Incl. Unusual Items",683.6,958.6,332.2,617.5,161.8,191.7
Income Tax Expense,243.9,263.9,85.4,161.0,66.8,63.6
Earnings From Continuing Operations,439.7,694.7,246.8,456.5,95.1,128.1
Net Income to Company,439.7,694.7,246.8,456.5,95.1,128.1
Minority Interest,0.8,(0.1),1.1,(0.6),(0.3),(0.4)
Net Income,440.5,694.6,247.9,455.9,94.8,127.7
NI to Common Incl Extra Items,440.5,694.6,247.9,455.9,94.8,127.7
NI to Common Excl. Extra Items,440.5,694.6,247.9,455.9,94.8,127.7
Revenue Per Share,$38.94,$43.29,$43.94,$45.75,$49.17,$50.27
Basic EPS,$1.74,$2.79,$1.00,$1.83,$0.39,$0.52
Basic EPS - Continuing Ops,$1.74,$2.79,$1.00,$1.83,$0.39,$0.52
Basic Weighted Average Shares Outst.,253.7,248.7,248.9,249.4,245.9,244.5
Diluted EPS,$1.73,$2.79,$1.00,$1.83,$0.39,$0.52
Diluted EPS - Continuing Ops,$1.73,$2.79,$1.00,$1.83,$0.39,$0.52
Diluted Weighted Average Shares Outst.,254.1,249.0,249.1,249.7,246.1,244.7
Normalized Basic EPS,$1.79,$2.49,$0.85,$1.41,$0.80,$0.88
Normalized Diluted EPS,$1.79,$2.49,$0.85,$1.40,$0.80,$0.88
Payout Ratio,3.38%,,,,,
EBITDA,1019.5,1353.9,774.5,977.7,766.8,847.5
EBITA,811.9,1108.5,526.2,713.4,452.4,532.1
EBIT,793.2,1082.1,500.5,690.5,429.7,503.6
EBITDAR,1076.4,,,1139.2,926.0,
Effective Tax Rate,35.7%,27.5%,25.7%,26.1%,41.3%,33.2%
Normalized Net Income,454.0,619.8,211.8,350.6,197.6,216.2
Interest on Long-Term Debt,75.6,107.2,162.8,132.6,126.1,
R&D Expense From Footnotes,3.5,3.7,4.0,5.1,5.4,5.4
Foreign Sales,,3315.1,3764.5,4053.6,4901.1,
