Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,475.1,468.3,504.0,621.4,975.9,961.7
Total Interest Income,675.8,677.4,727.2,832.9,1143.9,1119.8
Interest On Deposits,39.1,46.3,71.4,111.4,102.5,84.8
Total Interest On Borrowings,4.0,14.2,26.2,25.8,10.7,5.6
Total Interest Expense,43.2,60.5,97.6,137.2,113.2,90.5
Net Interest Income,632.6,616.9,629.6,695.8,1030.7,1029.3
Service Charges On Deposits,18.8,21.3,20.7,20.6,23.9,23.7
Trust Income,8.1,9.2,10.2,10.2,9.6,9.8
Credit Card Fee,23.6,24.4,25.0,26.9,31.2,31.8
Total Mortgage Banking Activities,7.1,4.1,3.4,5.0,10.8,12.1
Gain (Loss) on Sale of Assets,1.9,(1.9),(0.8),(1.8),(5.5),(5.2)
Gain (Loss) on Sale of Invest. & Securities,,3.3,(0.0),,,
Total Other Non Interest Income,59.0,56.3,57.5,63.4,61.6,59.0
Total Non Interest Income,118.4,116.6,116.0,124.3,131.5,131.2
Revenue Before Loan Losses,751.0,733.5,745.6,820.1,1162.3,1160.4
Provision For Loan Losses,24.0,14.3,16.4,4.3,20.0,20.0
Total Revenues,727.0,719.2,729.3,815.8,1142.3,1140.4
Salaries And Other Employee Benefits,188.4,185.5,197.0,215.7,296.7,299.4
Amort. of Goodwill & Intang. Assets,9.2,6.9,6.0,6.5,13.2,12.7
Occupancy Expense,28.8,27.9,29.0,30.5,39.6,38.2
Total Selling General & Admin Expenses,31.4,27.2,29.5,30.7,42.3,42.0
Total Other Non Interest Expense,47.5,48.0,50.8,58.1,87.5,81.7
Total Non Interest Expense,318.4,313.1,326.2,350.1,489.2,484.1
"EBT, Excl. Unusual Items",408.7,406.1,403.0,465.6,653.1,656.3
"EBT, Incl. Unusual Items",408.7,406.1,403.0,419.2,645.0,648.9
Income Tax Expense,134.2,133.9,81.2,86.7,116.1,117.5
Earnings From Continuing Operations,274.5,272.2,321.8,332.6,528.9,531.4
Net Income to Company,274.5,272.2,321.8,332.6,528.9,531.4
Net Income,274.5,272.2,321.8,332.6,528.9,531.4
Net Income to Common Incl Extra Items,274.5,272.2,321.8,332.6,528.9,531.4
Net Income to Common Excl. Extra Items,274.5,272.2,321.8,332.6,528.9,531.4
Revenue Per Share,$10.43,$10.35,$10.44,$11.10,$12.27,$12.31
Basic EPS,$3.94,$3.92,$4.61,$4.52,$5.68,$5.73
Basic EPS - Continuing Ops,$3.94,$3.92,$4.61,$4.52,$5.68,$5.73
Basic Weighted Average Shares Outst.,69.7,69.5,69.8,73.5,93.1,92.7
Diluted EPS,$3.94,$3.92,$4.61,$4.52,$5.68,$5.73
Diluted EPS - Continuing Ops,$3.94,$3.92,$4.61,$4.52,$5.68,$5.73
Diluted Weighted Average Shares Outst.,69.7,69.5,69.8,73.5,93.1,92.7
Normalized Basic EPS,$3.67,$3.65,$3.61,$3.96,$4.39,$4.43
Normalized Diluted EPS,$3.67,$3.65,$3.61,$3.96,$4.39,$4.43
Dividend Per Share,$1.24,$1.38,$1.49,$1.69,$1.87,$1.90
Payout Ratio,31.42%,35.23%,32.33%,38.76%,32.86%,
Effective Tax Rate,32.8%,33.0%,20.2%,20.7%,18.0%,18.1%
Normalized Net Income,255.4,253.8,251.9,291.0,408.2,410.2
Interest on Long-Term Debt,0.0,,,1.1,5.5,
