Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,40.51%,33.79%,15.91%,26.60%,0.00%
Total Revenues,40.51%,33.79%,15.91%,26.60%,0.00%
Cost Of Revenues,20.39%,22.61%,19.76%,23.14%,0.00%
Gross Profit,48.33%,37.31%,14.82%,27.61%,0.00%
Selling General & Admin Expenses,43.79%,42.76%,25.09%,18.30%,0.00%
R&D Expenses,36.84%,29.47%,30.05%,26.85%,0.00%
Total Operating Expenses,41.96%,39.40%,26.26%,20.37%,0.00%
Operating Income,264.35%,9.76%,,,0.00%
Interest Expense,(79.76%),-63.94%,(6.87%),(269.21%),0.00%
Interest And Investment Income,,,"24,580.00%",(18.19%),0.00%
Net Interest Expenses,(79.76%),-64.02%,-45.34%,(544.89%),0.00%
Currency Exchange Gains (Loss),-24.75%,(215.03%),-25.17%,,0.00%
"EBT, Excl. Unusual Items",-30.26%,,,-12.61%,0.00%
"EBT, Incl. Unusual Items",(2.73%),,,(19.83%),0.00%
Income Tax Expense,,(52.46%),,(7.24%),0.00%
Earnings From Continuing Operations,(139.27%),,,(26.62%),0.00%
Net Income to Company,(139.27%),,,(26.62%),0.00%
Net Income,(139.27%),,,(26.62%),0.00%
Preferred Dividend and Other Adjustments,(10.54%),(99.86%),,,
NI to Common Incl Extra Items,(7.20%),,,(26.62%),0.00%
NI to Common Excl. Extra Items,(7.20%),,,(26.62%),0.00%
Revenue Per Share,23.43%,(18.93%),12.68%,24.17%,0.00%
Basic EPS,-5.39%,,,(18.91%),0.00%
Basic EPS - Continuing Ops,-5.39%,,,(18.91%),0.00%
Basic Weighted Average Shares Outst.,13.95%,65.26%,2.79%,1.81%,0.00%
Diluted EPS,-5.17%,,,(20.00%),0.00%
Diluted EPS - Continuing Ops,-5.17%,,,(20.00%),0.00%
Diluted Weighted Average Shares Outst.,13.95%,71.96%,(1.22%),1.81%,0.00%
Normalized Basic EPS,-38.64%,,,-8.82%,0.00%
Normalized Diluted EPS,-38.64%,,,-8.82%,0.00%
EBITDA,58.63%,7.37%,(69.70%),270.27%,0.00%
EBITA,58.90%,5.08%,(91.92%),"1,063.20%",0.00%
EBIT,264.35%,9.76%,,,0.00%
EBITDAR,58.93%,10.35%,(46.29%),136.10%,
Effective Tax Rate,,,53.08%,,0.00%
Normalized Net Income,-30.26%,,,-12.61%,0.00%
Interest on Long-Term Debt,,,,289.79%,
R&D Expense From Footnotes,36.84%,29.47%,30.05%,26.85%,0.00%
Foreign Sales,27.51%,50.69%,8.51%,21.31%,
