Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,35.20%,1.77%,5.87%,3.63%,4.18%
Other Revenue,,7.48%,6.40%,52.08%,1.77%
Total Revenues,4.86%,1.84%,5.88%,4.21%,4.15%
Property Expenses,0.60%,2.96%,(0.23%),2.24%,6.80%
Selling General & Admin Exp.,5.15%,(1.18%),2.96%,11.83%,0.78%
Depreciation & Amortization,(0.78%),0.08%,4.10%,6.94%,7.02%
Total Operating Expenses,0.44%,1.21%,2.04%,5.40%,6.21%
Operating Income,14.23%,3.00%,12.90%,2.24%,0.79%
Total Interest Expense,-6.68%,-7.33%,-1.27%,(2.30%),(2.37%)
Net Interest Expenses,-6.68%,-7.33%,-1.27%,(2.30%),(2.37%)
"EBT, Excl. Unusual Items",36.59%,10.55%,21.59%,2.20%,0.03%
Gain (Loss) on Sale of Assets,92.47%,(37.84%),53.12%,(30.57%),(22.81%)
Other Unusual Items,,-97.80%,,,
"EBT, Incl. Unusual Items",65.25%,(20.17%),47.86%,(18.08%),(15.00%)
Income Tax Expense,9.55%,,,(29.30%),(25.20%)
Earnings From Continuing Operations,65.73%,(19.67%),45.75%,(17.92%),(14.88%)
Net Income to Company,65.73%,(19.67%),45.75%,(17.92%),(14.88%)
Minority Interest,(53.75%),-40.18%,(24.69%),-18.14%,-14.53%
Net Income,66.17%,(18.97%),46.27%,(17.92%),(14.89%)
Pref. Dividends and Other Adj.,57.18%,(20.59%),0.97%,(39.38%),(38.88%)
NI to Common Incl Extra Items,66.20%,(18.97%),46.42%,(17.87%),(14.84%)
NI to Common Excl. Extra Items,66.20%,(18.97%),46.42%,(17.87%),(14.84%)
Revenue Per Share,1.87%,(2.67%),3.73%,3.18%,2.79%
Basic EPS,61.70%,(22.68%),43.90%,(18.93%),(15.95%)
Basic EPS - Continuing Ops,61.70%,(22.68%),43.90%,(18.93%),(15.95%)
Basic Weighted Average Shares Outst.,2.82%,4.68%,2.09%,1.04%,1.32%
Diluted EPS,60.95%,(22.49%),43.51%,(18.62%),(15.87%)
Diluted EPS - Continuing Ops,60.95%,(22.49%),43.51%,(18.62%),(15.87%)
Diluted Weighted Average Shares Outst.,2.96%,4.55%,2.01%,0.96%,1.23%
Normalized Basic EPS,30.31%,14.83%,19.84%,3.08%,(0.05%)
Normalized Diluted EPS,29.75%,14.47%,19.55%,2.93%,0.04%
Dividend Per Share,10.53%,3.57%,5.75%,8.70%,8.51%
Payout Ratio,(26.85%),34.61%,(26.92%),32.35%,28.90%
FFO,11.13%,6.91%,10.91%,6.25%,5.20%
FFO Payout Ratio %,9.38%,2.03%,(3.61%),2.23%,4.29%
AFFO,11.13%,6.91%,10.91%,6.25%,
Funds Available for Distribution,11.13%,6.91%,10.91%,6.25%,
EBITDA,6.80%,0.93%,9.05%,4.95%,4.07%
EBITA,13.44%,2.63%,12.35%,2.90%,1.43%
EBIT,14.23%,3.00%,12.90%,2.24%,0.79%
Effective Tax Rate,(33.79%),,,(13.87%),(11.99%)
Normalized Net Income,34.21%,18.59%,21.34%,3.88%,1.27%
Interest Capitalized,23.56%,34.83%,(1.91%),18.93%,
