Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,659.5,749.0,977.0,998.1,785.2,734.5
Total Interest Income,791.6,886.6,1154.1,1172.6,912.8,846.5
Interest On Deposits,50.3,94.0,176.1,237.3,67.6,36.9
Total Interest On Borrowings,34.0,51.4,98.4,99.6,82.2,73.7
Total Interest Expense,84.3,145.4,274.6,336.9,149.9,110.6
Net Interest Income,707.3,741.2,879.6,835.7,763.0,735.9
Service Charges On Deposits,66.6,64.4,66.1,63.1,56.3,55.9
Trust Income,46.9,70.1,82.6,83.5,85.0,86.6
Total Mortgage Banking Activities,38.1,19.4,19.4,31.9,63.3,61.4
Gain (Loss) on Sale of Assets,(0.1),(1.2),(1.1),2.7,163.0,168.9
Gain (Loss) on Sale of Invest. & Securities,9.3,0.4,(2.0),6.0,9.2,3.1
Total Other Non Interest Income,192.1,179.6,190.1,193.7,155.0,133.2
Total Non Interest Income,352.9,332.7,355.0,380.9,531.8,509.1
Revenue Before Loan Losses,1060.2,1073.9,1234.6,1216.6,1294.7,1245.0
Provision For Loan Losses,70.0,26.0,,16.0,174.0,98.0
Total Revenues,990.2,1047.9,1234.6,1200.6,1120.7,1147.0
Salaries And Other Employee Benefits,402.7,407.0,465.7,462.1,401.2,398.8
Amort. of Goodwill & Intang. Assets,2.1,2.0,8.2,9.9,10.2,9.6
Total Selling General & Admin Expenses,203.1,211.5,226.0,242.9,228.0,220.2
Total Other Non Interest Expense,55.1,50.1,55.5,46.7,46.7,42.2
Total Non Interest Expense,702.6,709.1,792.8,786.7,718.9,702.1
"EBT, Excl. Unusual Items",287.6,338.8,441.8,413.9,401.8,444.9
Restructuring Charges,,,,,(10.0),(10.0)
Asset Writedown,,,0.5,(0.1),(17.7),2.0
Other Unusual Items,,,,,(44.7),(44.7)
"EBT, Incl. Unusual Items",287.6,338.8,413.3,406.5,327.0,389.8
Income Tax Expense,87.3,109.5,79.8,79.7,20.2,34.6
Earnings From Continuing Operations,200.3,229.3,333.6,326.8,306.8,355.2
Net Income to Company,200.3,229.3,333.6,326.8,306.8,355.2
Net Income,200.3,229.3,333.6,326.8,306.8,355.2
Preferred Dividend and Other Adjustments,11.0,10.7,12.4,17.3,20.3,22.1
Net Income to Common Incl Extra Items,189.3,218.6,321.2,309.5,286.4,333.1
Net Income to Common Excl. Extra Items,189.3,218.6,321.2,309.5,286.4,333.1
Revenue Per Share,$6.66,$6.95,$7.38,$7.48,$7.32,$7.53
Basic EPS,$1.27,$1.45,$1.92,$1.93,$1.87,$2.19
Basic EPS - Continuing Ops,$1.27,$1.45,$1.92,$1.93,$1.87,$2.19
Basic Weighted Average Shares Outst.,148.8,150.9,167.3,160.5,153.0,152.4
Diluted EPS,$1.26,$1.42,$1.89,$1.91,$1.86,$2.17
Diluted EPS - Continuing Ops,$1.26,$1.42,$1.89,$1.91,$1.86,$2.17
Diluted Weighted Average Shares Outst.,150.0,153.6,169.7,161.9,153.6,153.2
Normalized Basic EPS,$1.21,$1.40,$1.65,$1.61,$1.64,$1.82
Normalized Diluted EPS,$1.20,$1.38,$1.63,$1.60,$1.63,$1.82
Dividend Per Share,$0.45,$0.50,$0.62,$0.69,$0.72,$0.72
Payout Ratio,38.33%,37.41%,34.87%,38.86%,42.50%,36.95%
Effective Tax Rate,30.4%,32.3%,19.3%,19.6%,6.2%,8.9%
Normalized Net Income,179.7,211.7,276.1,258.7,251.1,278.1
Interest on Long-Term Debt,21.7,48.5,22.6,28.1,22.4,
