Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4488.5,3802.2,4120.9,4108.4,4347.5,4815.2
Total Revenues,4488.5,3802.2,4120.9,4108.4,4347.5,4815.2
Cost Of Revenues,3256.1,2841.2,3073.9,2950.3,3104.8,3399.0
Gross Profit,1232.4,961.0,1047.0,1158.1,1242.7,1416.2
Selling General & Admin Expenses,598.1,467.9,509.5,539.8,569.4,608.9
R&D Expenses,139.2,111.6,121.5,121.6,125.9,131.1
Total Operating Expenses,737.3,579.5,631.0,661.4,695.3,740.0
Operating Income,495.1,381.5,416.0,496.7,547.4,676.2
Interest Expense,(27.5),(26.4),(46.0),(76.0),(67.3),(65.2)
Interest And Investment Income,1.8,2.6,2.9,3.3,1.2,1.1
Net Interest Expenses,(25.7),(23.8),(43.1),(72.7),(66.1),(64.1)
Currency Exchange Gains (Loss),,,,(1.3),1.0,1.0
Other Non Operating Income (Expenses),(13.3),6.7,3.8,4.2,(5.7),(7.7)
"EBT, Excl. Unusual Items",460.4,370.5,384.4,434.2,481.1,608.9
"EBT, Incl. Unusual Items",389.7,212.9,310.7,110.7,472.7,600.4
Income Tax Expense,115.3,111.6,57.3,80.3,98.0,127.0
Earnings From Continuing Operations,274.4,101.3,253.4,30.4,374.7,473.4
Earnings Of Discontinued Operations,1.6,45.1,11.9,(161.4),(2.0),(0.4)
Net Income to Company,276.0,146.4,265.3,(131.0),372.7,473.0
Net Income,276.0,146.4,265.3,(131.0),372.7,473.0
NI to Common Incl Extra Items,276.0,146.4,265.3,(131.0),372.7,473.0
NI to Common Excl. Extra Items,274.4,101.3,253.4,30.4,374.7,473.4
Revenue Per Share,$49.22,$42.53,$47.04,$48.22,$54.89,$61.15
Basic EPS,$3.03,$1.64,$3.03,($1.54),$4.71,$6.01
Basic EPS - Continuing Ops,$3.01,$1.13,$2.89,$0.36,$4.73,$6.01
Basic Weighted Average Shares Outst.,91.2,89.4,87.6,85.2,79.2,78.8
Diluted EPS,$3.00,$1.62,$3.00,($1.54),$4.67,$5.96
Diluted EPS - Continuing Ops,$2.98,$1.12,$2.87,$0.36,$4.70,$5.97
Diluted Weighted Average Shares Outst.,92.0,90.1,88.2,85.6,79.7,79.3
Normalized Basic EPS,$3.16,$2.59,$2.74,$3.19,$3.80,$4.83
Normalized Diluted EPS,$3.13,$2.57,$2.72,$3.17,$3.77,$4.80
Dividend Per Share,$0.62,$0.69,$0.78,$0.87,$0.99,$1.02
Payout Ratio,20.07%,41.39%,25.56%,NM,21.01%,16.93%
EBITDA,599.0,468.6,540.0,635.4,700.8,836.0
EBITA,501.9,384.2,440.0,528.3,579.3,708.1
EBIT,495.1,381.5,416.0,496.7,547.4,676.2
EBITDAR,638.0,499.3,573.6,679.8,744.8,
Effective Tax Rate,29.6%,52.4%,18.4%,72.5%,20.7%,21.2%
Normalized Net Income,287.8,231.6,240.3,271.4,300.7,380.6
Interest Capitalized,,4.6,2.2,5.0,4.4,
Interest on Long-Term Debt,27.5,31.0,48.2,81.0,71.7,
R&D Expense From Footnotes,139.2,111.6,121.5,121.6,125.9,131.1
Foreign Sales,1457.0,1126.0,1202.9,1267.7,1381.2,
